Legend
======
Order:       curve order
Px,Py,Pz:    coordinates of point P on the centerline
Tx,Ty,Tz:    coordinates of the direction of the Tangent vector to point P
Nx,Ny,Nz:    coordinates of the direction of the Normal vector to point P
BNx,BNy,BNz: coordinates of the direction of the Binormal vector to point P
Dfit:        diameter of the best fit circle in point P
Dmin:        diameter of the inscribing circle in point P
Dmax:        diameter of the subscribing circle in point P
C:           curvature in point P
Dh:          hydraulic diameter in point P
Xh:          hydraulic ratio in point P
Scf:         distance of circumference in point P
Area:        sectional area in point P
E:           ellipticity in point P


Order: Cubic

[Main Branch Set] Branch Segment 1:


        Px         Py         Pz         Tx         Ty         Tz         Nx         Ny         Nz        BNx        BNy        BNz
   50.1255  -180.6863  1875.9210    -0.6736    -0.6351     0.3780    -0.7355     0.6262    -0.2586    -0.0725    -0.4522    -0.8889
   49.9791  -180.8165  1875.9994    -0.7123    -0.5989     0.3660    -0.6850     0.7068    -0.1767    -0.1528    -0.3766    -0.9137
   49.8254  -180.9391  1876.0757    -0.7444    -0.5638     0.3578    -0.6437     0.7483    -0.1602    -0.1774    -0.3495    -0.9200
   49.6656  -181.0544  1876.1505    -0.7706    -0.5308     0.3527    -0.5872     0.8065    -0.0693    -0.2477    -0.2605    -0.9332
   49.5015  -181.1627  1876.2245    -0.7907    -0.5004     0.3526    -0.5105     0.8569     0.0713    -0.3378    -0.1236    -0.9331
   49.3347  -181.2644  1876.2986    -0.8047    -0.4740     0.3575    -0.3930     0.8766     0.2778    -0.4450     0.0830    -0.8917
   49.1668  -181.3604  1876.3737    -0.8132    -0.4516     0.3672    -0.2566     0.8445     0.4701    -0.5224     0.2881    -0.8026
   48.9993  -181.4512  1876.4506    -0.8160    -0.4335     0.3823     0.0334     0.6251     0.7798    -0.5770     0.6491    -0.4956
   48.8339  -181.5378  1876.5302    -0.8130    -0.4203     0.4029     0.1998     0.4486     0.8711    -0.5469     0.7888    -0.2807
   48.6718  -181.6210  1876.6133    -0.8048    -0.4115     0.4278     0.3796     0.1973     0.9039    -0.4564     0.8898    -0.0026
   48.5143  -181.7018  1876.7006    -0.7899    -0.4079     0.4579     0.4864     0.0381     0.8729    -0.3735     0.9122     0.1683
   48.3624  -181.7812  1876.7930    -0.7696    -0.4081     0.4911     0.5543    -0.0451     0.8311    -0.3170     0.9118     0.2609
   48.2168  -181.8600  1876.8908    -0.7433    -0.4122     0.5269     0.6195    -0.1267     0.7747    -0.2526     0.9022     0.3495
   48.0783  -181.9391  1876.9946    -0.7118    -0.4194     0.5634     0.6709    -0.1686     0.7221    -0.2078     0.8920     0.4014
   47.9470  -182.0193  1877.1045    -0.6756    -0.4295     0.5993     0.7211    -0.2155     0.6585    -0.1537     0.8770     0.4553
   47.8232  -182.1015  1877.2209    -0.6362    -0.4412     0.6329     0.7616    -0.2281     0.6065    -0.1233     0.8679     0.4812
   47.7066  -182.1861  1877.3435    -0.5959    -0.4532     0.6629     0.7973    -0.2356     0.5556    -0.0956     0.8597     0.5018
   47.5969  -182.2737  1877.4724    -0.5559    -0.4661     0.6883     0.8310    -0.2927     0.4730    -0.0190     0.8349     0.5500
   47.4934  -182.3647  1877.6070    -0.5188    -0.4782     0.7086     0.8543    -0.2583     0.4510    -0.0326     0.8394     0.5426
   47.3955  -182.4592  1877.7470    -0.4852    -0.4900     0.7242     0.8691    -0.3617     0.3375     0.0965     0.7931     0.6014
   47.3021  -182.5575  1877.8917    -0.4578    -0.5006     0.7347     0.8872    -0.3110     0.3409     0.0578     0.8079     0.5865
   47.2121  -182.6593  1878.0405    -0.4365    -0.5101     0.7412     0.8558    -0.4896     0.1671     0.2776     0.7072     0.6502
   47.1244  -182.7646  1878.1924    -0.4223    -0.5187     0.7434     0.8230    -0.5631     0.0746     0.3799     0.6433     0.6647
   47.0377  -182.8729  1878.3465    -0.4150    -0.5260     0.7424     0.4758    -0.8209    -0.3156     0.7755     0.2223     0.5910
   46.9649  -182.9660  1878.4768    -0.4134    -0.5326     0.7386    -0.0572    -0.7943    -0.6048     0.9088    -0.2922     0.2979

[Main Branch Set] Branch Segment 3:


        Px         Py         Pz         Tx         Ty         Tz         Nx         Ny         Nz        BNx        BNy        BNz
   46.9649  -182.9660  1878.4768    -0.4146    -0.5290     0.7404    -0.2210    -0.7308    -0.6459     0.8828    -0.4314     0.1860
   46.8625  -183.0967  1878.6574    -0.4217    -0.5357     0.7315    -0.7329    -0.2737    -0.6229     0.5339    -0.7988    -0.2772
   46.7715  -183.2109  1878.8120    -0.4352    -0.5377     0.7221    -0.8527    -0.0112    -0.5222     0.2889    -0.8431    -0.4537
   46.6767  -183.3255  1878.9647    -0.4554    -0.5373     0.7099    -0.8548     0.0410    -0.5173     0.2489    -0.8424    -0.4779
   46.5770  -183.4398  1879.1144    -0.4809    -0.5350     0.6947    -0.8547     0.1095    -0.5074     0.1954    -0.8377    -0.5099
   46.4717  -183.5529  1879.2601    -0.5119    -0.5292     0.6767    -0.8501     0.1987    -0.4877     0.1237    -0.8249    -0.5516
   46.3599  -183.6637  1879.4008    -0.5476    -0.5199     0.6557    -0.8303     0.2408    -0.5025     0.1034    -0.8196    -0.5635
   46.2412  -183.7713  1879.5357    -0.5866    -0.5066     0.6319    -0.8079     0.3117    -0.5001     0.0565    -0.8039    -0.5921
   46.1151  -183.8748  1879.6641    -0.6284    -0.4900     0.6042    -0.7742     0.3180    -0.5473     0.0761    -0.8116    -0.5792
   45.9816  -183.9734  1879.7851    -0.6719    -0.4685     0.5736    -0.7407     0.4267    -0.5190    -0.0016    -0.7736    -0.6337
   45.8405  -184.0660  1879.8984    -0.7161    -0.4421     0.5401    -0.6977     0.4324    -0.5712     0.0190    -0.7859    -0.6181
   45.6920  -184.1520  1880.0034    -0.7599    -0.4115     0.5032    -0.6496     0.5081    -0.5655    -0.0230    -0.7566    -0.6534
   45.5364  -184.2305  1880.0998    -0.8018    -0.3762     0.4643    -0.5968     0.5420    -0.5917    -0.0291    -0.7515    -0.6591
   45.3743  -184.3010  1880.1874    -0.8407    -0.3377     0.4232    -0.5400     0.5812    -0.6089    -0.0403    -0.7404    -0.6710
   45.2062  -184.3630  1880.2661    -0.8764    -0.2948     0.3808    -0.4769     0.6420    -0.6004    -0.0675    -0.7078    -0.7032
   45.0327  -184.4159  1880.3360    -0.9075    -0.2493     0.3382    -0.4144     0.6634    -0.6230    -0.0690    -0.7055    -0.7053
   44.8547  -184.4596  1880.3972    -0.9339    -0.2023     0.2949    -0.3490     0.6951    -0.6285    -0.0778    -0.6898    -0.7198
   44.6729  -184.4938  1880.4498    -0.9554    -0.1531     0.2526    -0.2796     0.7442    -0.6066    -0.0951    -0.6502    -0.7538
   44.4882  -184.5184  1880.4943    -0.9717    -0.1039     0.2119    -0.2169     0.7473    -0.6281    -0.0931    -0.6563    -0.7487
   44.3013  -184.5336  1880.5310    -0.9835    -0.0549     0.1726    -0.1492     0.7862    -0.5997    -0.1028    -0.6155    -0.7814
   44.1130  -184.5393  1880.5604    -0.9907    -0.0046     0.1362    -0.0816     0.8208    -0.5653    -0.1091    -0.5711    -0.8136

[Main Branch Set] Branch Segment 4:


        Px         Py         Pz         Tx         Ty         Tz         Nx         Ny         Nz        BNx        BNy        BNz
   25.0052  -180.3068  1878.9462     0.9592     0.1213     0.2553     0.2528    -0.7723    -0.5828     0.1265     0.6235    -0.7715
   25.1559  -180.2880  1878.9861     0.9602     0.1183     0.2530     0.2463    -0.7859    -0.5672     0.1318     0.6070    -0.7837
   25.3201  -180.2680  1879.0292     0.9609     0.1159     0.2514     0.2387    -0.8070    -0.5402     0.1402     0.5791    -0.8031
   25.4567  -180.2517  1879.0648     0.9618     0.1132     0.2494     0.2441    -0.7670    -0.5934     0.1241     0.6316    -0.7653
   25.6116  -180.2338  1879.1047     0.9629     0.1095     0.2467     0.2303    -0.8101    -0.5392     0.1408     0.5760    -0.8052
   25.7829  -180.2146  1879.1484     0.9637     0.1064     0.2449     0.2071    -0.8768    -0.4339     0.1685     0.4689    -0.8670
   25.9685  -180.1945  1879.1953     0.9649     0.1022     0.2420     0.2339    -0.7535    -0.6145     0.1196     0.6495    -0.7509
   26.1664  -180.1741  1879.2445     0.9663     0.0970     0.2384     0.2027    -0.8576    -0.4727     0.1586     0.5051    -0.8483
   26.3744  -180.1538  1879.2954     0.9678     0.0918     0.2345     0.2311    -0.6938    -0.6821     0.1001     0.7143    -0.6927
   26.5904  -180.1340  1879.3472     0.9694     0.0852     0.2303     0.1691    -0.9117    -0.3744     0.1781     0.4019    -0.8982
   26.8123  -180.1154  1879.3994     0.9711     0.0777     0.2258     0.2079    -0.7402    -0.6395     0.1174     0.6679    -0.7349
   27.0381  -180.0982  1879.4512     0.9729     0.0701     0.2204     0.1728    -0.8536    -0.4914     0.1537     0.5162    -0.8426
   27.2660  -180.0829  1879.5021     0.9749     0.0604     0.2143     0.1711    -0.8188    -0.5479     0.1424     0.5709    -0.8086
   27.4942  -180.0700  1879.5514     0.9769     0.0501     0.2075     0.1566    -0.8287    -0.5373     0.1451     0.5574    -0.8175
   27.7212  -180.0596  1879.5988     0.9789     0.0390     0.2007     0.1379    -0.8509    -0.5070     0.1510     0.5239    -0.8383
   27.9458  -180.0521  1879.6439     0.9809     0.0262     0.1926     0.1297    -0.8263    -0.5481     0.1448     0.5626    -0.8140
   28.1670  -180.0477  1879.6863     0.9829     0.0127     0.1838     0.1106    -0.8387    -0.5333     0.1474     0.5445    -0.8257
   28.3838  -180.0465  1879.7258     0.9847    -0.0022     0.1745     0.0912    -0.8459    -0.5254     0.1487     0.5333    -0.8328
   28.5959  -180.0487  1879.7623     0.9862    -0.0184     0.1647     0.0678    -0.8620    -0.5024     0.1512     0.5066    -0.8488
   28.8028  -180.0543  1879.7958     0.9873    -0.0351     0.1547     0.0523    -0.8486    -0.5264     0.1497     0.5278    -0.8360
   29.0044  -180.0632  1879.8263     0.9882    -0.0524     0.1441     0.0299    -0.8559    -0.5163     0.1504     0.5145    -0.8442
   29.2010  -180.0754  1879.8539     0.9886    -0.0702     0.1335     0.0068    -0.8633    -0.5047     0.1507     0.4998    -0.8529
   29.3928  -180.0907  1879.8788     0.9885    -0.0874     0.1231    -0.0088    -0.8472    -0.5312     0.1507     0.5240    -0.8382
   29.5804  -180.1089  1879.9012     0.9881    -0.1045     0.1131    -0.0377    -0.8763    -0.4803     0.1493     0.4703    -0.8698
   29.7643  -180.1299  1879.9214     0.9872    -0.1208     0.1040    -0.0545    -0.8689    -0.4919     0.1498     0.4800    -0.8644
   29.9453  -180.1534  1879.9397     0.9862    -0.1351     0.0956    -0.0664    -0.8519    -0.5195     0.1516     0.5060    -0.8491
   30.1243  -180.1791  1879.9564     0.9851    -0.1476     0.0887    -0.0961    -0.8987    -0.4280     0.1429     0.4130    -0.8994
   30.3019  -180.2067  1879.9719     0.9840    -0.1579     0.0830    -0.0867    -0.8302    -0.5507     0.1559     0.5347    -0.8305
   30.4791  -180.2359  1879.9864     0.9830    -0.1660     0.0783    -0.1156    -0.8911    -0.4389     0.1426     0.4224    -0.8951
   30.6567  -180.2665  1880.0003     0.9822    -0.1721     0.0760    -0.1566    -0.9718    -0.1762     0.1042     0.1612    -0.9814
   30.8354  -180.2982  1880.0140     0.9816    -0.1761     0.0742    -0.0941    -0.7834    -0.6144     0.1663     0.5960    -0.7855
   31.0159  -180.3308  1880.0275     0.9814    -0.1777     0.0732     0.0048     0.4035     0.9150    -0.1922    -0.8976     0.3968
   31.1987  -180.3639  1880.0412     0.9813    -0.1778     0.0738    -0.1919    -0.9336     0.3026     0.0150    -0.3111    -0.9503
   31.3843  -180.3975  1880.0552     0.9814    -0.1770     0.0745     0.1239     0.8798     0.4589    -0.1467    -0.4412     0.8853
   31.5729  -180.4313  1880.0696     0.9817    -0.1749     0.0753     0.1487     0.9511     0.2709    -0.1190    -0.2548     0.9597
   31.7647  -180.4653  1880.0844     0.9819    -0.1732     0.0764     0.0645     0.6856     0.7251    -0.1780    -0.7071     0.6844
   31.9598  -180.4995  1880.0997     0.9823    -0.1708     0.0774     0.1602     0.9789     0.1272    -0.0975    -0.1125     0.9889
   32.1580  -180.5337  1880.1154     0.9825    -0.1688     0.0784    -0.0137     0.3544     0.9350    -0.1856    -0.9197     0.3459
   32.3590  -180.5681  1880.1315     0.9828    -0.1672     0.0786     0.1844     0.9162    -0.3559    -0.0125     0.3642     0.9312
   32.5626  -180.6026  1880.1477     0.9830    -0.1665     0.0779    -0.1196    -0.9011    -0.4168     0.1396     0.4004    -0.9057
   32.7682  -180.6375  1880.1639     0.9830    -0.1670     0.0768     0.0764    -0.0090    -0.9970     0.1672     0.9859     0.0039
   32.9753  -180.6728  1880.1799     0.9828    -0.1685     0.0749    -0.0918    -0.7992    -0.5940     0.1600     0.5769    -0.8010
   33.1833  -180.7088  1880.1955     0.9825    -0.1716     0.0724    -0.0789    -0.7356    -0.6728     0.1687     0.6553    -0.7363
   33.3917  -180.7456  1880.2105     0.9821    -0.1755     0.0688    -0.0852    -0.7387    -0.6686     0.1682     0.6508    -0.7404
   33.5997  -180.7834  1880.2246     0.9812    -0.1818     0.0641    -0.1179    -0.8288    -0.5469     0.1526     0.5291    -0.8347
   33.8068  -180.8226  1880.2376     0.9802    -0.1892     0.0591    -0.1234    -0.8159    -0.5649     0.1551     0.5464    -0.8230
   34.0124  -180.8632  1880.2494     0.9787    -0.1985     0.0527    -0.1355    -0.8168    -0.5608     0.1544     0.5417    -0.8263
   34.2160  -180.9057  1880.2596     0.9768    -0.2093     0.0456    -0.1549    -0.8371    -0.5247     0.1480     0.5055    -0.8500
   34.4171  -180.9500  1880.2683     0.9744    -0.2214     0.0385    -0.1754    -0.8564    -0.4856     0.1405     0.4665    -0.8733
   34.6155  -180.9966  1880.2753     0.9714    -0.2357     0.0301    -0.1882    -0.8406    -0.5079     0.1450     0.4877    -0.8609
   34.8108  -181.0455  1880.2805     0.9680    -0.2500     0.0215    -0.2067    -0.8428    -0.4970     0.1424     0.4766    -0.8675
   35.0030  -181.0968  1880.2839     0.9638    -0.2662     0.0125    -0.2313    -0.8588    -0.4571     0.1324     0.4377    -0.8893
   35.1920  -181.1508  1880.2855     0.9591    -0.2829     0.0041    -0.2563    -0.8747    -0.4113     0.1199     0.3934    -0.9115
   35.3779  -181.2074  1880.2855     0.9539    -0.3000    -0.0045    -0.2698    -0.8513    -0.4499     0.1312     0.4304    -0.8930
   35.5609  -181.2668  1880.2838     0.9483    -0.3171    -0.0128    -0.2975    -0.8740    -0.3842     0.1107     0.3682    -0.9232
   35.7412  -181.3288  1880.2807     0.9427    -0.3332    -0.0197    -0.3171    -0.8758    -0.3639     0.1040     0.3492    -0.9312
   35.9192  -181.3934  1880.2764     0.9368    -0.3489    -0.0255    -0.3409    -0.8941    -0.2904     0.0785     0.2807    -0.9566
   36.0953  -181.4606  1880.2711     0.9310    -0.3636    -0.0308    -0.3506    -0.8679    -0.3518     0.1012     0.3384    -0.9356
   36.2700  -181.5303  1880.2649     0.9257    -0.3768    -0.0343    -0.3783    -0.9210    -0.0928     0.0034     0.0989    -0.9951
   36.4438  -181.6023  1880.2583     0.9211    -0.3877    -0.0360    -0.3870    -0.9013    -0.1947     0.0431     0.1932    -0.9802
   36.6171  -181.6763  1880.2514     0.9170    -0.3971    -0.0368    -0.3961    -0.9177     0.0305    -0.0459    -0.0134    -0.9989
   36.7904  -181.7523  1880.2445     0.9135    -0.4052    -0.0358    -0.3881    -0.8945     0.2221    -0.1220    -0.1890    -0.9744
   36.9642  -181.8301  1880.2379     0.9111    -0.4109    -0.0332    -0.3111    -0.7382     0.5986    -0.2705    -0.5350    -0.8004
   37.1389  -181.9093  1880.2319     0.9098    -0.4141    -0.0291    -0.1531    -0.4000     0.9036    -0.3858    -0.8176    -0.4274
   37.3149  -181.9897  1880.2267     0.9086    -0.4169    -0.0247    -0.2606    -0.6122     0.7465    -0.3263    -0.6719    -0.6649
   37.4923  -182.0713  1880.2224     0.9083    -0.4179    -0.0189     0.1161     0.2085     0.9711    -0.4019    -0.8843     0.2378
   37.6715  -182.1536  1880.2194     0.9088    -0.4170    -0.0116     0.0162     0.0074     0.9998    -0.4169    -0.9089     0.0135
   37.8525  -182.2366  1880.2178     0.9092    -0.4164    -0.0043     0.0728     0.1487     0.9862    -0.4100    -0.8969     0.1656
   38.0353  -182.3201  1880.2177     0.9102    -0.4142     0.0034     0.1721     0.3855     0.9065    -0.3768    -0.8245     0.4222
   38.2199  -182.4038  1880.2192     0.9110    -0.4121     0.0114     0.0259     0.0848     0.9961    -0.4115    -0.9072     0.0879
   38.4061  -182.4878  1880.2224     0.9121    -0.4096     0.0200     0.1787     0.4408     0.8796    -0.3691    -0.7987     0.4752
   38.5938  -182.5717  1880.2274     0.9130    -0.4070     0.0284     0.0043     0.0794     0.9968    -0.4080    -0.9100     0.0742
   38.7826  -182.6557  1880.2341     0.9135    -0.4052     0.0364     0.1206     0.3550     0.9270    -0.3885    -0.8425     0.3732
   38.9722  -182.7395  1880.2425     0.9141    -0.4029     0.0448     0.0208     0.1569     0.9874    -0.4049    -0.9017     0.1518
   39.1623  -182.8232  1880.2527     0.9140    -0.4023     0.0531    -0.0617    -0.0085     0.9981    -0.4010    -0.9155    -0.0326
   39.3524  -182.9068  1880.2645     0.9140    -0.4012     0.0603     0.0690     0.3003     0.9514    -0.3998    -0.8654     0.3021
   39.5424  -182.9901  1880.2778     0.9136    -0.4009     0.0678    -0.1568    -0.1938     0.9684    -0.3751    -0.8954    -0.2399
   39.7317  -183.0733  1880.2926     0.9128    -0.4015     0.0748    -0.0658     0.0361     0.9972    -0.4031    -0.9151     0.0065
   39.9202  -183.1563  1880.3087     0.9119    -0.4023     0.0812    -0.1996    -0.2619     0.9442    -0.3586    -0.8772    -0.3191
   40.1074  -183.2391  1880.3260     0.9108    -0.4036     0.0870    -0.1559    -0.1412     0.9776    -0.3823    -0.9040    -0.1916
   40.2933  -183.3216  1880.3443     0.9099    -0.4044     0.0925    -0.1659    -0.1504     0.9746    -0.3803    -0.9021    -0.2040
   40.4778  -183.4038  1880.3636     0.9087    -0.4060     0.0974    -0.3045    -0.4847     0.8200    -0.2857    -0.7747    -0.5640
   40.6607  -183.4857  1880.3836     0.9079    -0.4068     0.1013    -0.0529     0.1285     0.9903    -0.4159    -0.9044     0.0952
   40.8421  -183.5670  1880.4042     0.9074    -0.4070     0.1046    -0.2341    -0.2830     0.9301    -0.3489    -0.8685    -0.3521
   41.0220  -183.6477  1880.4252     0.9073    -0.4066     0.1072     0.1143     0.4838     0.8677    -0.4047    -0.7750     0.4854
   41.2008  -183.7276  1880.4465     0.9082    -0.4043     0.1086     0.4072     0.9133    -0.0052    -0.0970     0.0490     0.9941
   41.3786  -183.8063  1880.4677     0.9101    -0.4001     0.1080     0.4134     0.8948    -0.1689    -0.0291     0.1984     0.9797
   41.5557  -183.8835  1880.4886     0.9127    -0.3944     0.1071     0.4067     0.9022    -0.1435    -0.0400     0.1745     0.9838
   41.7324  -183.9590  1880.5091     0.9164    -0.3863     0.1046     0.3981     0.8532    -0.3371     0.0410     0.3506     0.9356
   41.9092  -184.0323  1880.5288     0.9215    -0.3753     0.1000     0.3845     0.8455    -0.3704     0.0545     0.3798     0.9235
   42.0863  -184.1029  1880.5474     0.9278    -0.3610     0.0939     0.3701     0.8594    -0.3528     0.0466     0.3621     0.9310
   42.2641  -184.1702  1880.5646     0.9351    -0.3439     0.0858     0.3449     0.8267    -0.4446     0.0820     0.4454     0.8916
   42.4430  -184.2339  1880.5800     0.9431    -0.3239     0.0756     0.3249     0.8490    -0.4167     0.0708     0.4176     0.9059
   42.6231  -184.2932  1880.5932     0.9520    -0.2995     0.0628     0.2937     0.8365    -0.4626     0.0860     0.4588     0.8844
   42.8047  -184.3475  1880.6037     0.9611    -0.2721     0.0476     0.2620     0.8433    -0.4693     0.0876     0.4635     0.8818
   42.9879  -184.3963  1880.6111     0.9699    -0.2416     0.0298     0.2231     0.8333    -0.5058     0.0974     0.4973     0.8621
   43.1727  -184.4389  1880.6148     0.9783    -0.2068     0.0089     0.1831     0.8447    -0.5030     0.0965     0.4937     0.8642
   43.3590  -184.4747  1880.6144     0.9852    -0.1710    -0.0130     0.1386     0.8387    -0.5266     0.1010     0.5170     0.8500
   43.5465  -184.5032  1880.6094     0.9911    -0.1259    -0.0421     0.0827     0.8336    -0.5461     0.1039     0.5378     0.8366
   43.7350  -184.5237  1880.5990     0.9931    -0.0997    -0.0620    -0.1121    -0.6491    -0.7524     0.0348     0.7541    -0.6558
   43.9240  -184.5359  1880.5829     0.9921     0.0041    -0.1252    -0.0662     0.8653    -0.4968     0.1063     0.5012     0.8588
   44.1130  -184.5393  1880.5604     0.9803    -0.1956    -0.0276    -0.1604    -0.8695     0.4671    -0.1154    -0.4535    -0.8838
   44.1845  -185.0016  1880.7952     0.2104    -0.8669     0.4520     0.9765     0.1643    -0.1394     0.0465     0.4707     0.8811
   44.2589  -185.1674  1880.8806     0.4777    -0.7806     0.4029     0.8775     0.4459    -0.1765    -0.0419     0.4379     0.8980
   44.3331  -185.2669  1880.9322     0.6435    -0.6793     0.3528     0.7654     0.5686    -0.3014     0.0042     0.4640     0.8858
   44.4234  -185.3483  1880.9742     0.7197    -0.6184     0.3156    -0.6875    -0.6983     0.1993     0.0971    -0.3605    -0.9277
   44.5284  -185.4440  1881.0223     0.6925    -0.6463     0.3206     0.6575     0.3826    -0.6491     0.2969     0.6603     0.6899
   44.6463  -185.5530  1881.0756     0.6975    -0.6457     0.3109    -0.5055    -0.7508    -0.4252     0.5079     0.1394    -0.8501
   44.7754  -185.6740  1881.1328     0.6919    -0.6549     0.3039    -0.2562    -0.6163    -0.7447     0.6750     0.4374    -0.5942
   44.9136  -185.8059  1881.1927     0.6884    -0.6630     0.2942    -0.2900    -0.6234    -0.7262     0.6648     0.4146    -0.6214
   45.0590  -185.9474  1881.2539     0.6838    -0.6723     0.2836    -0.3293    -0.6311    -0.7023     0.6511     0.3869    -0.6530
   45.2096  -186.0971  1881.3153     0.6788    -0.6823     0.2714    -0.2789    -0.5815    -0.7642     0.6793     0.4431    -0.5850
   45.3635  -186.2537  1881.3755     0.6729    -0.6934     0.2576    -0.3512    -0.6060    -0.7138     0.6510     0.3898    -0.6513
   45.5188  -186.4159  1881.4335     0.6663    -0.7054     0.2419    -0.2891    -0.5434    -0.7881     0.6873     0.4552    -0.5660
   45.6739  -186.5824  1881.4880     0.6592    -0.7178     0.2239    -0.3268    -0.5418    -0.7744     0.6772     0.4373    -0.5918
   45.8273  -186.7520  1881.5382     0.6509    -0.7312     0.2043    -0.3380    -0.5201    -0.7844     0.6798     0.4415    -0.5857
   45.9776  -186.9236  1881.5832     0.6420    -0.7447     0.1825    -0.3152    -0.4733    -0.8226     0.6989     0.4706    -0.5386
   46.1240  -187.0961  1881.6225     0.6328    -0.7577     0.1595    -0.3446    -0.4601    -0.8183     0.6934     0.4628    -0.5523
   46.2657  -187.2686  1881.6557     0.6228    -0.7708     0.1339    -0.3100    -0.4003    -0.8624     0.7183     0.4956    -0.4882
   46.4022  -187.4403  1881.6823     0.6125    -0.7832     0.1071    -0.3516    -0.3912    -0.8505     0.7080     0.4833    -0.5150
   46.5332  -187.6105  1881.7025     0.6021    -0.7945     0.0797    -0.3138    -0.3271    -0.8914     0.7342     0.5117    -0.4462
   46.6589  -187.7787  1881.7163     0.5928    -0.8037     0.0516    -0.2816    -0.2668    -0.9217     0.7545     0.5319    -0.3845
   46.7796  -187.9444  1881.7241     0.5835    -0.8117     0.0246    -0.3429    -0.2737    -0.8986     0.7362     0.5160    -0.4380
   46.8956  -188.1075  1881.7264     0.5765    -0.8171    -0.0016    -0.1520    -0.1054    -0.9828     0.8028     0.5668    -0.1849
   47.0079  -188.2676  1881.7237     0.5714    -0.8202    -0.0256    -0.2606    -0.1518    -0.9534     0.7782     0.5515    -0.3005
   47.1170  -188.4249  1881.7168     0.5688    -0.8212    -0.0458     0.0359     0.0805    -0.9961     0.8217     0.5649     0.0753
