Legend
======
Order:       curve order
Px,Py,Pz:    coordinates of point P on the centerline
Tx,Ty,Tz:    coordinates of the direction of the Tangent vector to point P
Nx,Ny,Nz:    coordinates of the direction of the Normal vector to point P
BNx,BNy,BNz: coordinates of the direction of the Binormal vector to point P
Dfit:        diameter of the best fit circle in point P
Dmin:        diameter of the inscribing circle in point P
Dmax:        diameter of the subscribing circle in point P
C:           curvature in point P
Dh:          hydraulic diameter in point P
Xh:          hydraulic ratio in point P
Scf:         distance of circumference in point P
Area:        sectional area in point P
E:           ellipticity in point P


Order: Cubic

[Main Branch Set] Branch Segment 1:


        Px         Py         Pz         Tx         Ty         Tz         Nx         Ny         Nz        BNx        BNy        BNz
   72.6758  -186.3226  1727.8481    -0.4992    -0.0717     0.8635     0.5560     0.7378     0.3827    -0.6646     0.6712    -0.3284
   72.5673  -186.3366  1728.0390    -0.4869    -0.0552     0.8717     0.5535     0.7526     0.3568    -0.6757     0.6562    -0.3358
   72.4618  -186.3468  1728.2310    -0.4758    -0.0378     0.8788     0.4565     0.8434     0.2834    -0.7518     0.5360    -0.3840
   72.3591  -186.3531  1728.4233    -0.4658    -0.0196     0.8847     0.4697     0.8418     0.2660    -0.7500     0.5394    -0.3829
   72.2593  -186.3553  1728.6154    -0.4567    -0.0007     0.8896     0.3624     0.9131     0.1868    -0.8124     0.4078    -0.4168
   72.1621  -186.3534  1728.8065    -0.4502     0.0187     0.8927     0.2642     0.9578     0.1132    -0.8529     0.2868    -0.4362
   72.0671  -186.3473  1728.9962    -0.4451     0.0387     0.8947     0.2344     0.9693     0.0747    -0.8643     0.2430    -0.4404
   71.9741  -186.3371  1729.1839    -0.4426     0.0587     0.8948     0.0122     0.9982    -0.0594    -0.8967    -0.0154    -0.4425
   71.8824  -186.3229  1729.3690    -0.4436     0.0784     0.8928    -0.1172     0.9825    -0.1445    -0.8885    -0.1687    -0.4267
   71.7914  -186.3049  1729.5512    -0.4469     0.0977     0.8892    -0.2120     0.9541    -0.2113    -0.8691    -0.2830    -0.4057
   71.7007  -186.2833  1729.7300    -0.4535     0.1165     0.8836    -0.4084     0.8540    -0.3222    -0.7922    -0.5070    -0.3397
   71.6095  -186.2583  1729.9051    -0.4635     0.1347     0.8758    -0.4916     0.7832    -0.3806    -0.7372    -0.6070    -0.2968
   71.5172  -186.2302  1730.0762    -0.4771     0.1509     0.8658    -0.6509     0.6012    -0.4635    -0.5905    -0.7847    -0.1886
   71.4230  -186.1995  1730.2431    -0.4938     0.1653     0.8537    -0.6793     0.5396    -0.4974    -0.5428    -0.8256    -0.1542
   71.3264  -186.1665  1730.4057    -0.5130     0.1782     0.8397    -0.7331     0.4179    -0.5366    -0.4465    -0.8908    -0.0838
   71.2268  -186.1316  1730.5638    -0.5354     0.1885     0.8233    -0.7722     0.2857    -0.5676    -0.3422    -0.9396    -0.0074
   71.1235  -186.0953  1730.7174    -0.5601     0.1959     0.8049    -0.7864     0.1799    -0.5910    -0.2605    -0.9640     0.0533
   71.0161  -186.0581  1730.8664    -0.5861     0.2008     0.7849    -0.7801     0.1215    -0.6137    -0.2187    -0.9721     0.0854
   70.9041  -186.0203  1731.0110    -0.6135     0.2034     0.7631    -0.7755     0.0275    -0.6308    -0.1492    -0.9787     0.1409
   70.7871  -185.9824  1731.1512    -0.6409     0.2023     0.7405    -0.7651    -0.0899    -0.6377    -0.0625    -0.9752     0.2124
   70.6650  -185.9450  1731.2872    -0.6681     0.1983     0.7171    -0.7432    -0.1316    -0.6560    -0.0357    -0.9713     0.2353
   70.5374  -185.9084  1731.4192    -0.6946     0.1923     0.6932    -0.7193    -0.2012    -0.6649     0.0116    -0.9605     0.2781
   70.4044  -185.8730  1731.5474    -0.7194     0.1835     0.6699    -0.6899    -0.3010    -0.6584     0.0808    -0.9358     0.3431
   70.2660  -185.8393  1731.6720    -0.7427     0.1726     0.6470    -0.6624    -0.3310    -0.6721     0.0981    -0.9277     0.3602
   70.1222  -185.8075  1731.7934    -0.7637     0.1602     0.6254    -0.6233    -0.4352    -0.6497     0.1681    -0.8860     0.4322
   69.9733  -185.7780  1731.9119    -0.7823     0.1462     0.6055    -0.5914    -0.4796    -0.6483     0.1956    -0.8652     0.4616
   69.8196  -185.7510  1732.0278    -0.7987     0.1315     0.5873    -0.5516    -0.5501    -0.6270     0.2406    -0.8247     0.5119
   69.6615  -185.7267  1732.1414    -0.8125     0.1163     0.5712    -0.5088    -0.6197    -0.5976     0.2845    -0.7762     0.5627
   69.4993  -185.7052  1732.2532    -0.8242     0.1006     0.5574    -0.4616    -0.6894    -0.5582     0.3281    -0.7173     0.6146
   69.3336  -185.6867  1732.3634    -0.8335     0.0846     0.5460    -0.3935    -0.7846    -0.4791     0.3878    -0.6142     0.6873
   69.1649  -185.6712  1732.4725    -0.8406     0.0695     0.5372    -0.3561    -0.8182    -0.4514     0.4081    -0.5707     0.7125
   68.9938  -185.6586  1732.5808    -0.8457     0.0544     0.5310    -0.2291    -0.9355    -0.2689     0.4821    -0.3490     0.8036
   68.8209  -185.6490  1732.6887    -0.8490     0.0403     0.5269    -0.2109    -0.9401    -0.2679     0.4845    -0.3386     0.8066
   68.6468  -185.6421  1732.7964    -0.8505     0.0266     0.5253    -0.0169    -0.9996     0.0233     0.5257     0.0109     0.8506
   68.4721  -185.6380  1732.9044    -0.8501     0.0141     0.5264     0.0911    -0.9806     0.1734     0.5186     0.1954     0.8324
   68.2974  -185.6362  1733.0129    -0.8486     0.0032     0.5290     0.1757    -0.9415     0.2875     0.4990     0.3369     0.7984
   68.1231  -185.6367  1733.1222    -0.8455    -0.0079     0.5339     0.3087    -0.8231     0.4766     0.4357     0.5678     0.6984
   67.9500  -185.6393  1733.2325    -0.8408    -0.0167     0.5410     0.4489    -0.5799     0.6798     0.3024     0.8145     0.4951
   67.7783  -185.6435  1733.3442    -0.8351    -0.0247     0.5495     0.4375    -0.6354     0.6363     0.3335     0.7718     0.5414
   67.6086  -185.6493  1733.4573    -0.8283    -0.0315     0.5595     0.5365    -0.3326     0.7756     0.1617     0.9425     0.2924
   67.4411  -185.6562  1733.5721    -0.8203    -0.0366     0.5707     0.5422    -0.3668     0.7559     0.1817     0.9296     0.3208
   67.2761  -185.6641  1733.6887    -0.8116    -0.0412     0.5828     0.5768    -0.2152     0.7880     0.0930     0.9757     0.1984
   67.1139  -185.6727  1733.8072    -0.8016    -0.0443     0.5963     0.5950    -0.1570     0.7882     0.0587     0.9866     0.1522
   66.9547  -185.6818  1733.9278    -0.7911    -0.0465     0.6100     0.6113    -0.0966     0.7855     0.0224     0.9942     0.1048
   66.7985  -185.6912  1734.0504    -0.7802    -0.0480     0.6237     0.6255    -0.0719     0.7769     0.0076     0.9963     0.0861
   66.6453  -185.7008  1734.1752    -0.7686    -0.0489     0.6379     0.6394    -0.0276     0.7683    -0.0200     0.9984     0.0525
   66.4952  -185.7105  1734.3021    -0.7568    -0.0498     0.6518     0.6537    -0.0678     0.7537     0.0067     0.9965     0.0839
   66.3480  -185.7203  1734.4312    -0.7451    -0.0498     0.6651     0.6610     0.0773     0.7464    -0.0885     0.9958    -0.0247
   66.2037  -185.7300  1734.5623    -0.7330    -0.0502     0.6784     0.6790    -0.1145     0.7252     0.0413     0.9921     0.1181
   66.0622  -185.7399  1734.6956    -0.7213    -0.0511     0.6908     0.6901     0.0325     0.7230    -0.0593     0.9982     0.0118
   65.9232  -185.7499  1734.8308    -0.7103    -0.0526     0.7020     0.6944    -0.2157     0.6865     0.1153     0.9750     0.1897
   65.7866  -185.7604  1734.9680    -0.6989    -0.0554     0.7131     0.7136    -0.1217     0.6899     0.0486     0.9910     0.1246
   65.6523  -185.7714  1735.1071    -0.6882    -0.0587     0.7231     0.6987    -0.3221     0.6388     0.1954     0.9449     0.2627
   65.5200  -185.7833  1735.2480    -0.6782    -0.0647     0.7320     0.6605    -0.4904     0.5686     0.3222     0.8691     0.3753
   65.3897  -185.7965  1735.3905    -0.6683    -0.0715     0.7405     0.6894    -0.4336     0.5803     0.2796     0.8983     0.3391
   65.2612  -185.8111  1735.5347    -0.6585    -0.0800     0.7483     0.5940    -0.6658     0.4516     0.4620     0.7419     0.4860
   65.1345  -185.8277  1735.6804    -0.6491    -0.0914     0.7552     0.5564    -0.7340     0.3894     0.5187     0.6729     0.5274
   65.0095  -185.8467  1735.8275    -0.6395    -0.1050     0.7616     0.5276    -0.7805     0.3354     0.5592     0.6163     0.5545
   64.8301  -185.8800  1736.0452    -0.6231    -0.1306     0.7712     0.5051    -0.8200     0.2692     0.5972     0.5573     0.5769

[Main Branch Set] Branch Segment 2:


        Px         Py         Pz         Tx         Ty         Tz         Nx         Ny         Nz        BNx        BNy        BNz
   64.8301  -185.8800  1736.0452    -0.6282    -0.1207     0.7686     0.4452    -0.8660     0.2279     0.6381     0.4854     0.5977
   64.7648  -185.8934  1736.1258    -0.6205    -0.1353     0.7724     0.4617    -0.8592     0.2204     0.6339     0.4934     0.5956
   64.6453  -185.9220  1736.2767    -0.6080    -0.1576     0.7781     0.4938    -0.8426     0.2151     0.6217     0.5150     0.5901
   64.5279  -185.9547  1736.4288    -0.5967    -0.1784     0.7824     0.4506    -0.8812     0.1427     0.6640     0.4377     0.6062
   64.4127  -185.9918  1736.5819    -0.5832    -0.2023     0.7868     0.5160    -0.8403     0.1664     0.6274     0.5030     0.5944
   64.3002  -186.0338  1736.7361    -0.5683    -0.2273     0.7908     0.4948    -0.8623     0.1078     0.6574     0.4525     0.6025
   64.1905  -186.0808  1736.8912    -0.5519    -0.2537     0.7944     0.5478    -0.8286     0.1159     0.6288     0.4991     0.5963
   64.0841  -186.1333  1737.0473    -0.5335    -0.2815     0.7976     0.5520    -0.8304     0.0762     0.6408     0.4809     0.5984
   63.9812  -186.1913  1737.2043    -0.5131    -0.3091     0.8008     0.6272    -0.7719     0.1039     0.5860     0.5556     0.5899
   63.8824  -186.2550  1737.3623    -0.4904    -0.3378     0.8033     0.6072    -0.7937     0.0369     0.6251     0.5059     0.5944
   63.7879  -186.3245  1737.5211    -0.4661    -0.3659     0.8055     0.6967    -0.7130     0.0793     0.5453     0.5982     0.5872
   63.6982  -186.3997  1737.6809    -0.4396    -0.3934     0.8075     0.6880    -0.7254     0.0211     0.5774     0.5648     0.5895
   63.6136  -186.4806  1737.8415    -0.4111    -0.4204     0.8089     0.7612    -0.6466     0.0508     0.5016     0.6366     0.5858
   63.5346  -186.5670  1738.0031    -0.3808    -0.4451     0.8105     0.7869    -0.6162     0.0313     0.4855     0.6497     0.5849
   63.4614  -186.6585  1738.1656    -0.3496    -0.4681     0.8116     0.8213    -0.5699     0.0250     0.4508     0.6753     0.5837
   63.3943  -186.7549  1738.3291    -0.3170    -0.4890     0.8127     0.8609    -0.5078     0.0303     0.3979     0.7092     0.5820
   63.3335  -186.8557  1738.4936    -0.2840    -0.5073     0.8137     0.8877    -0.4599     0.0231     0.3624     0.7288     0.5809
   63.2792  -186.9604  1738.6590    -0.2506    -0.5229     0.8147     0.9214    -0.3870     0.0351     0.2969     0.7595     0.5788
   63.2314  -187.0685  1738.8255    -0.2176    -0.5354     0.8161     0.9472    -0.3177     0.0442     0.2357     0.7826     0.5762
   63.1901  -187.1794  1738.9931    -0.1850    -0.5453     0.8176     0.9642    -0.2616     0.0437     0.1901     0.7964     0.5741
   63.1553  -187.2924  1739.1616    -0.1535    -0.5518     0.8197     0.9861    -0.1393     0.0908     0.0641     0.8222     0.5655
   63.1267  -187.4068  1739.3313    -0.1236    -0.5549     0.8227     0.9923    -0.0624     0.1069    -0.0080     0.8296     0.5584
   63.1041  -187.5219  1739.5021    -0.0947    -0.5557     0.8260     0.9929     0.0070     0.1186    -0.0717     0.8313     0.5511
   63.0872  -187.6370  1739.6739    -0.0690    -0.5529     0.8304     0.9465     0.2266     0.2296    -0.3151     0.8019     0.5077
   63.0753  -187.7512  1739.8469    -0.0454    -0.5470     0.8359     0.9482     0.2399     0.2084    -0.3145     0.8020     0.5078
   63.0682  -187.8639  1740.0209    -0.0241    -0.5389     0.8420     0.8310     0.4574     0.3166    -0.5558     0.7073     0.4368
   63.0650  -187.9744  1740.1961    -0.0071    -0.5273     0.8497     0.7095     0.5961     0.3759    -0.7047     0.6055     0.3698
   63.0651  -188.0818  1740.3723     0.0077    -0.5135     0.8580     0.6441     0.6589     0.3886    -0.7649     0.5496     0.3359
   63.0679  -188.1857  1740.5495     0.0185    -0.4972     0.8674     0.3473     0.8168     0.4608    -0.9376     0.2927     0.1878
   63.0724  -188.2853  1740.7277     0.0251    -0.4781     0.8780     0.2266     0.8581     0.4608    -0.9737     0.1873     0.1298
   63.0779  -188.3801  1740.9068     0.0286    -0.4567     0.8892     0.0682     0.8884     0.4541    -0.9973     0.0476     0.0565
   63.0836  -188.4696  1741.0868     0.0270    -0.4332     0.9009    -0.1820     0.8840     0.4305    -0.9829    -0.1756    -0.0550
   63.0884  -188.5534  1741.2675     0.0208    -0.4074     0.9130    -0.2379     0.8850     0.4003    -0.9711    -0.2255    -0.0785
   63.0916  -188.6311  1741.4490     0.0107    -0.3793     0.9252    -0.3806     0.8541     0.3545    -0.9247    -0.3560    -0.1352
   63.0923  -188.7024  1741.6311    -0.0042    -0.3495     0.9369    -0.4587     0.8332     0.3088    -0.8886    -0.4285    -0.1638
   63.0897  -188.7671  1741.8137    -0.0234    -0.3180     0.9478    -0.5360     0.8042     0.2566    -0.8439    -0.5020    -0.1893
   63.0830  -188.8250  1741.9966    -0.0472    -0.2847     0.9574    -0.5903     0.7812     0.2032    -0.8058    -0.5556    -0.2049
   63.0714  -188.8760  1742.1798    -0.0754    -0.2507     0.9651    -0.6618     0.7365     0.1396    -0.7459    -0.6282    -0.2214
   63.0542  -188.9202  1742.3630    -0.1068    -0.2161     0.9705    -0.6757     0.7318     0.0886    -0.7294    -0.6463    -0.2242
   63.0309  -188.9576  1742.5461    -0.1412    -0.1810     0.9733    -0.7196     0.6939     0.0247    -0.6799    -0.6969    -0.2283
   63.0009  -188.9883  1742.7289    -0.1787    -0.1458     0.9730    -0.7362     0.6760    -0.0339    -0.6528    -0.7224    -0.2281
   62.9637  -189.0124  1742.9112    -0.2181    -0.1115     0.9696    -0.7663     0.6348    -0.0994    -0.6044    -0.7646    -0.2238
   62.9190  -189.0302  1743.0927    -0.2579    -0.0780     0.9630    -0.7541     0.6394    -0.1502    -0.6040    -0.7649    -0.2238
   62.8666  -189.0418  1743.2733    -0.2985    -0.0455     0.9533    -0.7780     0.5902    -0.2154    -0.5529    -0.8059    -0.2116
   62.8062  -189.0475  1743.4526    -0.3395    -0.0151     0.9405    -0.7788     0.5652    -0.2721    -0.5275    -0.8248    -0.2036
   62.7377  -189.0476  1743.6304    -0.3791     0.0138     0.9253    -0.7648     0.5583    -0.3216    -0.5210    -0.8295    -0.2011
   62.6612  -189.0423  1743.8065    -0.4172     0.0411     0.9079    -0.7592     0.5333    -0.3730    -0.4995    -0.8449    -0.1913
   62.5768  -189.0319  1743.9805    -0.4541     0.0657     0.8885    -0.7649     0.4826    -0.4266    -0.4569    -0.8733    -0.1689
   62.4846  -189.0168  1744.1521    -0.4892     0.0890     0.8676    -0.7283     0.5056    -0.4625    -0.4798    -0.8581    -0.1826
   62.3849  -188.9970  1744.3210    -0.5216     0.1115     0.8459    -0.7093     0.4945    -0.5025    -0.4743    -0.8620    -0.1788
   62.2781  -188.9728  1744.4870    -0.5526     0.1314     0.8230    -0.7188     0.4248    -0.5504    -0.4220    -0.8957    -0.1403
   62.1644  -188.9446  1744.6495    -0.5817     0.1501     0.7994    -0.6696     0.4696    -0.5754    -0.4618    -0.8700    -0.1726
   62.0443  -188.9124  1744.8085    -0.6081     0.1689     0.7757    -0.6441     0.4662    -0.6065    -0.4641    -0.8684    -0.1747
   61.9183  -188.8763  1744.9634    -0.6335     0.1864     0.7509    -0.6413     0.4165    -0.6444    -0.4329    -0.8898    -0.1443
   61.7868  -188.8366  1745.1139    -0.6565     0.2036     0.7264    -0.5717     0.4939    -0.6551    -0.4921    -0.8454    -0.2078
   61.6504  -188.7932  1745.2599    -0.6778     0.2205     0.7014    -0.5810     0.4242    -0.6947    -0.4507    -0.8783    -0.1594
   61.5096  -188.7464  1745.4008    -0.6980     0.2372     0.6757    -0.5176     0.4849    -0.7050    -0.4949    -0.8418    -0.2156
   61.3648  -188.6960  1745.5365    -0.7161     0.2551     0.6498    -0.4793     0.4970    -0.7234    -0.5074    -0.8294    -0.2336
   61.2167  -188.6421  1745.6666    -0.7332     0.2722     0.6232    -0.4729     0.4544    -0.7549    -0.4886    -0.8482    -0.2045
   61.0655  -188.5848  1745.7909    -0.7491     0.2903     0.5955    -0.3916     0.5310    -0.7515    -0.5344    -0.7961    -0.2840
   60.9119  -188.5239  1745.9090    -0.7632     0.3089     0.5675    -0.3856     0.4870    -0.7837    -0.5184    -0.8170    -0.2525
   60.7562  -188.4596  1746.0209    -0.7763     0.3274     0.5387    -0.3279     0.5201    -0.7887    -0.5384    -0.7889    -0.2964
   60.5987  -188.3917  1746.1263    -0.7882     0.3472     0.5082    -0.2936     0.5135    -0.8063    -0.5409    -0.7847    -0.3028
   60.4399  -188.3203  1746.2249    -0.7987     0.3662     0.4774    -0.2661     0.4965    -0.8262    -0.5396    -0.7870    -0.2991
   60.2799  -188.2455  1746.3168    -0.8083     0.3854     0.4451    -0.2276     0.4928    -0.8399    -0.5430    -0.7802    -0.3106
   60.1189  -188.1672  1746.4017    -0.8163     0.4048     0.4120    -0.1827     0.4957    -0.8490    -0.5479    -0.7684    -0.3308
   59.9572  -188.0855  1746.4797    -0.8230     0.4235     0.3785    -0.1598     0.4668    -0.8698    -0.5451    -0.7764    -0.3165
   59.7949  -188.0005  1746.5507    -0.8286     0.4413     0.3444    -0.1283     0.4491    -0.8842    -0.5449    -0.7769    -0.3155
   59.6321  -187.9124  1746.6148    -0.8333     0.4580     0.3095    -0.1137     0.4060    -0.9068    -0.5409    -0.7908    -0.2863
   59.4687  -187.8213  1746.6719    -0.8370     0.4731     0.2748    -0.0802     0.3907    -0.9170    -0.5412    -0.7896    -0.2891
   59.3048  -187.7275  1746.7223    -0.8400     0.4863     0.2406    -0.0813     0.3256    -0.9420    -0.5364    -0.8109    -0.2339
   59.1403  -187.6313  1746.7660    -0.8425     0.4974     0.2068    -0.0577     0.2984    -0.9527    -0.5356    -0.8146    -0.2227
   58.9752  -187.5330  1746.8033    -0.8444     0.5066     0.1743    -0.0539     0.2435    -0.9684    -0.5330    -0.8271    -0.1783
   58.8093  -187.4329  1746.8344    -0.8464     0.5129     0.1430    -0.0768     0.1481    -0.9860    -0.5269    -0.8455    -0.0860
   58.6425  -187.3315  1746.8596    -0.8482     0.5173     0.1134    -0.0433     0.1456    -0.9884    -0.5278    -0.8433    -0.1011
   58.4748  -187.2291  1746.8792    -0.8506     0.5189     0.0854    -0.1255    -0.0426    -0.9912    -0.5107    -0.8538     0.1013
   58.3059  -187.1264  1746.8935    -0.8537     0.5174     0.0593    -0.1114    -0.0701    -0.9913    -0.5087    -0.8529     0.1175
   58.1357  -187.0237  1746.9029    -0.8569     0.5143     0.0356    -0.1560    -0.1930    -0.9687    -0.4913    -0.8356     0.2456
   57.9642  -186.9216  1746.9078    -0.8613     0.5079     0.0138    -0.2256    -0.3580    -0.9061    -0.4552    -0.7835     0.4229
   57.7911  -186.8207  1746.9086    -0.8665     0.4991    -0.0052    -0.2598    -0.4598    -0.8492    -0.4262    -0.7345     0.5281
   57.6164  -186.7214  1746.9059    -0.8722     0.4887    -0.0214    -0.3032    -0.5744    -0.7603    -0.3839    -0.6567     0.6492
   57.4400  -186.6242  1746.9001    -0.8789     0.4756    -0.0359    -0.3452    -0.6863    -0.6402    -0.3291    -0.5503     0.7674
   57.2618  -186.5297  1746.8916    -0.8864     0.4604    -0.0477    -0.3802    -0.7829    -0.4925    -0.2641    -0.4184     0.8690
   57.0818  -186.4383  1746.8810    -0.8945     0.4434    -0.0570    -0.3862    -0.8308    -0.4008    -0.2251    -0.3365     0.9144
   56.9000  -186.3505  1746.8687    -0.9031     0.4246    -0.0639    -0.4010    -0.8871    -0.2285    -0.1537    -0.1807     0.9714
   56.7164  -186.2666  1746.8553    -0.9120     0.4044    -0.0684    -0.3889    -0.9056    -0.1691    -0.1303    -0.1276     0.9832
   56.5310  -186.1870  1746.8412    -0.9213     0.3825    -0.0704    -0.3836    -0.9235     0.0016    -0.0644     0.0285     0.9975
   56.3440  -186.1120  1746.8270    -0.9303     0.3600    -0.0702    -0.3616    -0.9323     0.0117    -0.0612     0.0363     0.9975
   56.1553  -186.0417  1746.8130    -0.9393     0.3362    -0.0678    -0.3429    -0.9241     0.1687    -0.0059     0.1817     0.9833
   55.9651  -185.9764  1746.7998    -0.9480     0.3119    -0.0631    -0.3182    -0.9292     0.1878    -0.0001     0.1982     0.9802
   55.7736  -185.9161  1746.7877    -0.9561     0.2876    -0.0566    -0.2910    -0.9085     0.2999     0.0348     0.3032     0.9523
   55.5808  -185.8608  1746.7772    -0.9636     0.2631    -0.0476    -0.2620    -0.8939     0.3638     0.0531     0.3630     0.9303
   55.3870  -185.8105  1746.7687    -0.9703     0.2391    -0.0370    -0.2323    -0.8779     0.4187     0.0676     0.4149     0.9074
   55.1923  -185.7650  1746.7625    -0.9761     0.2159    -0.0245    -0.1984    -0.8399     0.5052     0.0885     0.4980     0.8627
   54.9970  -185.7242  1746.7590    -0.9811     0.1931    -0.0105    -0.1696    -0.8335     0.5259     0.0928     0.5177     0.8505
   54.8010  -185.6879  1746.7584    -0.9852     0.1715     0.0047    -0.1325    -0.7782     0.6139     0.1090     0.6042     0.7894
   54.6048  -185.6558  1746.7610    -0.9882     0.1515     0.0217    -0.0983    -0.7374     0.6683     0.1172     0.6583     0.7436
   54.4083  -185.6276  1746.7671    -0.9903     0.1329     0.0397    -0.0637    -0.6898     0.7212     0.1233     0.7117     0.6916
   54.2119  -185.6029  1746.7768    -0.9915     0.1167     0.0584    -0.0271    -0.6216     0.7829     0.1276     0.7746     0.6195
   54.0156  -185.5813  1746.7903    -0.9917     0.1016     0.0783     0.0045    -0.5824     0.8129     0.1282     0.8065     0.5771
   53.8196  -185.5626  1746.8078    -0.9912     0.0879     0.0986     0.0372    -0.5308     0.8467     0.1268     0.8429     0.5229
   53.6241  -185.5464  1746.8293    -0.9899     0.0766     0.1195     0.0768    -0.4195     0.9045     0.1195     0.9045     0.4094
   53.4292  -185.5323  1746.8550    -0.9878     0.0664     0.1412     0.0993    -0.4307     0.8970     0.1204     0.9000     0.4189
   53.2350  -185.5201  1746.8849    -0.9850     0.0582     0.1625     0.1410    -0.2718     0.9520     0.0996     0.9606     0.2595
   53.0416  -185.5093  1746.9190    -0.9815     0.0513     0.1845     0.1586    -0.3222     0.9333     0.1073     0.9453     0.3081
   52.8491  -185.4999  1746.9574    -0.9775     0.0448     0.2059     0.1896    -0.2395     0.9522     0.0920     0.9699     0.2256
   52.6576  -185.4916  1746.9999    -0.9730     0.0397     0.2276     0.2140    -0.2165     0.9526     0.0870     0.9755     0.2021
   52.4672  -185.4843  1747.0467    -0.9679     0.0349     0.2489     0.2365    -0.2080     0.9491     0.0849     0.9775     0.1930
   52.2779  -185.4779  1747.0975    -0.9625     0.0302     0.2697     0.2571    -0.2171     0.9417     0.0870     0.9757     0.2012
   52.0897  -185.4725  1747.1525    -0.9565     0.0247     0.2906     0.2730    -0.2749     0.9219     0.1027     0.9611     0.2562
   51.9028  -185.4682  1747.2114    -0.9504     0.0193     0.3105     0.2975    -0.2351     0.9253     0.0908     0.9718     0.2177
   51.7172  -185.4650  1747.2742    -0.9438     0.0131     0.3303     0.3072    -0.3345     0.8909     0.1221     0.9423     0.3117
   51.5329  -185.4632  1747.3408    -0.9370     0.0051     0.3493     0.3182    -0.4001     0.8595     0.1441     0.9165     0.3733
   51.3501  -185.4631  1747.4110    -0.9300    -0.0043     0.3676     0.3280    -0.4613     0.8244     0.1660     0.8873     0.4304
   51.1686  -185.4650  1747.4848    -0.9224    -0.0156     0.3859     0.3360    -0.5250     0.7820     0.1904     0.8510     0.4895
   50.9887  -185.4693  1747.5621    -0.9148    -0.0285     0.4030     0.3343    -0.6134     0.7155     0.2268     0.7892     0.5707
   50.8103  -185.4763  1747.6426    -0.9068    -0.0436     0.4194     0.3421    -0.6574     0.6714     0.2464     0.7522     0.6111
   50.6336  -185.4866  1747.7263    -0.8983    -0.0621     0.4350     0.3157    -0.7797     0.5407     0.3056     0.6230     0.7200
   50.4585  -185.5007  1747.8129    -0.8895    -0.0818     0.4496     0.3593    -0.7331     0.5775     0.2824     0.6752     0.6815
