Centerline IDX,Area,Filter radius
0,2.3258018908727536,3
1,1.4149694205098058,3
2,1.5173040238532849,3
3,1.591302274519876,3
4,2.4381130390493126,3
5,2.954652350313154,3
6,3.229429980653549,3
7,3.4059656378040017,3
8,3.4777380446512325,3
9,3.419561094000528,3
10,3.134622372218473,3
11,2.7128602514903832,3
12,2.330495818440795,3
13,2.071862856266307,3
14,1.8723835537657578,3
15,1.7036086550469918,3
16,1.5526816437168236,3
17,1.4168102148005346,3
18,1.300624683280148,3
19,1.2087898880809007,3
20,1.1465855956166706,3
21,1.1165545079975345,3
22,1.1035431261543636,3
23,1.1210366301984322,3
24,1.13207295034681,3
25,1.1915449435673509,3
26,1.2785260206983367,3
27,1.3927960728969992,3
28,1.5157080815388326,3
29,1.678393910486193,3
30,1.868469638488932,3
31,2.083055319876621,3
32,2.321347707777022,3
33,2.637187982434625,3
34,2.8716541448438875,3
35,3.1202627453185414,3
36,3.4267126535314674,3
37,4.292632011794012,3
38,3.2530494903448925,3
39,4.998427650590202,3
40,5.400131529862847,3
41,5.621161312520599,3
42,5.784801296630576,3
43,5.932052332054809,3
44,5.951893617085261,3
45,6.044333570156596,3
46,6.090556279703378,3
47,5.839649172085956,3
48,5.212985787627076,3
49,4.601915553207618,3
50,4.211752284554677,3
51,3.9628148969623,3
52,3.7903163991368274,3
53,3.6559056540281745,3
54,3.55117024510173,3
55,3.5234373646062522,3
56,4.354700907093502,3
57,4.4999359704024755,3
58,4.0998084532866415,3
59,3.8463662763670072,3
60,3.5380808256386445,3
61,3.146908205255386,3
62,2.7156256440343896,3
63,2.207325333159588,3
64,1.0432752964811698,3
65,3.160785558522548,3
66,3.08191011352892,3
67,2.940032875187171,3
68,2.751077053371773,3
69,2.529638452420386,3
70,2.3422730188799505,3
71,2.207767939033147,3
72,2.104467371107603,3
73,2.0313461662890404,3
74,1.9858189987089645,3
75,1.951499431911543,3
76,1.905652559712962,3
77,1.8415361267775552,3
78,1.827375404308441,3
79,1.7324660596364083,3
80,1.6567124954995052,3
81,1.5722841056917787,3
82,1.4820136185385309,3
83,1.398009362184439,3
84,1.3098329113627187,3
85,1.2178536532533144,3
86,1.1227193608197013,3
87,1.026526999006819,3
88,0.9337387605146432,3
89,0.8458783988730829,3
90,0.7638557480231611,3
91,0.6953377666059168,3
92,0.636674411155127,3
93,0.5897503391988721,3
94,0.5735254115797943,3
95,0.5649191971415348,3
96,0.5653183620656819,3
97,0.5724345643789093,3
98,0.5824383634640071,3
99,0.5969884176620326,3
100,0.6132602889865666,3
101,0.633059360408879,3
102,0.6499701134289353,3
103,0.66801590210207,3
104,0.6807186685382476,3
105,0.6875073287396845,3
106,0.6868027860200527,3
107,0.675817527205254,3
108,0.6553716258354143,3
109,0.6246394352779134,3
110,0.6375165194581314,3
111,0.5244473147035933,3
112,0.45983957581211143,3
113,0.38053925782242004,3
114,0.29048103491913935,3
115,0.19593761296300727,3
116,0.09896098628496475,3
117,0.007954671785228129,3
118,0.09115107346633522,3
119,0.21201454603897218,3
120,0.25995827769065727,3
121,0.31056116995250704,3
122,0.3458393320443065,3
123,0.37132605197075463,3
124,0.3825108069149792,3
125,0.37775317532214103,3
126,0.35467162275608644,3
127,0.31603514777407327,3
128,0.26823119955224684,3
129,0.20279819055167536,3
130,0.12736533689712815,3
131,0.044947846814466175,3
132,0.04343579473652426,3
133,0.13757014257953415,3
134,0.23745749482486644,3
135,0.33544343414996547,3
136,0.4320898932046475,3
137,0.531987014556762,3
138,0.6271580015168183,3
139,0.7192840119923858,3
140,0.8150254860083805,3
141,0.9035615782804598,3
142,0.9818999123262984,3
143,1.0492659138367344,3
144,1.116904522914865,3
145,1.1795230703633024,3
146,1.2413747800442252,3
147,1.3013737270716774,3
148,1.3498797875063246,3
149,1.373588869602827,3
150,1.374700702509017,3
151,1.361430420688066,3
152,1.3283771031051401,3
153,1.2764021580492226,3
154,1.2022956618625358,3
155,1.098507507091199,3
156,0.9715023272797225,3
157,0.8106495078723128,3
158,0.6166143500358885,3
159,0.37573831539157254,3
160,0.0885324907235372,3
161,0.24062994714040542,3
162,0.6184842349566679,3
163,1.026466995784176,3
164,1.5074060074607587,3
165,7.149570383382525,3
166,7.028339744335881,3
167,6.592417247851699,3
168,5.281057341933774,3
169,3.7369627085208776,3
170,3.3016219661085415,3
171,3.100780885185486,3
172,2.720073473242337,3
173,2.5143365130761595,3
174,1.9634692752288174,3
175,1.943531939939021,3
176,1.730730449645307,3
177,1.6525208314233168,3
178,1.6500853709030707,3
179,1.4513897689748774,3
180,1.311108539873203,3
181,1.1667772443352078,3
182,1.0164252240383576,3
183,0.8617235948076996,3
184,0.7053032145686302,3
185,0.5431485645385692,3
186,0.3807778190985118,3
187,0.22013916165633418,3
188,0.06424442527259089,3
189,0.08045609534110554,3
190,0.20779978429618495,3
191,0.311165745368271,3
192,0.38284203771581815,3
193,0.4214811278898196,3
194,0.4278800676429455,3
195,0.3941522375171189,3
196,0.3241132110106264,3
197,0.22878972737908043,3
198,0.11892281821383222,3
199,0.011762966471906111,3
200,0.08716898897819192,3
201,0.17358866476479307,3
202,0.25321307442754915,3
203,0.3246630464855116,3
204,0.3922205013996063,3
205,0.44120399706571334,3
206,0.48258131355032674,3
207,0.5297552412885125,3
208,0.5909946448891787,3
209,0.6623594472603145,3
210,0.7225268619285998,3
211,0.7626927884757606,3
212,0.7835528094146866,3
213,0.7925579230150106,3
214,0.7826187994696738,3
215,0.7539593350184077,3
216,0.7131545664815349,3
217,0.653705051155157,3
218,0.5831205948961724,3
219,0.5029665704123545,3
220,0.41740180928445625,3
221,0.3317944736490972,3
222,0.24786545242386637,3
223,0.1684775428248031,3
224,0.09834124625740515,3
225,0.037513907379434386,3
226,0.018329268761590356,3
227,0.0623566117574228,3
228,0.0996359647006102,3
229,0.12769851835764712,3
230,0.1495869138798298,3
231,0.16671567027970013,3
232,0.18168689155390894,3
233,0.1944618484194507,3
234,0.20710380059790623,3
235,0.2220984185287307,3
236,0.23786910335275024,3
237,0.2598169816483278,3
238,0.28323167180860764,3
239,0.31045938528404804,3
240,0.3426862513333617,3
241,0.37973716800024704,3
242,0.4193143218208206,3
243,0.46225272337687784,3
244,0.5035207663540859,3
245,0.544482814483672,3
246,0.578815358088832,3
247,0.6140757088187456,3
248,0.6477198407637843,3
249,0.6770749141869601,3
250,0.7008170839208105,3
251,0.7142475012806244,3
252,0.7267108728137828,3
253,0.7473835448618047,3
254,0.7528022130400132,3
255,0.7641330562782969,3
256,0.7641120002708703,3
257,0.7490951631434655,3
258,0.7170764548036459,3
259,0.673987756286806,3
260,0.6377313531083928,3
261,0.6062784106625259,3
262,0.5758640641815873,3
263,0.5547221213937519,3
264,0.5270513348050372,3
265,0.5070652352242178,3
266,0.4919946773788979,3
267,0.4873334889243779,3
268,0.4852780374994836,3
269,0.5133819464072076,3
270,0.4793236940740826,3
271,0.4848211849994186,3
272,0.492637312968327,3
273,0.5085100159585636,3
274,0.5258158005999576,3
275,0.5502324901499378,3
276,0.5784213486203953,3
277,0.6134289472784076,3
278,0.6675768230452377,3
279,0.7239840280335557,3
280,0.8153244661580175,3
281,0.8493350946428109,3
282,0.9098379381202903,3
283,0.9950060441478854,3
284,1.0909664925875404,3
285,1.1850093624534566,3
286,1.287612038554471,3
287,1.4135239375600577,3
288,1.5550979328863832,3
289,1.703713305162637,3
290,1.845190241311684,3
291,1.980314629527129,3
292,2.1011818931692687,3
293,2.2200155173895837,3
294,2.3631048836796253,3
295,2.5144218327868657,3
296,2.666929284413527,3
297,2.8264685900339828,3
298,2.942136735940039,3
299,2.9940446044574855,3
300,2.94640417818664,3
301,2.9690826265059513,3
302,2.8965560004799045,3
303,2.790037616340669,3
304,2.723017703828191,3
305,2.5932717669820704,3
306,2.4796875402616934,3
307,2.353859065024153,3
308,2.23989957608228,3
309,2.1057486973131745,3
310,1.9782262253474983,3
311,1.8172226822107405,3
312,1.7445544795255046,3
313,1.5001188034730149,3
314,1.4431269075566888,3
315,1.4244846612000401,3
316,1.4059624408819218,3
317,1.3861104357629301,3
