Centerline IDX,Volume,Distance,Filter radius
374,25.607420083103953,15,3
375,25.947330501689407,15,3
376,25.198299656752024,15,3
377,24.56475500501005,15,3
378,24.249975622201188,15,3
379,23.598877025268784,15,3
380,22.969040797688706,15,3
381,22.575543850162006,15,3
382,22.047920116970012,15,3
383,21.56333445908757,15,3
384,20.88816767994034,15,3
385,21.106277979423616,15,3
386,20.106589537406293,15,3
387,20.448867539561416,15,3
388,20.086435251798207,15,3
389,20.507802550037955,15,3
390,19.700527881179852,15,3
391,20.00265848509971,15,3
392,19.815486600817778,15,3
393,19.818271463332305,15,3
394,19.74578176339047,15,3
395,20.15412764176071,15,3
396,19.759944473512732,15,3
397,21.0277323583116,15,3
398,18.944201071420636,15,3
399,21.108321639484434,15,3
400,19.230187059472794,15,3
401,20.696780472115435,15,3
402,20.538444075461776,15,3
403,21.03153212806481,15,3
404,20.74277965950939,15,3
405,21.603473257211906,15,3
406,21.19867195613149,15,3
407,21.9938855434547,15,3
408,22.069130357399835,15,3
409,22.584276535753578,15,3
410,22.64831127092912,15,3
411,23.088498686970922,15,3
412,24.410445085394404,15,3
413,24.18349956540077,15,3
414,24.989290222238722,15,3
415,25.545787567820152,15,3
416,25.765909031503135,15,3
417,26.787031628532333,15,3
418,27.744466441617764,15,3
419,27.584163921102434,15,3
420,28.496216529486368,15,3
421,28.67979124957875,15,3
422,29.49881062940821,15,3
423,29.986361784552525,15,3
424,30.366617061789434,15,3
425,30.611405552591883,15,3
426,30.692733415457226,15,3
427,30.800475203944472,15,3
428,30.634494817773124,15,3
429,30.3030417805303,15,3
430,30.51949005883989,15,3
431,30.25886209695088,15,3
432,29.86805777656483,15,3
433,28.991604617478966,15,3
434,28.75981871803534,15,3
435,27.82236980832061,15,3
436,27.86610552102412,15,3
437,26.924228415617115,15,3
438,26.429268875577357,15,3
439,26.453666903745507,15,3
440,25.59693433614237,15,3
441,25.70130898112702,15,3
442,25.343231383271537,15,3
443,25.243621393721032,15,3
444,25.359155298286062,15,3
445,25.10737642124153,15,3
446,25.297848742604195,15,3
447,25.497564299046363,15,3
448,25.873143877633083,15,3
449,25.247677170296704,15,3
450,26.10031286546368,15,3
451,26.128945153498034,15,3
452,26.204257188348265,15,3
453,26.887129423905353,15,3
454,27.169522730314426,15,3
455,27.986544175753462,15,3
456,27.745174853842187,15,3
457,28.538871961382135,15,3
458,28.51455443236282,15,3
459,29.18843898666502,15,3
460,29.165734898088647,15,3
461,29.102415745698476,15,3
462,30.020652989633724,15,3
463,29.445612557485546,15,3
464,30.43011013473823,15,3
465,30.19977229779321,15,3
466,30.14139642907011,15,3
467,30.22708822793034,15,3
468,30.128214816105675,15,3
469,29.841596306023604,15,3
470,29.844574582289084,15,3
471,29.057407788590233,15,3
472,29.584627696870353,15,3
473,29.548590748187845,15,3
474,29.512377831518883,15,3
475,29.20354318567408,15,3
476,28.52014866076493,15,3
477,28.834112666319967,15,3
478,28.387866175043875,15,3
479,28.283767824597085,15,3
480,28.345051808026476,15,3
481,27.429370564415493,15,3
482,27.46424921447113,15,3
483,28.01807687779133,15,3
484,28.19488830936368,15,3
485,28.138128773659794,15,3
486,28.11507700527916,15,3
487,28.26287149161107,15,3
488,28.784796912138596,15,3
489,29.12208966676092,15,3
490,28.51677538118723,15,3
491,29.27151129652507,15,3
492,29.716594913415292,15,3
493,29.45355839344456,15,3
494,29.865842671362117,15,3
495,30.45093286616725,15,3
496,30.268467707989238,15,3
497,29.300427182870138,15,3
498,29.790646271084015,15,3
499,29.440664368332207,15,3
500,28.979191045454485,15,3
501,29.447473999796514,15,3
502,29.260849357952782,15,3
503,28.91588642100789,15,3
504,29.871742368003847,15,3
505,29.177296840518487,15,3
506,29.55355681451242,15,3
507,29.439708223624848,15,3
508,30.254464150321645,15,3
509,29.4832766879794,15,3
510,30.024485495574645,15,3
511,29.397684469419765,15,3
512,29.33998080772841,15,3
513,30.067673460503244,15,3
514,29.831525924096773,15,3
515,30.073522171258453,15,3
516,29.76016955780989,15,3
517,29.869750749382128,15,3
518,29.993096096976593,15,3
519,30.423306701923202,15,3
520,30.834158613546684,15,3
521,30.83062434582405,15,3
522,31.108458918759688,15,3
523,32.10454551535548,15,3
524,31.55054790776517,15,3
525,32.35937478322279,15,3
526,32.644791713736126,15,3
527,33.23892400492933,15,3
528,33.0384791474252,15,3
529,33.403321465353315,15,3
530,33.254848248423755,15,3
531,33.11896519482991,15,3
532,32.68981819103941,15,3
533,32.0296220513042,15,3
534,31.49318853119351,15,3
535,31.389687002076485,15,3
536,30.74480883585436,15,3
537,30.130687902048262,15,3
538,30.224901376439483,15,3
539,29.636358219698312,15,3
540,28.84245063926074,15,3
541,28.885980291940292,15,3
542,28.741508206246806,15,3
543,27.99905768857246,15,3
544,27.962301053639017,15,3
545,27.981018470809364,15,3
546,28.736984465814032,15,3
547,29.097896165345006,15,3
548,29.296341847052197,15,3
549,29.404667479491383,15,3
550,29.701842936131097,15,3
551,30.624518253746302,15,3
552,30.409623370446624,15,3
553,31.835655484780887,15,3
554,31.449002295106325,15,3
555,31.23667565857309,15,3
556,31.569685476443905,15,3
557,31.011090103147126,15,3
558,31.60703912648062,15,3
559,30.693337448537683,15,3
560,30.368076638327743,15,3
561,30.315052076576833,15,3
562,29.798479737025172,15,3
563,29.665167745482144,15,3
564,29.00779369387898,15,3
565,28.38491413648591,15,3
566,28.799669089839888,15,3
567,28.26049519620205,15,3
568,27.497103848235618,15,3
569,27.586802625049856,15,3
570,28.043887049647314,15,3
571,27.71929691578996,15,3
572,28.610313505335824,15,3
573,29.294781942502393,15,3
574,29.476750667831272,15,3
575,31.043003618413984,15,3
576,32.72782856848427,15,3
577,32.81606147355134,15,3
578,34.091356306748914,15,3
579,35.49456941151381,15,3
580,37.973294533704156,15,3
581,0.4187032319192786,15,3
582,0.0003092170282334817,15,3
583,7.12063604966534e-05,15,3
584,0.0970449808695306,15,3
585,0.6119374801308298,15,3
586,1.0644744395151058,15,3
587,2.8374188717974804,15,3
588,2.4689918627311385,15,3
589,5.875496166028601,15,3
590,36.18070468452526,15,3
591,38.94533976202459,15,3
592,40.90819155282499,15,3
593,43.092771406127284,15,3
594,44.43207256762114,15,3
595,46.95193611191047,15,3
596,45.01093179688523,15,3
597,44.40203609022625,15,3
598,43.407857792126876,15,3
599,42.561578962075636,15,3
600,41.83745193152785,15,3
601,42.106662509865814,15,3
602,41.40694639929332,15,3
603,40.380881185087034,15,3
604,39.61040613970338,15,3
605,38.647691474185194,15,3
606,37.56934567898093,15,3
607,36.437353518242546,15,3
608,36.2389901430839,15,3
609,35.22778399766727,15,3
610,34.34222164555239,15,3
611,32.924730505322216,15,3
612,30.898773829640508,15,3
613,29.768857656786484,15,3
614,28.56559041416996,15,3
615,27.523936955277016,15,3
616,25.96351557145529,15,3
617,25.106811255442445,15,3
618,22.552093105584373,15,3
619,22.04780396462918,15,3
620,20.586107285475777,15,3
621,19.409942609536014,15,3
622,18.575329200401065,15,3
623,17.174675277364567,15,3
624,16.802611243012976,15,3
625,15.735068558350065,15,3
626,14.591585794383661,15,3
627,13.84448162887091,15,3
628,13.923694569563024,15,3
629,13.20756568816002,15,3
630,12.664895431427299,15,3
631,12.169838628188804,15,3
632,12.066398485457851,15,3
633,11.877813712526379,15,3
634,11.315795184528941,15,3
635,10.970923631653987,15,3
636,10.956818956784204,15,3
637,10.606317115313757,15,3
638,10.76228888811395,15,3
639,10.660392810695955,15,3
640,10.595696217940025,15,3
641,10.559700515795939,15,3
642,10.712445821456972,15,3
643,10.539997310405859,15,3
644,10.824469674513729,15,3
645,11.154585208286672,15,3
646,11.199319288224762,15,3
647,11.569021935328408,15,3
648,11.739264455663637,15,3
649,11.838903586563841,15,3
650,12.531718175314602,15,3
651,12.726210064835648,15,3
652,13.2048110837246,15,3
653,13.58825362877817,15,3
654,14.04093460427644,15,3
655,14.243570613158985,15,3
656,14.662666970611449,15,3
657,15.315084926895004,15,3
658,15.39712997838948,15,3
659,15.662748764643371,15,3
660,15.920841296800617,15,3
661,16.08321557927007,15,3
662,16.27893283770321,15,3
663,16.383313678587676,15,3
664,16.341634206011086,15,3
665,16.407973770388924,15,3
666,16.57042442281556,15,3
667,16.597150437186688,15,3
668,16.358738093673093,15,3
669,16.200524219649854,15,3
670,16.315223101361603,15,3
671,15.664626953999434,15,3
672,15.96964172953744,15,3
673,15.765071125172419,15,3
674,15.413971758363989,15,3
675,15.83935921716758,15,3
676,15.72688410589792,15,3
677,15.51937003497348,15,3
678,16.055321473592958,15,3
679,15.692744252970169,15,3
680,16.20433482799109,15,3
681,15.98245968522975,15,3
682,16.44783177889476,15,3
683,16.887569618321322,15,3
684,16.90819082447041,15,3
685,17.390353941615086,15,3
686,17.763828314269595,15,3
687,17.750051146425616,15,3
688,18.090787886055313,15,3
689,18.179138051590712,15,3
690,17.96058374028906,15,3
691,18.141583731845916,15,3
692,18.258251999454124,15,3
693,18.078766132798602,15,3
694,17.829241588097258,15,3
695,18.147348064231206,15,3
696,18.02644127819681,15,3
697,18.068809579494506,15,3
698,18.2779193068346,15,3
699,19.015283876465748,15,3
700,19.790129907704884,15,3
701,20.554195351551677,15,3
702,21.216704224389503,15,3
703,21.910925184061472,15,3
704,22.550039633035404,15,3
705,21.046894703758817,15,3
706,21.138697580382214,15,3
707,20.94482621817771,15,3
708,20.01625393730442,15,3
709,19.410015186725698,15,3
710,18.740173416351027,15,3
711,18.50337877374235,15,3
712,18.192346188890266,15,3
713,17.734894074702208,15,3
714,17.318496951489255,15,3
715,16.782638718130343,15,3
716,16.458008047335245,15,3
717,16.236297237102825,15,3
718,15.931117944748467,15,3
719,15.15734171988739,15,3
720,15.35771168434284,15,3
721,14.637907152377634,15,3
722,13.847205458952093,15,3
723,12.76360627219157,15,3
724,11.902090763154199,15,3
725,11.275280135022518,15,3
726,9.328238241431922,15,3
727,9.141755030528966,15,3
728,9.09375717537285,15,3
729,8.858329115280522,15,3
730,8.922233600823901,15,3
731,8.69704317431756,15,3
732,8.614333505626316,15,3
733,8.44291408382835,15,3
734,8.577112845911842,15,3
735,8.46084175694193,15,3
736,8.47436498176661,15,3
737,8.610580137794848,15,3
738,8.864109946630172,15,3
739,9.031786511273832,15,3
740,9.114349598401613,15,3
741,9.418901377270972,15,3
742,9.42728663601006,15,3
743,9.824526598407877,15,3
744,9.81002981430379,15,3
745,10.101045916310873,15,3
746,10.075917132942003,15,3
747,10.231879350063036,15,3
748,9.991751520658786,15,3
749,10.183355561878667,15,3
750,9.948945963450427,15,3
751,10.200446105091874,15,3
752,9.882331810107223,15,3
753,9.547430746678312,15,3
754,9.628687530841072,15,3
755,9.685335239726458,15,3
756,9.243593874777295,15,3
757,9.451146526762551,15,3
758,9.263645380073969,15,3
759,9.284304147641992,15,3
760,9.017900296234295,15,3
761,9.214908548022848,15,3
762,9.123811436813865,15,3
763,8.93774336682267,15,3
764,8.871211910966345,15,3
765,8.979897843525764,15,3
766,8.728733651665145,15,3
767,8.819110478754281,15,3
768,8.699953094857078,15,3
769,8.30541890932258,15,3
770,8.354883799228121,15,3
771,8.066110523870213,15,3
772,7.8804942206424275,15,3
773,7.587629710325377,15,3
774,7.313695818382085,15,3
775,6.908748151843729,15,3
776,6.651709895836396,15,3
777,6.33582008654555,15,3
778,6.035759224732289,15,3
779,5.787171595541737,15,3
780,5.537420934221917,15,3
781,5.318249765768957,15,3
782,5.028341970625273,15,3
783,4.79363872703413,15,3
784,4.841873445460893,15,3
785,4.71918052204096,15,3
786,4.570786310979107,15,3
787,4.55264133022586,15,3
788,4.510106336802863,15,3
789,4.419658578042662,15,3
790,4.593656385766568,15,3
791,4.618277996464944,15,3
792,4.7455354930442075,15,3
793,4.893073162078345,15,3
794,4.850304007492068,15,3
795,4.905191523421362,15,3
796,4.976717301836534,15,3
797,4.860892378277343,15,3
798,4.814386405781594,15,3
799,4.761983158182636,15,3
800,4.77592762413039,15,3
801,4.628477183513038,15,3
802,4.589721339577152,15,3
803,4.5188610854321265,15,3
804,4.4428742706308695,15,3
805,4.516732983759855,15,3
806,4.4687869874648145,15,3
807,4.449463911312646,15,3
808,4.529579320764396,15,3
809,4.658732800613014,15,3
810,5.131539972412244,15,3
811,5.274109110105994,15,3
812,6.129203486658828,15,3
813,6.461747039963805,15,3
814,6.8947099953688875,15,3
815,7.270928291244754,15,3
816,7.841816109124328,15,3
817,8.26992203482559,15,3
818,8.763482516515834,15,3
819,8.976809419287594,15,3
820,9.557546912384181,15,3
821,9.80069879233744,15,3
822,10.071349444572114,15,3
823,10.397195983762993,15,3
824,10.574515689194168,15,3
825,10.501972058701192,15,3
826,10.539821891338645,15,3
827,10.470136778669364,15,3
828,10.329809167259066,15,3
829,10.193193426230973,15,3
830,9.914940563094675,15,3
831,10.021088452841644,15,3
832,9.77078489351203,15,3
833,9.57856806128696,15,3
834,9.486518695334139,15,3
835,9.077442677212225,15,3
836,8.820329255196215,15,3
837,8.553301166659526,15,3
838,8.543833860061552,15,3
839,8.280971953021728,15,3
840,8.13040954613446,15,3
841,7.971067466742069,15,3
842,7.717290405277421,15,3
843,7.565477833670948,15,3
844,7.243559325589235,15,3
845,7.316904467069216,15,3
846,7.1084820098399755,15,3
847,6.802050578032019,15,3
848,6.717101571522845,15,3
849,6.483056597942302,15,3
850,6.45982858171447,15,3
851,6.28204863060196,15,3
852,6.328389183391968,15,3
853,6.2027740851342985,15,3
854,6.301549836714111,15,3
855,6.319609687894921,15,3
856,6.0104958688546555,15,3
857,6.093763220781923,15,3
858,6.230216644752019,15,3
859,6.159960648973902,15,3
860,6.19949948913653,15,3
861,6.223838514117054,15,3
862,6.277090431931986,15,3
863,6.219059544221862,15,3
864,6.215685352607772,15,3
865,6.3402307190062075,15,3
866,6.354292470413606,15,3
867,6.361872396544033,15,3
868,6.2877134397446275,15,3
869,6.538181870054222,15,3
870,6.505790524635269,15,3
871,6.743139627430286,15,3
872,6.516331745696206,15,3
873,6.642708080368936,15,3
874,6.662082804699884,15,3
875,6.620132417662831,15,3
876,6.525676961955249,15,3
877,6.466144843284294,15,3
878,6.586050395322217,15,3
879,6.455233206005886,15,3
880,6.368646559758371,15,3
881,6.373088577008729,15,3
882,6.265453662116597,15,3
883,6.288148979439255,15,3
884,6.255726492907768,15,3
885,5.944036433880913,15,3
886,6.000209193809749,15,3
887,5.983247223504109,15,3
888,6.078350538157644,15,3
889,5.921339757732411,15,3
890,5.948212333253322,15,3
891,6.012375653547928,15,3
892,5.849215742655952,15,3
893,6.148893089547633,15,3
894,5.991972101065954,15,3
895,6.017668010412011,15,3
896,6.104959413968473,15,3
897,6.072488990286615,15,3
898,6.15867780577827,15,3
899,6.1387663650698325,15,3
900,6.1420984638732286,15,3
901,6.185282854169382,15,3
902,6.248743597567115,15,3
903,6.318417605598812,15,3
904,6.295703792356666,15,3
905,6.333892304412652,15,3
906,6.915129617590297,15,3
907,7.625818077673138,15,3
908,7.66058392897614,15,3
909,8.404421563126297,15,3
910,8.720299652991017,15,3
911,9.29840417601265,15,3
912,9.765804930174852,15,3
913,9.953713585376102,15,3
914,10.470235535919418,15,3
915,11.133320218452525,15,3
916,11.58453697473558,15,3
917,12.266298047644568,15,3
918,12.92567405107576,15,3
919,13.221420745346123,15,3
920,13.751908706564702,15,3
921,13.913200146578909,15,3
922,14.591300354073496,15,3
923,14.937331045915776,15,3
924,14.980070365476418,15,3
925,15.378423227562658,15,3
926,15.662972024369285,15,3
927,15.36700714546588,15,3
928,15.167675262951558,15,3
929,14.70087593767279,15,3
930,14.199875486303053,15,3
931,13.558710155200936,15,3
932,12.824017644412656,15,3
933,12.154473758909003,15,3
934,10.948652432775496,15,3
935,10.309332952109106,15,3
936,9.639517629582304,15,3
937,8.507745163384408,15,3
938,8.05874406293988,15,3
939,7.460546685902285,15,3
940,6.854103923481327,15,3
941,6.50036225846798,15,3
942,6.115616219390077,15,3
943,5.979619513674454,15,3
944,6.2128318116895,15,3
945,6.262249785724157,15,3
946,6.362797006773695,15,3
947,6.439776107625397,15,3
948,6.769419238259925,15,3
949,6.951541715060831,15,3
950,7.167769482892117,15,3
951,7.153114102148795,15,3
952,7.19456181392002,15,3
953,7.240762689494771,15,3
954,7.215567917094674,15,3
955,7.249657261189453,15,3
956,7.387637991892267,15,3
957,7.4904848762857,15,3
958,7.732827411781881,15,3
959,8.135824277642485,15,3
960,8.48295133188168,15,3
961,8.860579527254961,15,3
962,9.19875861793077,15,3
963,9.411394051422574,15,3
964,9.69260493478463,15,3
965,9.78761160147271,15,3
966,9.529124407953926,15,3
967,9.28805686538282,15,3
968,9.058683013924252,15,3
969,8.20201869239344,15,3
970,8.070150787913894,15,3
971,7.284196591915616,15,3
972,6.552914087786131,15,3
973,6.027513274072332,15,3
974,5.588174210624912,15,3
975,5.644676201033466,15,3
976,5.524654610187413,15,3
977,5.695048113400089,15,3
978,5.725545803467531,15,3
979,5.893155762991199,15,3
980,5.950617795513238,15,3
981,6.070282228954483,15,3
982,6.286753240102188,15,3
983,6.297282652360064,15,3
984,6.575867653432638,15,3
985,6.559283541737752,15,3
986,6.856553001203148,15,3
987,7.057909303986926,15,3
988,7.277145391688499,15,3
989,7.610342432685106,15,3
990,7.961919648891195,15,3
991,8.350018011618413,15,3
992,8.423980147214092,15,3
993,9.08513960205255,15,3
994,9.353308228491297,15,3
995,9.649961442202551,15,3
996,10.158929083293701,15,3
997,10.345139779894929,15,3
998,10.509008959169691,15,3
999,10.774706817989523,15,3
1000,10.884087102422379,15,3
1001,10.970549400266737,15,3
1002,10.665718851002925,15,3
1003,10.690291020015724,15,3
1004,10.768853349633744,15,3
1005,10.202702571222094,15,3
1006,9.61301680622843,15,3
1007,9.582977062963185,15,3
1008,8.945475119348377,15,3
1009,8.402196969283388,15,3
1010,8.163204758477688,15,3
1011,7.140324426278388,15,3
