Legend
======
Order:       curve order
Px,Py,Pz:    coordinates of point P on the centerline
Tx,Ty,Tz:    coordinates of the direction of the Tangent vector to point P
Nx,Ny,Nz:    coordinates of the direction of the Normal vector to point P
BNx,BNy,BNz: coordinates of the direction of the Binormal vector to point P
Dfit:        diameter of the best fit circle in point P
Dmin:        diameter of the inscribing circle in point P
Dmax:        diameter of the subscribing circle in point P
C:           curvature in point P
Dh:          hydraulic diameter in point P
Xh:          hydraulic ratio in point P
Scf:         distance of circumference in point P
Area:        sectional area in point P
E:           ellipticity in point P


Order: Cubic

[Main Branch Set] Branch Segment 1:

Point (26.9037, -201.4906, 1864.2808) connects to:
    Branch Segment 2
    Branch Segment 5

        Px         Py         Pz         Tx         Ty         Tz         Nx         Ny         Nz        BNx        BNy        BNz       Dfit       Dmin       Dmax          C         Dh         Xh        Scf       Area          E
   58.9919  -272.8118  1823.0539     0.3673    -0.2899    -0.8838     0.8027     0.5789     0.1437     0.4700    -0.7621     0.4453     2.8777     2.3891     3.5442     0.2030     2.8248     0.7970     9.1842     6.4858     0.3075
   59.0670  -272.8663  1822.8813     0.3991    -0.2660    -0.8775     0.7772     0.6059     0.1698     0.4865    -0.7497     0.4486     2.8347     2.2826     3.4191     0.2088     2.7657     0.8089     9.1241     6.3087     0.1402
   59.1488  -272.9164  1822.7090     0.4301    -0.2426    -0.8696     0.7863     0.5739     0.2287     0.4436    -0.7821     0.4376     2.8517     2.4063     3.2888     0.1926     2.8021     0.8520     9.0880     6.3664     0.3023
   59.2370  -272.9623  1822.5374     0.4590    -0.2200    -0.8608     0.7448     0.6235     0.2377     0.4844    -0.7502     0.4500     2.8595     2.4752     3.2835     0.1882     2.8079     0.8551     9.1272     6.4071     0.2368
   59.3313  -273.0039  1822.3667     0.4867    -0.1975    -0.8509     0.7528     0.5890     0.2939     0.4432    -0.7836     0.4354     2.8985     2.5066     3.3388     0.1839     2.8430     0.8515     9.2648     6.5850     0.1195
   59.4316  -273.0413  1822.1972     0.5135    -0.1755    -0.8399     0.7189     0.6224     0.3095     0.4685    -0.7627     0.4458     2.9583     2.5387     3.5411     0.1789     2.8988     0.8186     9.4715     6.8641     0.3024
   59.5375  -273.0744  1822.0294     0.5393    -0.1538    -0.8280     0.7226     0.5895     0.3611     0.4325    -0.7930     0.4290     3.0545     2.5390     3.8191     0.1765     2.9871     0.7821     9.7712     7.2968     0.4375
   59.6490  -273.1034  1821.8634     0.5639    -0.1334    -0.8150     0.7048     0.5921     0.3908     0.4304    -0.7947     0.4279     3.0938     2.5353     3.9772     0.1657     3.0195     0.7592     9.9113     7.4819     0.5195
   59.7656  -273.1284  1821.6997     0.5874    -0.1134    -0.8013     0.6868     0.5936     0.4194     0.4281    -0.7967     0.4266     3.1139     2.6169     3.9532     0.1671     3.0451     0.7703     9.9528     7.5767     0.5566
   59.8872  -273.1494  1821.5385     0.6105    -0.0935    -0.7865     0.6752     0.5805     0.4551     0.4140    -0.8089     0.4175     3.1112     2.6378     3.8836     0.1669     3.0493     0.7852     9.9102     7.5547     0.5882
   60.0136  -273.1665  1821.3801     0.6321    -0.0750    -0.7712     0.6651     0.5632     0.4904     0.3975    -0.8229     0.4059     3.0519     2.5518     3.8212     0.1508     2.9794     0.7797     9.7346     7.2509     0.6148
   60.1444  -273.1800  1821.2247     0.6531    -0.0575    -0.7551     0.6561     0.5410     0.5262     0.3782    -0.8391     0.3910     2.9850     2.4841     3.7712     0.1612     2.8945     0.7675     9.5716     6.9262     0.6409
   60.2795  -273.1899  1821.0727     0.6736    -0.0397    -0.7380     0.6222     0.5695     0.5372     0.3989    -0.8211     0.4083     2.9529     2.4227     3.7065     0.1538     2.8581     0.7711     9.4640     6.7622     0.6521
   60.4187  -273.1963  1820.9241     0.6929    -0.0237    -0.7206     0.6423     0.4744     0.6020     0.3276    -0.8800     0.3439     2.9108     2.3870     3.5996     0.1464     2.8133     0.7816     9.3516     6.5772     0.6673
   60.5616  -273.1996  1820.7793     0.7115    -0.0083    -0.7026     0.5905     0.5489     0.5915     0.3808    -0.8358     0.3955     2.8540     2.3070     3.5271     0.1503     2.7582     0.7820     9.1525     6.3111     0.6800
   60.7080  -273.1997  1820.6384     0.7294     0.0067    -0.6840     0.6090     0.4492     0.6537     0.3116    -0.8934     0.3236     2.7929     2.2297     3.4660     0.1436     2.6838     0.7743     9.0042     6.0414     0.6901
   60.8578  -273.1970  1820.5015     0.7466     0.0200    -0.6650     0.5781     0.4751     0.6633     0.3293    -0.8797     0.3431     2.7665     2.1793     3.3310     0.1412     2.6653     0.8002     8.8860     5.9210     0.6860
   61.0107  -273.1916  1820.3687     0.7627     0.0331    -0.6459     0.5648     0.4525     0.6901     0.3151    -0.8912     0.3264     2.7418     2.0657     3.2683     0.1373     2.6373     0.8069     8.8185     5.8143     0.6737
   61.1665  -273.1837  1820.2400     0.7779     0.0447    -0.6268     0.5603     0.4024     0.7240     0.2846    -0.9144     0.2880     2.7112     2.0394     3.2860     0.1298     2.6140     0.7955     8.7318     5.7062     0.6465
   61.3250  -273.1736  1820.1154     0.7924     0.0555    -0.6075     0.5358     0.4129     0.7365     0.2917    -0.9091     0.2974     2.6914     2.0776     3.3015     0.1326     2.5980     0.7869     8.6555     5.6217     0.6195
   61.4860  -273.1614  1819.9950     0.8061     0.0653    -0.5882     0.5344     0.3467     0.7709     0.2542    -0.9357     0.2446     2.6778     2.1276     3.3782     0.1224     2.5929     0.7675     8.6151     5.5844     0.5999
   61.6493  -273.1474  1819.8787     0.8188     0.0742    -0.5692     0.5034     0.3837     0.7742     0.2758    -0.9205     0.2768     2.7081     2.1819     3.5292     0.1213     2.6206     0.7426     8.7045     5.7028     0.6092
   61.8147  -273.1317  1819.7664     0.8305     0.0818    -0.5509     0.5139     0.2688     0.8146     0.2147    -0.9597     0.1812     2.7458     2.2475     3.6262     0.1088     2.6606     0.7337     8.8018     5.8546     0.6176
   61.9820  -273.1147  1819.6579     0.8412     0.0883    -0.5335     0.4781     0.3393     0.8101     0.2525    -0.9365     0.2432     2.7732     2.3190     3.6764     0.1059     2.6943     0.7329     8.8706     5.9751     0.6298
   62.1511  -273.0964  1819.5530     0.8511     0.0945    -0.5164     0.4804     0.2565     0.8387     0.2117    -0.9619     0.1729     2.7917     2.3658     3.7256     0.1012     2.7110     0.7277     8.9202     6.0456     0.6404
   62.3218  -273.0771  1819.4516     0.8601     0.0987    -0.5006     0.4787     0.1835     0.8586     0.1766    -0.9781     0.1106     2.7841     2.2716     3.7417     0.0861     2.6945     0.7201     8.9246     6.0119     0.6600
   62.4938  -273.0571  1819.3534     0.8679     0.1025    -0.4861     0.4454     0.2730     0.8527     0.2201    -0.9565     0.1913     2.7775     2.2134     3.7053     0.0837     2.6814     0.7237     8.9206     5.9799     0.6700
   62.6670  -273.0364  1819.2581     0.8746     0.1051    -0.4732     0.4702     0.0533     0.8809     0.1178    -0.9930    -0.0029     2.7861     2.2735     3.6782     0.0659     2.6943     0.7325     8.9429     6.0236     0.6531
   62.8413  -273.0154  1819.1653     0.8808     0.1066    -0.4613     0.4417     0.1656     0.8818     0.1704    -0.9804     0.0988     2.8082     2.3266     3.6236     0.0709     2.7223     0.7513     8.9950     6.1217     0.6445
   63.0165  -272.9941  1819.0749     0.8858     0.1078    -0.4513     0.4544    -0.0042     0.8908     0.0941    -0.9942    -0.0527     2.8226     2.3429     3.5792     0.0419     2.7327     0.7635     9.0501     6.1827     0.6536
   63.1923  -272.9728  1818.9863     0.8899     0.1071    -0.4433     0.4546    -0.1292     0.8813     0.0371    -0.9858    -0.1637     2.8264     2.3026     3.5728     0.0495     2.7306     0.7643     9.0765     6.1960     0.6689
   63.3687  -272.9517  1818.8993     0.8931     0.1063    -0.4371     0.4454    -0.0734     0.8923     0.0628    -0.9916    -0.1129     2.8336     2.2530     3.6187     0.0222     2.7250     0.7530     9.1152     6.2096     0.6790
   63.5454  -272.9308  1818.8133     0.8951     0.1047    -0.4333     0.4088    -0.5808     0.7040    -0.1779    -0.8073    -0.5627     2.8448     2.2169     3.6783     0.0253     2.7180     0.7389     9.1929     6.2467     0.6895
   63.7223  -272.9104  1818.7280     0.8965     0.1019    -0.4311     0.2593    -0.9098     0.3241    -0.3592    -0.4024    -0.8421     2.8747     2.2046     3.9334     0.0151     2.7191     0.6913     9.3346     6.3454     0.7065
   63.8991  -272.8906  1818.6430     0.8967     0.0988    -0.4316    -0.1262    -0.8774    -0.4629    -0.4244     0.4695    -0.7743     2.8919     2.1787     3.9939     0.0211     2.7136     0.6794     9.4412     6.4050     0.7130
   64.0758  -272.8715  1818.5577     0.8959     0.0950    -0.4339    -0.1902    -0.8008    -0.5679    -0.4014     0.5913    -0.6994     2.9060     2.1361     4.0201     0.0247     2.7215     0.6770     9.4997     6.4633     0.7166
   64.2520  -272.8532  1818.4719     0.8941     0.0909    -0.4385    -0.3306    -0.5265    -0.7833    -0.3021     0.8453    -0.4407     2.9005     2.0938     4.0556     0.0408     2.7194     0.6705     9.4615     6.4324     0.7218
   64.4276  -272.8358  1818.3850     0.8913     0.0857    -0.4453    -0.3045    -0.6146    -0.7277    -0.3360     0.7842    -0.5217     2.8650     2.0531     3.8934     0.0520     2.7035     0.6944     9.3155     6.2961     0.7232
   64.6025  -272.8195  1818.2966     0.8872     0.0805    -0.4542    -0.4052    -0.3346    -0.8508    -0.2204     0.9389    -0.2642     2.8210     2.0147     3.6751     0.0620     2.6745     0.7277     9.1439     6.1138     0.7204
   64.7763  -272.8042  1818.2063     0.8820     0.0747    -0.4653    -0.3709    -0.4991    -0.7832    -0.2907     0.8633    -0.4125     2.7735     1.9798     3.4540     0.0761     2.6403     0.7644     8.9694     5.9206     0.7248
   64.9489  -272.7902  1818.1137     0.8756     0.0682    -0.4782    -0.4326    -0.3302    -0.8390    -0.2151     0.9415    -0.2596     2.7366     1.9326     3.3839     0.0863     2.6079     0.7707     8.8171     5.7485     0.7381
   65.1200  -272.7774  1818.0184     0.8678     0.0621    -0.4931    -0.4427    -0.3541    -0.8238    -0.2257     0.9332    -0.2798     2.6976     1.8414     3.4058     0.0953     2.5552     0.7502     8.7350     5.5799     0.7511
   65.2894  -272.7659  1817.9201     0.8589     0.0550    -0.5093    -0.4587    -0.3600    -0.8124    -0.2280     0.9313    -0.2840     2.6507     1.7729     3.4236     0.1064     2.5015     0.7307     8.6131     5.3865     0.7509
   65.4570  -272.7558  1817.8184     0.8484     0.0481    -0.5272    -0.4964    -0.2740    -0.8237    -0.1841     0.9605    -0.2086     2.6084     1.7907     3.4371     0.1169     2.4628     0.7165     8.4791     5.2206     0.7464
   65.6224  -272.7470  1817.7130     0.8363     0.0414    -0.5467    -0.5144    -0.2859    -0.8085    -0.1898     0.9574    -0.2178     2.5686     1.8177     3.4465     0.1265     2.4236     0.7032     8.3627     5.0670     0.7281
   65.7854  -272.7396  1817.6036     0.8229     0.0337    -0.5672    -0.5306    -0.3112    -0.7884    -0.2031     0.9497    -0.2382     2.5530     1.8614     3.4618     0.1348     2.4065     0.6952     8.3137     5.0018     0.7192
   65.9458  -272.7337  1817.4900     0.8082     0.0267    -0.5882    -0.5692    -0.2206    -0.7921    -0.1509     0.9750    -0.1631     2.5581     1.9225     3.5106     0.1362     2.4190     0.6891     8.3099     5.0255     0.7188
   66.1034  -272.7291  1817.3720     0.7919     0.0197    -0.6104    -0.5844    -0.2657    -0.7667    -0.1773     0.9639    -0.1989     2.5760     1.9961     3.5572     0.1524     2.4303     0.6832     8.3589     5.0787     0.7252
   66.2578  -272.7260  1817.2494     0.7741     0.0117    -0.6329    -0.6070    -0.2701    -0.7474    -0.1797     0.9628    -0.2020     2.5848     2.0630     3.5936     0.1497     2.4382     0.6785     8.4122     5.1278     0.7227
   66.4089  -272.7244  1817.1221     0.7549     0.0048    -0.6558    -0.6442    -0.1826    -0.7428    -0.1234     0.9832    -0.1347     2.5964     2.1023     3.5174     0.1613     2.4534     0.6975     8.4386     5.1758     0.7211
   66.5563  -272.7241  1816.9900     0.7345    -0.0022    -0.6786    -0.6544    -0.2667    -0.7075    -0.1794     0.9638    -0.1973     2.6238     2.1294     3.4479     0.1553     2.4759     0.7181     8.5226     5.2752     0.7309
   66.7000  -272.7253  1816.8531     0.7130    -0.0096    -0.7011    -0.6883    -0.2004    -0.6972    -0.1338     0.9797    -0.1495     2.6398     2.0867     3.3954     0.1680     2.4964     0.7352     8.5742     5.3512     0.7264
   66.8395  -272.7279  1816.7114     0.6899    -0.0166    -0.7237    -0.7085    -0.2203    -0.6704    -0.1483     0.9753    -0.1638     2.6602     2.0818     3.3785     0.1641     2.5198     0.7458     8.6248     5.4332     0.7236
   66.9748  -272.7319  1816.5648     0.6659    -0.0234    -0.7457    -0.7356    -0.1873    -0.6510    -0.1245     0.9820    -0.1419     2.6748     2.0685     3.3731     0.1693     2.5338     0.7512     8.6778     5.4970     0.7131
   67.1055  -272.7372  1816.4135     0.6410    -0.0296    -0.7670    -0.7573    -0.1873    -0.6257    -0.1252     0.9819    -0.1425     2.6878     2.0447     3.3709     0.1643     2.5594     0.7593     8.7063     5.5707     0.6969
   67.2315  -272.7438  1816.2576     0.6151    -0.0364    -0.7876    -0.7745    -0.2147    -0.5950    -0.1475     0.9760    -0.1603     2.6972     2.0444     3.3654     0.1730     2.5920     0.7702     8.7002     5.6377     0.6845
   67.3525  -272.7518  1816.0972     0.5885    -0.0428    -0.8074    -0.8018    -0.1595    -0.5759    -0.1042     0.9863    -0.1282     2.7135     2.0050     3.3849     0.1632     2.6221     0.7746     8.7216     5.7171     0.6567
   67.4684  -272.7610  1815.9326     0.5616    -0.0488    -0.8260    -0.8155    -0.2016    -0.5425    -0.1401     0.9782    -0.1530     2.7046     2.0172     3.4239     0.1668     2.5828     0.7543     8.7837     5.6716     0.6300
   67.5790  -272.7715  1815.7639     0.5331    -0.0550    -0.8443    -0.8394    -0.1590    -0.5197    -0.1056     0.9858    -0.1309     2.6003     1.9830     3.2635     0.1736     2.4794     0.7597     8.4557     5.2413     0.6669
   67.6840  -272.7832  1815.5913     0.5050    -0.0607    -0.8610    -0.8528    -0.1884    -0.4870    -0.1327     0.9802    -0.1469     2.5017     1.9798     3.1257     0.1545     2.4038     0.7690     8.0767     4.8538     0.6690
   67.7835  -272.7961  1815.4153     0.4766    -0.0667    -0.8766    -0.8707    -0.1736    -0.4602    -0.1215     0.9826    -0.1408     2.4081     1.9917     2.9383     0.1706     2.3307     0.7932     7.7631     4.5234     0.6046
   67.8772  -272.8102  1815.2359     0.4472    -0.0722    -0.8915    -0.8880    -0.1552    -0.4329    -0.1072     0.9852    -0.1335     2.3566     1.9846     2.7414     0.1593     2.2867     0.8341     7.5818     4.3343     0.4835
   67.9650  -272.8254  1815.0536     0.4179    -0.0779    -0.9051    -0.8971    -0.1923    -0.3977    -0.1431     0.9782    -0.1502     2.3471     1.9720     2.6831     0.1640     2.2923     0.8543     7.5201     4.3096     0.3061
   68.0468  -272.8418  1814.8687     0.3887    -0.0836    -0.9176    -0.9140    -0.1606    -0.3726    -0.1162     0.9835    -0.1388     2.3225     1.9651     2.7253     0.1542     2.2522     0.8264     7.4758     4.2092     0.4123
   68.1227  -272.8593  1814.6814     0.3593    -0.0891    -0.9290    -0.9226    -0.1841    -0.3391    -0.1408     0.9789    -0.1483     2.3426     2.0247     2.7576     0.1620     2.2887     0.8300     7.5034     4.2934     0.5064
   68.1924  -272.8779  1814.4923     0.3297    -0.0944    -0.9394    -0.9377    -0.1485    -0.3141    -0.1098     0.9844    -0.1375     2.3677     2.0753     2.8206     0.1529     2.3091     0.8187     7.5996     4.3871     0.5566
   68.2561  -272.8975  1814.3015     0.3007    -0.0998    -0.9485    -0.9402    -0.1976    -0.2773    -0.1598     0.9752    -0.1532     2.4148     2.1262     2.8424     0.1523     2.3579     0.8295     7.7395     4.5621     0.5537
   68.3138  -272.9182  1814.1094     0.2715    -0.1054    -0.9567    -0.9533    -0.1664    -0.2522    -0.1326     0.9804    -0.1456     2.4603     2.1738     2.8401     0.1539     2.4039     0.8464     7.8765     4.7336     0.5330
   68.3654  -272.9399  1813.9164     0.2421    -0.1106    -0.9639    -0.9597    -0.1736    -0.2211    -0.1429     0.9786    -0.1482     2.4836     2.2151     2.8025     0.1515     2.4265     0.8658     7.9424     4.8180     0.5135
   68.4110  -272.9626  1813.7227     0.2133    -0.1162    -0.9700    -0.9619    -0.1986    -0.1878    -0.1708     0.9732    -0.1541     2.5059     2.2159     2.9212     0.1474     2.4476     0.8379     8.0328     4.9152     0.4949
   68.4507  -272.9863  1813.5288     0.1849    -0.1214    -0.9752    -0.9734    -0.1590    -0.1648    -0.1350     0.9798    -0.1476     2.5298     2.1656     3.0344     0.1474     2.4719     0.8146     8.1105     5.0121     0.4709
   68.4846  -273.0109  1813.3348     0.1568    -0.1267    -0.9795    -0.9702    -0.2051    -0.1288    -0.1846     0.9705    -0.1551     2.5671     2.1788     3.1109     0.1437     2.5103     0.8069     8.2190     5.1581     0.4342
   68.5129  -273.0365  1813.1410     0.1299    -0.1326    -0.9826    -0.9705    -0.2199    -0.0986    -0.2030     0.9665    -0.1572     2.5894     2.2518     3.1374     0.1371     2.5193     0.8030     8.3208     5.2407     0.3466
   68.5358  -273.0631  1812.9477     0.1029    -0.1381    -0.9851    -0.9804    -0.1812    -0.0770    -0.1678     0.9737    -0.1540     2.5974     2.2489     3.0761     0.1447     2.5296     0.8224     8.3479     5.2793     0.1389
   68.5533  -273.0906  1812.7551     0.0768    -0.1436    -0.9867    -0.9718    -0.2319    -0.0419    -0.2228     0.9621    -0.1573     2.6128     2.2315     2.9999     0.1292     2.5113     0.8371     8.5093     5.3422     0.3799
   68.5658  -273.1190  1812.5634     0.0517    -0.1487    -0.9875    -0.9859    -0.1654    -0.0267    -0.1594     0.9750    -0.1551     2.7886     2.3510     3.2244     0.1347     2.6924     0.8350     8.9867     6.0489     0.5308
   68.5734  -273.1482  1812.3727     0.0275    -0.1543    -0.9876    -0.9570    -0.2896     0.0186    -0.2889     0.9446    -0.1556     2.8613     2.5175     3.2458     0.1234     2.7992     0.8624     9.1498     6.4032     0.5170
   68.5765  -273.1784  1812.1832     0.0048    -0.1601    -0.9871    -0.9771    -0.2109     0.0295    -0.2129     0.9643    -0.1575     2.8729     2.6202     3.1858     0.1212     2.8299     0.8883     9.1238     6.4548     0.4838
   68.5753  -273.2094  1811.9949    -0.0172    -0.1646    -0.9862    -0.9811    -0.1875     0.0484    -0.1929     0.9684    -0.1583     2.8387     2.6085     3.1186     0.1140     2.7996     0.8977     9.0154     6.3099     0.4614
   68.5701  -273.2411  1811.8078    -0.0372    -0.1697    -0.9848    -0.9474    -0.3075     0.0888    -0.3179     0.9363    -0.1493     2.7573     2.4934     3.0145     0.1049     2.7235     0.9035     8.7448     5.9541     0.4824
   68.5613  -273.2737  1811.6220    -0.0560    -0.1754    -0.9829    -0.9561    -0.2742     0.1034    -0.2876     0.9455    -0.1524     2.6271     2.3525     2.9089     0.1039     2.5814     0.8874     8.3681     5.4004     0.4836
   68.5491  -273.3071  1811.4375    -0.0735    -0.1797    -0.9810    -0.9753    -0.1926     0.1083    -0.2084     0.9647    -0.1611     2.4862     2.1927     2.8065     0.0892     2.4165     0.8610     7.9942     4.8294     0.4773
   68.5339  -273.3411  1811.2542    -0.0887    -0.1843    -0.9789    -0.9118    -0.3805     0.1542    -0.4009     0.9062    -0.1343     2.4187     2.1012     2.7438     0.0825     2.3488     0.8560     7.7681     4.5614     0.4620
   68.5161  -273.3759  1811.0720    -0.1022    -0.1888    -0.9767    -0.9612    -0.2342     0.1459    -0.2563     0.9537    -0.1575     2.4001     2.0442     2.7194     0.0730     2.3393     0.8602     7.7080     4.5079     0.4985
   68.4960  -273.4113  1810.8907    -0.1136    -0.1924    -0.9747    -0.9082    -0.3776     0.1804    -0.4028     0.9057    -0.1318     2.3908     2.0205     2.7202     0.0573     2.3265     0.8553     7.6805     4.4672     0.5098
   68.4741  -273.4473  1810.7103    -0.1227    -0.1962    -0.9729    -0.9037    -0.3830     0.1912    -0.4102     0.9027    -0.1303     2.3924     2.0252     2.7112     0.0513     2.3447     0.8648     7.6638     4.4924     0.4682
   68.4507  -273.4839  1810.5305    -0.1298    -0.1994    -0.9713    -0.8873    -0.4138     0.2036    -0.4425     0.8883    -0.1232     2.4494     2.1399     2.6897     0.0350     2.4007     0.8925     7.8311     4.7000     0.3803
   68.4262  -273.5210  1810.3511    -0.1351    -0.2021    -0.9700    -0.8387    -0.4979     0.2206    -0.5276     0.8433    -0.1022     2.5331     2.3270     2.7875     0.0307     2.4910     0.8936     8.0914     5.0389     0.2440
   68.4009  -273.5586  1810.1719    -0.1380    -0.2046    -0.9691    -0.4455    -0.8610     0.2453    -0.8846     0.4656     0.0277     2.5840     2.3993     2.8186     0.0135     2.5417     0.9017     8.2306     5.2298     0.2872
   68.3753  -273.5966  1809.9927    -0.1386    -0.2061    -0.9687     0.0280    -0.9785     0.2041    -0.9900     0.0011     0.1414     2.5846     2.3299     2.8250     0.0041     2.5444     0.9007     8.2354     5.2385     0.3654
   68.3497  -273.6349  1809.8132    -0.1373    -0.2075    -0.9685     0.7582    -0.6512     0.0321    -0.6374    -0.7300     0.2468     2.5622     2.2129     2.8040     0.0186     2.5102     0.8952     8.2090     5.1515     0.3904
   68.3245  -273.6736  1809.6331    -0.1334    -0.2082    -0.9689     0.9714     0.1665    -0.1695     0.1966    -0.9638     0.1801     2.5634     2.0975     2.8427     0.0286     2.4961     0.8781     8.2478     5.1468     0.4274
   68.3001  -273.7124  1809.4522    -0.1281    -0.2077    -0.9698     0.9907     0.0180    -0.1347     0.0454    -0.9780     0.2035     2.5718     2.1613     2.8889     0.0293     2.4882     0.8613     8.3186     5.1745     0.4776
   68.2767  -273.7514  1809.2701    -0.1206    -0.2079    -0.9707     0.9923    -0.0532    -0.1119    -0.0284    -0.9767     0.2128     2.6162     2.1195     3.0348     0.0512     2.5146     0.8286     8.4764     5.3286     0.5470
   68.2548  -273.7906  1809.0867    -0.1116    -0.2067    -0.9720     0.9250     0.3360    -0.1776     0.3633    -0.9189     0.1537     2.6366     2.1049     3.2290     0.0479     2.5560     0.7916     8.4830     5.4206     0.4942
   68.2345  -273.8297  1808.9016    -0.1011    -0.2047    -0.9736     0.9899     0.0768    -0.1189     0.0992    -0.9758     0.1948     2.6477     2.1008     3.2817     0.0671     2.5863     0.7881     8.5040     5.4984     0.3089
   68.2163  -273.8688  1808.7147    -0.0889    -0.2027    -0.9752     0.9608     0.2406    -0.1376     0.2625    -0.9492     0.1734     2.6474     2.1434     3.2634     0.0633     2.5919     0.7942     8.4762     5.4923     0.2981
   68.2003  -273.9078  1808.5257    -0.0760    -0.2003    -0.9768     0.9850     0.1370    -0.1048     0.1548    -0.9701     0.1868     2.6499     2.1499     3.1036     0.0731     2.6063     0.8398     8.4491     5.5053     0.3827
   68.1868  -273.9467  1808.3344    -0.0620    -0.1968    -0.9785     0.9358     0.3295    -0.1256     0.3472    -0.9234     0.1638     2.6095     2.1706     3.0329     0.0764     2.5572     0.8431     8.3369     5.3297     0.4955
   68.1760  -273.9852  1808.1406    -0.0468    -0.1925    -0.9802     0.9720     0.2174    -0.0892     0.2303    -0.9569     0.1769     2.5143     2.1813     2.8530     0.0839     2.4669     0.8647     8.0427     4.9602     0.5183
   68.1682  -274.0234  1807.9442    -0.0313    -0.1891    -0.9815     0.9747     0.2115    -0.0719     0.2212    -0.9589     0.1777     2.4167     2.1655     2.6810     0.0751     2.3705     0.8842     7.6965     4.5612     0.4934
   68.1634  -274.0613  1807.7452    -0.0158    -0.1845    -0.9827     0.9349     0.3458    -0.0799     0.3546    -0.9200     0.1670     2.2827     2.1079     2.6362     0.0860     2.2315     0.8465     7.3208     4.0842     0.3830
   68.1618  -274.0986  1807.5434    -0.0001    -0.1793    -0.9838     0.9613     0.2711    -0.0495     0.2756    -0.9457     0.1724     2.1882     2.0049     2.5472     0.0757     2.1301     0.8363     7.0349     3.7464     0.3770
   68.1634  -274.1354  1807.3388     0.0157    -0.1745    -0.9845     0.9495     0.3112    -0.0401     0.3134    -0.9342     0.1706     2.1368     1.9292     2.4508     0.0828     2.0642     0.8422     6.9061     3.5639     0.3604
   68.1684  -274.1716  1807.1315     0.0317    -0.1696    -0.9850     0.9610     0.2759    -0.0166     0.2746    -0.9461     0.1717     2.1037     1.7861     2.4333     0.0763     2.0354     0.8365     6.7787     3.4493     0.2811
   68.1768  -274.2072  1806.9216     0.0472    -0.1643    -0.9853     0.9297     0.3679    -0.0169     0.3653    -0.9152     0.1701     2.0481     1.7298     2.4023     0.0776     1.9822     0.8251     6.6225     3.2817     0.0713
   68.1886  -274.2420  1806.7091     0.0621    -0.1586    -0.9854     0.9370     0.3494     0.0028     0.3438    -0.9235     0.1703     2.0031     1.7322     2.3614     0.0704     1.9539     0.8274     6.4131     3.1326     0.2990
   68.2037  -274.2760  1806.4943     0.0765    -0.1534    -0.9852     0.9468     0.3210     0.0235     0.3126    -0.9346     0.1698     1.9616     1.6852     2.3277     0.0702     1.8957     0.8144     6.3299     2.9998     0.2747
   68.2221  -274.3092  1806.2775     0.0905    -0.1481    -0.9848     0.9212     0.3883     0.0262     0.3785    -0.9096     0.1716     1.9931     1.7374     2.3568     0.0660     1.9364     0.8216     6.4593     3.1269     0.3423
   68.2437  -274.3415  1806.0588     0.1040    -0.1428    -0.9843     0.9377     0.3441     0.0491     0.3317    -0.9280     0.1697     2.0748     1.8090     2.4356     0.0648     2.0110     0.8257     6.7098     3.3733     0.3594
   68.2684  -274.3729  1805.8386     0.1163    -0.1378    -0.9836     0.9085     0.4150     0.0493     0.4014    -0.8993     0.1735     2.1750     1.8910     2.5302     0.0546     2.1140     0.8355     7.0101     3.7048     0.4495
   68.2959  -274.4033  1805.6174     0.1285    -0.1324    -0.9828     0.9145     0.3993     0.0658     0.3837    -0.9072     0.1723     2.3016     1.9044     2.6421     0.0637     2.2243     0.8419     7.4235     4.1280     0.4970
   68.3263  -274.4326  1805.3955     0.1402    -0.1273    -0.9819     0.9156     0.3941     0.0797     0.3768    -0.9102     0.1718     2.4093     1.9730     2.7925     0.0500     2.3281     0.8337     7.7750     4.5252     0.4723
   68.3592  -274.4609  1805.1735     0.1507    -0.1230    -0.9809     0.9295     0.3554     0.0982     0.3365    -0.9266     0.1679     2.4742     2.0562     2.9432     0.0503     2.3879     0.8113     8.0260     4.7913     0.3967
   68.3944  -274.4882  1804.9519     0.1605    -0.1183    -0.9799     0.8579     0.5077     0.0792     0.4881    -0.8534     0.1830     2.5252     2.1197     2.9664     0.0465     2.4550     0.8276     8.1307     4.9901     0.2735
   68.4316  -274.5143  1804.7313     0.1700    -0.1137    -0.9789     0.9213     0.3710     0.1169     0.3498    -0.9217     0.1678     2.5868     2.3035     2.9879     0.0483     2.5232     0.8445     8.3092     5.2414     0.2854
   68.4707  -274.5393  1804.5123     0.1790    -0.1097    -0.9777     0.8966     0.4273     0.1162     0.4050    -0.8974     0.1749     2.6269     2.3605     2.9337     0.0401     2.5665     0.8748     8.4331     5.4110     0.3358
   68.5113  -274.5632  1804.2955     0.1870    -0.1056    -0.9767     0.8708     0.4780     0.1151     0.4547    -0.8720     0.1814     2.6727     2.4592     2.8756     0.0417     2.6225     0.9120     8.5367     5.5969     0.3465
   68.5531  -274.5859  1804.0817     0.1945    -0.1019    -0.9756     0.9055     0.4011     0.1387     0.3772    -0.9103     0.1703     2.6793     2.3914     2.9678     0.0359     2.6236     0.8840     8.5861     5.6316     0.3998
   68.5958  -274.6075  1803.8715     0.2016    -0.0984    -0.9745     0.8757     0.4638     0.1344     0.4388    -0.8804     0.1797     2.6616     2.3311     3.0039     0.0382     2.6077     0.8681     8.5206     5.5547     0.4397
