Legend
======
Order:       curve order
Px,Py,Pz:    coordinates of point P on the centerline
Tx,Ty,Tz:    coordinates of the direction of the Tangent vector to point P
Nx,Ny,Nz:    coordinates of the direction of the Normal vector to point P
BNx,BNy,BNz: coordinates of the direction of the Binormal vector to point P
Dfit:        diameter of the best fit circle in point P
Dmin:        diameter of the inscribing circle in point P
Dmax:        diameter of the subscribing circle in point P
C:           curvature in point P
Dh:          hydraulic diameter in point P
Xh:          hydraulic ratio in point P
Scf:         distance of circumference in point P
Area:        sectional area in point P
E:           ellipticity in point P


Order: Cubic

[Main Branch Set] Branch Segment 1:

Point (26.9037, -201.4906, 1864.2808) connects to:
    Branch Segment 2
    Branch Segment 5

        Px         Py         Pz         Tx         Ty         Tz         Nx         Ny         Nz        BNx        BNy        BNz       Dfit       Dmin       Dmax          C         Dh         Xh        Scf       Area          E
   49.8343  -168.0286  1831.7236     0.8209    -0.3275    -0.4678     0.3413    -0.3754     0.8618    -0.4578    -0.8671    -0.1964     3.5132     2.8678     3.8668     0.1196     3.4609     0.8950    11.1611     9.6568     0.5261
   49.9977  -168.0944  1831.6329     0.8282    -0.3369    -0.4480     0.2837    -0.4374     0.8534    -0.4834    -0.8338    -0.2667     3.5316     2.8673     3.8590     0.1137     3.4758     0.9007    11.2230     9.7523     0.5153
   50.1625  -168.1621  1831.5461     0.8351    -0.3461    -0.4276     0.3044    -0.3566     0.8832    -0.4582    -0.8678    -0.1924     3.5491     2.9147     3.8420     0.1229     3.4977     0.9104    11.2726     9.8571     0.5148
   50.3287  -168.2315  1831.4635     0.8424    -0.3541    -0.4061     0.3061    -0.3058     0.9016    -0.4434    -0.8838    -0.1492     3.5593     2.9539     3.8686     0.1201     3.5046     0.9059    11.3143     9.9131     0.5257
   50.4962  -168.3024  1831.3852     0.8490    -0.3622    -0.3847     0.2463    -0.3728     0.8946    -0.4675    -0.8543    -0.2273     3.5729     2.9707     3.9038     0.1214     3.5135     0.9000    11.3719     9.9887     0.5352
   50.6649  -168.3749  1831.3112     0.8554    -0.3697    -0.3628     0.2847    -0.2495     0.9256    -0.4327    -0.8950    -0.1081     3.5640     2.9993     3.9389     0.1213     3.4963     0.8876    11.3698     9.9379     0.5467
   50.8349  -168.4487  1831.2416     0.8619    -0.3760    -0.3402     0.2520    -0.2646     0.9308    -0.4400    -0.8881    -0.1333     3.5497     3.0083     3.9882     0.1242     3.4751     0.8714    11.3421     9.8538     0.5569
   51.0060  -168.5237  1831.1766     0.8680    -0.3823    -0.3168     0.2355    -0.2446     0.9406    -0.4371    -0.8911    -0.1223     3.5412     3.0100     4.0788     0.1291     3.4605     0.8484    11.3216     9.7948     0.5831
   51.1782  -168.5999  1831.1163     0.8736    -0.3883    -0.2933     0.2116    -0.2397     0.9475    -0.4383    -0.8898    -0.1272     3.5341     2.9773     4.1841     0.1225     3.4358     0.8211    11.3172     9.7208     0.6139
   51.3514  -168.6772  1831.0606     0.8787    -0.3935    -0.2702     0.2121    -0.1851     0.9596    -0.4276    -0.9005    -0.0792     3.5316     2.9323     4.2968     0.1232     3.4190     0.7957    11.3355     9.6889     0.6473
   51.5255  -168.7554  1831.0096     0.8837    -0.3982    -0.2458     0.1833    -0.1889     0.9647    -0.4306    -0.8976    -0.0939     3.5212     2.9053     4.2780     0.1327     3.4000     0.7948    11.3121     9.6154     0.6731
   51.7005  -168.8345  1830.9635     0.8883    -0.4025    -0.2212     0.1754    -0.1479     0.9733    -0.4245    -0.9034    -0.0607     3.4891     2.8073     4.1748     0.1247     3.3672     0.8066    11.2047     9.4321     0.6832
   51.8763  -168.9144  1830.9222     0.8920    -0.4069    -0.1970     0.1210    -0.2050     0.9712    -0.4356    -0.8901    -0.1337     3.4539     2.7150     4.0407     0.1274     3.3290     0.8239    11.1105     9.2469     0.6899
   52.0528  -168.9952  1830.8857     0.8953    -0.4108    -0.1726     0.1434    -0.1011     0.9845    -0.4218    -0.9061    -0.0316     3.4125     2.6364     4.0683     0.1252     3.2807     0.8064    11.0090     9.0292     0.6904
   52.2301  -169.0767  1830.8540     0.8982    -0.4140    -0.1480     0.0908    -0.1549     0.9838    -0.4302    -0.8970    -0.1015     3.3640     2.5698     4.0541     0.1274     3.2269     0.7960    10.8799     8.7772     0.6866
   52.4079  -169.1589  1830.8272     0.9004    -0.4174    -0.1230     0.0816    -0.1157     0.9899    -0.4274    -0.9013    -0.0702     3.3247     2.4888     4.0483     0.1293     3.1840     0.7865    10.7608     8.5655     0.6920
   52.5863  -169.2418  1830.8053     0.9021    -0.4202    -0.0986     0.0570    -0.1105     0.9922    -0.4278    -0.9007    -0.0757     3.2839     2.4134     4.0653     0.1191     3.1362     0.7714    10.6473     8.3479     0.6969
   52.7651  -169.3253  1830.7881     0.9031    -0.4229    -0.0750     0.0257    -0.1210     0.9923    -0.4288    -0.8980    -0.0984     3.2531     2.3496     4.1000     0.1217     3.1036     0.7570    10.5485     8.1847     0.6995
   52.9443  -169.4095  1830.7756     0.9033    -0.4259    -0.0511    -0.0027    -0.1247     0.9922    -0.4289    -0.8961    -0.1138     3.2279     2.2966     4.1405     0.1208     3.0829     0.7446    10.4516     8.0554     0.7021
   53.1238  -169.4944  1830.7678     0.9032    -0.4284    -0.0275    -0.0108    -0.0868     0.9962    -0.4291    -0.8994    -0.0830     3.2115     2.2544     4.1424     0.1181     3.0650     0.7399    10.3932     7.9637     0.7111
   53.3036  -169.5799  1830.7646     0.9027    -0.4303    -0.0049    -0.0339    -0.0826     0.9960    -0.4290    -0.8989    -0.0891     3.2153     2.2330     4.1284     0.1092     3.0729     0.7443    10.3938     7.9849     0.7230
   53.4836  -169.6660  1830.7658     0.9013    -0.4329     0.0171    -0.0915    -0.1516     0.9842    -0.4235    -0.8886    -0.1762     3.2390     2.2833     4.1132     0.1138     3.0913     0.7516    10.4633     8.0864     0.7245
   53.6637  -169.7529  1830.7714     0.8993    -0.4356     0.0386    -0.0845    -0.0865     0.9927    -0.4290    -0.8960    -0.1146     3.2654     2.3437     4.1322     0.1041     3.1180     0.7546    10.5388     8.2151     0.7270
   53.8438  -169.8404  1830.7812     0.8973    -0.4374     0.0591    -0.1088    -0.0895     0.9900    -0.4277    -0.8948    -0.1279     3.3008     2.3981     4.1548     0.1015     3.1502     0.7582    10.6534     8.3901     0.7339
   54.0240  -169.9286  1830.7951     0.8945    -0.4400     0.0791    -0.1692    -0.1692     0.9710    -0.4139    -0.8819    -0.2258     3.3345     2.4145     4.1359     0.1023     3.1839     0.7698    10.7465     8.5540     0.7388
   54.2040  -170.0176  1830.8130     0.8913    -0.4426     0.0981    -0.1540    -0.0922     0.9838    -0.4264    -0.8920    -0.1503     3.3478     2.4398     4.0999     0.0899     3.1973     0.7798    10.7932     8.6272     0.7333
   54.3839  -170.1073  1830.8346     0.8881    -0.4449     0.1154    -0.2106    -0.1707     0.9625    -0.4086    -0.8791    -0.2453     3.3607     2.4731     4.0626     0.0866     3.2116     0.7905    10.8402     8.7035     0.7264
   54.5636  -170.1978  1830.8597     0.8844    -0.4476     0.1320    -0.2158    -0.1414     0.9661    -0.4138    -0.8830    -0.2217     3.3702     2.5143     4.0506     0.0833     3.2246     0.7961    10.8622     8.7566     0.7220
   54.7431  -170.2891  1830.8882     0.8806    -0.4502     0.1481    -0.2459    -0.1670     0.9548    -0.4051    -0.8772    -0.2578     3.3628     2.5843     4.0491     0.0808     3.2308     0.7979    10.8092     8.7305     0.7120
   54.9223  -170.3812  1830.9199     0.8767    -0.4529     0.1622    -0.2767    -0.1989     0.9402    -0.3935    -0.8691    -0.2997     3.3382     2.6619     4.0467     0.0654     3.2121     0.7938    10.7195     8.6080     0.7104
   55.1011  -170.4741  1830.9544     0.8724    -0.4562     0.1756    -0.3173    -0.2552     0.9134    -0.3719    -0.8525    -0.3674     3.3150     2.6805     4.0551     0.0756     3.1923     0.7872    10.6334     8.4863     0.7112
   55.2795  -170.5680  1830.9917     0.8681    -0.4596     0.1876    -0.3345    -0.2623     0.9052    -0.3668    -0.8485    -0.3815     3.2843     2.6666     4.0664     0.0532     3.1570     0.7764    10.5383     8.3174     0.7171
   55.4574  -170.6627  1831.0313     0.8641    -0.4626     0.1983    -0.3388    -0.2433     0.9088    -0.3722    -0.8525    -0.3670     3.2470     2.5828     4.0784     0.0622     3.1160     0.7640    10.4327     8.1271     0.7225
   55.6349  -170.7583  1831.0732     0.8600    -0.4661     0.2080    -0.4172    -0.4073     0.8124    -0.2939    -0.7854    -0.5447     3.2102     2.5316     4.0698     0.0459     3.0808     0.7570    10.3235     7.9511     0.7185
   55.8118  -170.8548  1831.1169     0.8558    -0.4700     0.2160    -0.4193    -0.3860     0.8217    -0.3028    -0.7938    -0.5274     3.1751     2.5125     3.9863     0.0495     3.0562     0.7667    10.2055     7.7976     0.7023
   55.9882  -170.9523  1831.1623     0.8519    -0.4739     0.2230    -0.4694    -0.5021     0.7263    -0.2322    -0.7235    -0.6501     3.1466     2.4897     3.8732     0.0373     3.0329     0.7830    10.1156     7.6698     0.6777
   56.1640  -171.0507  1831.2090     0.8482    -0.4778     0.2286    -0.4767    -0.5004     0.7228    -0.2309    -0.7220    -0.6522     3.1185     2.5382     3.7652     0.0377     3.0193     0.8019    10.0027     7.5503     0.6488
   56.3392  -171.1500  1831.2568     0.8448    -0.4818     0.2328    -0.5330    -0.7198     0.4447    -0.0467    -0.4998    -0.8649     3.0900     2.5872     3.7220     0.0285     3.0099     0.8087     9.8756     7.4311     0.6262
   56.5138  -171.2502  1831.3053     0.8416    -0.4859     0.2358    -0.5249    -0.6329     0.5691    -0.1272    -0.6027    -0.7877     3.0578     2.5806     3.6790     0.0302     2.9925     0.8134     9.7458     7.2910     0.6134
   56.6878  -171.3513  1831.3544     0.8385    -0.4904     0.2376    -0.5052    -0.8630     0.0016     0.2043    -0.1214    -0.9714     3.0254     2.5729     3.6364     0.0277     2.9541     0.8124     9.6494     7.1263     0.6200
   56.8611  -171.4533  1831.4036     0.8358    -0.4949     0.2377    -0.5153    -0.8565     0.0288     0.1893    -0.1466    -0.9709     2.9949     2.5516     3.5939     0.0230     2.9210     0.8128     9.5670     6.9863     0.6256
   57.0337  -171.5561  1831.4527     0.8334    -0.4994     0.2368    -0.4118    -0.8468    -0.3368     0.3687     0.1832    -0.9113     2.9656     2.5400     3.6000     0.0286     2.8874     0.8020     9.4760     6.8403     0.6362
   57.2057  -171.6598  1831.5014     0.8313    -0.5040     0.2344    -0.3256    -0.7833    -0.5296     0.4505     0.3639    -0.8152     2.9470     2.5231     3.6374     0.0254     2.8663     0.7880     9.4205     6.7506     0.6506
   57.3770  -171.7642  1831.5494     0.8297    -0.5084     0.2307    -0.2358    -0.6937    -0.6805     0.5060     0.5102    -0.6955     2.9482     2.4887     3.6980     0.0325     2.8595     0.7733     9.4335     6.7438     0.6697
   57.5476  -171.8693  1831.5964     0.8282    -0.5129     0.2259    -0.1988    -0.6457    -0.7372     0.5240     0.5657    -0.6367     2.9509     2.4456     3.7623     0.0333     2.8608     0.7604     9.4470     6.7566     0.6787
   57.7176  -171.9751  1831.6422     0.8272    -0.5172     0.2196    -0.0706    -0.4834    -0.8725     0.5575     0.7063    -0.4364     2.9522     2.4549     3.8167     0.0422     2.8620     0.7498     9.4522     6.7630     0.6791
   57.8870  -172.0815  1831.6864     0.8265    -0.5216     0.2118    -0.0826    -0.4845    -0.8709     0.5568     0.7023    -0.4435     2.9480     2.4149     3.8893     0.0455     2.8508     0.7330     9.4519     6.7362     0.6802
   58.0558  -172.1885  1831.7288     0.8260    -0.5258     0.2031    -0.0249    -0.3940    -0.9188     0.5631     0.7539    -0.3385     2.9358     2.3693     3.9450     0.0498     2.8267     0.7165     9.4441     6.6739     0.6829
   58.2239  -172.2959  1831.7691     0.8261    -0.5296     0.1926     0.0371    -0.2899    -0.9563     0.5623     0.7972    -0.2198     2.9312     2.3275     3.9426     0.0599     2.8156     0.7141     9.4385     6.6437     0.6914
   58.3915  -172.4037  1831.8070     0.8263    -0.5334     0.1812    -0.0134    -0.3402    -0.9403     0.5631     0.7745    -0.2882     2.9258     2.2907     3.9409     0.0590     2.8006     0.7107     9.4403     6.6096     0.7037
   58.5586  -172.5119  1831.8424     0.8268    -0.5366     0.1685     0.0925    -0.1659    -0.9818     0.5548     0.8274    -0.0875     2.9168     2.2493     3.9350     0.0708     2.7803     0.7065     9.4275     6.5527     0.7177
   58.7251  -172.6202  1831.8749     0.8274    -0.5399     0.1544    -0.0082    -0.2864    -0.9581     0.5615     0.7915    -0.2414     2.9117     2.1873     3.8929     0.0742     2.7683     0.7111     9.4154     6.5162     0.7312
   58.8911  -172.7288  1831.9044     0.8283    -0.5426     0.1397     0.1233    -0.0667    -0.9901     0.5465     0.8374     0.0116     2.9029     2.1319     3.8520     0.0764     2.7557     0.7154     9.4006     6.4762     0.7459
   59.0566  -172.8373  1831.9307     0.8294    -0.5448     0.1234     0.0149    -0.1993    -0.9798     0.5584     0.8145    -0.1572     2.8968     2.0832     3.8236     0.0885     2.7517     0.7197     9.3600     6.4389     0.7568
   59.2217  -172.9459  1831.9535     0.8309    -0.5463     0.1056     0.1429     0.0261    -0.9894     0.5378     0.8372     0.0998     2.8857     2.0419     3.8125     0.0940     2.7346     0.7173     9.3386     6.3844     0.7646
   59.3865  -173.0542  1831.9726     0.8323    -0.5474     0.0873     0.0088    -0.1444    -0.9895     0.5543     0.8243    -0.1154     2.8687     2.0059     3.8157     0.0925     2.7085     0.7098     9.2922     6.2920     0.7716
   59.5508  -173.1624  1831.9880     0.8332    -0.5488     0.0686     0.0803    -0.0027    -0.9968     0.5472     0.8360     0.0418     2.8456     1.9697     3.8216     0.0985     2.6791     0.7011     9.2293     6.1816     0.7749
   59.7148  -173.2703  1831.9995     0.8348    -0.5485     0.0479     0.0764     0.0292    -0.9966     0.5452     0.8357     0.0663     2.8234     1.9360     3.8260     0.1120     2.6499     0.6926     9.1683     6.0737     0.7789
   59.8785  -173.3777  1832.0068     0.8361    -0.5479     0.0268     0.0516     0.0299    -0.9982     0.5461     0.8360     0.0532     2.7996     1.9055     3.8267     0.1042     2.6208     0.6849     9.1141     5.9716     0.7805
   60.0419  -173.4846  1832.0100     0.8373    -0.5468     0.0057     0.0540     0.0724    -0.9959     0.5441     0.8342     0.0901     2.7836     1.8905     3.8099     0.1131     2.6016     0.6829     9.0665     5.8969     0.7819
   60.2050  -173.5909  1832.0089     0.8381    -0.5453    -0.0173     0.0168     0.0574    -0.9982     0.5453     0.8363     0.0573     2.7606     1.8697     3.7119     0.1236     2.5834     0.6960     8.9874     5.8045     0.7765
   60.3679  -173.6966  1832.0033     0.8392    -0.5424    -0.0399     0.0841     0.2018    -0.9758     0.5373     0.8155     0.2150     2.7413     1.8591     3.6224     0.1117     2.5569     0.7058     8.9681     5.7325     0.7722
   60.5307  -173.8014  1831.9934     0.8399    -0.5391    -0.0629    -0.0168     0.0900    -0.9958     0.5425     0.8374     0.0666     2.7299     1.8582     3.5580     0.1290     2.5580     0.7189     8.9096     5.6977     0.7653
   60.6932  -173.9054  1831.9789     0.8401    -0.5355    -0.0866     0.0333     0.2103    -0.9771     0.5415     0.8179     0.1945     2.7337     1.8676     3.5039     0.1198     2.5797     0.7362     8.8834     5.7292     0.7569
   60.8557  -174.0085  1831.9599     0.8403    -0.5308    -0.1102    -0.0108     0.1868    -0.9823     0.5420     0.8267     0.1512     2.7416     1.8874     3.4756     0.1285     2.5968     0.7471     8.8907     5.7717     0.7482
   61.0180  -174.1106  1831.9363     0.8397    -0.5262    -0.1340    -0.0384     0.1885    -0.9813     0.5416     0.8292     0.1381     2.7576     1.9735     3.4215     0.1224     2.6219     0.7663     8.9236     5.8491     0.7354
   61.1801  -174.2117  1831.9082     0.8393    -0.5204    -0.1570     0.0041     0.2949    -0.9555     0.5436     0.8013     0.2497     2.7855     2.0721     3.3383     0.1245     2.6660     0.7986     8.9853     5.9886     0.7228
   61.3422  -174.3116  1831.8756     0.8385    -0.5140    -0.1807    -0.0669     0.2320    -0.9704     0.5407     0.8258     0.1602     2.8221     2.1421     3.3734     0.1294     2.7153     0.8049     9.0726     6.1588     0.7062
   61.5042  -174.4104  1831.8384     0.8371    -0.5077    -0.2037    -0.0531     0.2952    -0.9540     0.5445     0.8094     0.2201     2.8658     2.2231     3.4321     0.1179     2.7627     0.8050     9.2022     6.3557     0.7022
   61.6661  -174.5080  1831.7968     0.8356    -0.5005    -0.2265    -0.0742     0.3056    -0.9493     0.5443     0.8100     0.2182     2.8832     2.3073     3.4443     0.1300     2.7819     0.8077     9.2562     6.4375     0.6910
   61.8279  -174.6043  1831.7507     0.8337    -0.4931    -0.2485    -0.0817     0.3348    -0.9387     0.5461     0.8030     0.2389     2.8755     2.3280     3.4797     0.1101     2.7836     0.7999     9.2136     6.4117     0.6777
   61.9897  -174.6994  1831.7004     0.8315    -0.4857    -0.2696    -0.1161     0.3228    -0.9393     0.5433     0.8124     0.2120     2.8524     2.3441     3.5374     0.1218     2.7646     0.7815     9.1480     6.3226     0.6641
   62.1513  -174.7932  1831.6458     0.8288    -0.4780    -0.2910    -0.1230     0.3518    -0.9280     0.5459     0.8049     0.2327     2.8347     2.3899     3.5928     0.1139     2.7480     0.7649     9.0692     6.2306     0.6550
   62.3129  -174.8858  1831.5870     0.8260    -0.4703    -0.3107    -0.1362     0.3684    -0.9196     0.5470     0.8019     0.2402     2.8074     2.4192     3.5746     0.1044     2.7295     0.7636     8.9796     6.1275     0.6379
   62.4743  -174.9771  1831.5243     0.8230    -0.4624    -0.3300    -0.1520     0.3805    -0.9122     0.5474     0.8009     0.2429     2.7721     2.4084     3.5245     0.1107     2.6954     0.7648     8.8701     5.9771     0.6231
   62.6356  -175.0671  1831.4576     0.8197    -0.4542    -0.3489    -0.1550     0.4106    -0.8986     0.5513     0.7907     0.2662     2.7416     2.3758     3.4614     0.1020     2.6702     0.7714     8.7559     5.8450     0.6285
   62.7968  -175.1558  1831.3871     0.8164    -0.4463    -0.3665    -0.1890     0.3932    -0.8998     0.5457     0.8039     0.2366     2.7287     2.3050     3.3748     0.0962     2.6537     0.7863     8.7178     5.7836     0.6385
   62.9578  -175.2433  1831.3130     0.8126    -0.4392    -0.3831    -0.2206     0.3767    -0.8997     0.5395     0.8156     0.2093     2.7054     2.2768     3.2902     0.0909     2.6300     0.7994     8.6529     5.6894     0.6351
   63.1186  -175.3297  1831.2354     0.8088    -0.4318    -0.3993    -0.2011     0.4349    -0.8777     0.5527     0.7902     0.2649     2.6942     2.2956     3.2211     0.0925     2.6266     0.8155     8.6061     5.6513     0.6218
   63.2792  -175.4149  1831.1544     0.8050    -0.4246    -0.4143    -0.2421     0.4024    -0.8829     0.5416     0.8110     0.2211     2.6876     2.3019     3.1913     0.0785     2.6233     0.8220     8.5802     5.6271     0.6090
   63.4395  -175.4990  1831.0703     0.8011    -0.4179    -0.4286    -0.2418     0.4290    -0.8703     0.5475     0.8008     0.2427     2.6834     2.3255     3.1638     0.0849     2.6231     0.8291     8.5624     5.6151     0.5956
   63.5995  -175.5820  1830.9831     0.7971    -0.4115    -0.4420    -0.2810     0.3951    -0.8746     0.5345     0.8213     0.1993     2.6753     2.3109     3.1379     0.0688     2.6106     0.8320     8.5469     5.5781     0.5832
   63.7592  -175.6641  1830.8931     0.7930    -0.4060    -0.4542    -0.3003     0.3882    -0.8713     0.5301     0.8273     0.1860     2.6700     2.2686     3.1135     0.0712     2.6030     0.8360     8.5406     5.5578     0.5715
   63.9185  -175.7453  1830.8004     0.7890    -0.4003    -0.4661    -0.2824     0.4374    -0.8538     0.5456     0.8053     0.2320     2.6803     2.2425     3.1318     0.0651     2.6154     0.8351     8.5682     5.6024     0.5931
   64.0774  -175.8256  1830.7052     0.7850    -0.3954    -0.4768    -0.3560     0.3420    -0.8697     0.5070     0.8524     0.1277     2.6858     2.2115     3.1756     0.0585     2.6124     0.8226     8.5891     5.6095     0.6298
   64.2358  -175.9052  1830.6077     0.7808    -0.3915    -0.4869    -0.3702     0.3379    -0.8653     0.5033     0.8559     0.1189     2.6836     2.1780     3.2192     0.0564     2.6015     0.8081     8.6049     5.5964     0.6509
   64.3937  -175.9842  1830.5080     0.7767    -0.3878    -0.4963    -0.3839     0.3332    -0.8611     0.4993     0.8594     0.1099     2.7045     2.1170     3.2627     0.0512     2.6191     0.8027     8.6669     5.6749     0.6615
   64.5511  -176.0626  1830.4063     0.7731    -0.3839    -0.5048    -0.3236     0.4457    -0.8346     0.5455     0.8087     0.2204     2.7230     2.0995     3.3562     0.0473     2.6317     0.7841     8.7353     5.7471     0.6665
   64.7080  -176.1404  1830.3028     0.7691    -0.3816    -0.5127    -0.5391     0.0436    -0.8411     0.3433     0.9233    -0.1722     2.7323     2.1007     3.4006     0.0453     2.6425     0.7771     8.7658     5.7909     0.6700
   64.8642  -176.2180  1830.1976     0.7649    -0.3800    -0.5202    -0.4075     0.3400    -0.8476     0.4989     0.8603     0.1052     2.7540     2.0595     3.4555     0.0417     2.6609     0.7700     8.8326     5.8756     0.6694
   65.0197  -176.2952  1830.0909     0.7612    -0.3781    -0.5269    -0.5259     0.1155    -0.8427     0.3795     0.9185    -0.1109     2.7856     2.0385     3.4888     0.0360     2.6863     0.7700     8.9372     6.0021     0.6891
   65.1745  -176.3722  1829.9829     0.7576    -0.3774    -0.5325    -0.5493     0.0722    -0.8325     0.3527     0.9232    -0.1526     2.8078     2.0224     3.5486     0.0303     2.6900     0.7581     9.0352     6.0763     0.7122
   65.3286  -176.4491  1829.8738     0.7541    -0.3770    -0.5378    -0.5525     0.0785    -0.8298     0.3550     0.9229    -0.1491     2.8210     2.0466     3.5164     0.0317     2.6963     0.7668     9.0915     6.1284     0.7202
   65.4820  -176.5260  1829.7636     0.7502    -0.3776    -0.5429    -0.6489    -0.2626    -0.7141     0.1271     0.8880    -0.4420     2.8151     2.0142     3.4136     0.0329     2.6953     0.7896     9.0688     6.1108     0.7164
   65.6345  -176.6031  1829.6525     0.7465    -0.3788    -0.5471    -0.6257    -0.1196    -0.7708     0.2265     0.9177    -0.3263     2.8137     1.9701     3.4076     0.0237     2.6922     0.7901     9.0809     6.1119     0.7101
   65.7862  -176.6803  1829.5407     0.7433    -0.3795    -0.5509    -0.6408    -0.1678    -0.7491     0.1918     0.9099    -0.3679     2.8473     2.0474     3.4999     0.0246     2.7211     0.7775     9.1960     6.2559     0.7020
   65.9371  -176.7577  1829.4283     0.7399    -0.3819    -0.5537    -0.6215    -0.7031    -0.3456    -0.2573     0.5999    -0.7576     2.8912     2.1233     3.6192     0.0284     2.7659     0.7642     9.3441     6.4612     0.6965
   66.0871  -176.8356  1829.3155     0.7364    -0.3842    -0.5568    -0.6327    -0.0996    -0.7680     0.2396     0.9179    -0.3165     2.9330     2.1947     3.7449     0.0270     2.8099     0.7503     9.4694     6.6522     0.6900
   66.2362  -176.9138  1829.2022     0.7330    -0.3873    -0.5591    -0.4974    -0.8660    -0.0522    -0.4640     0.3163    -0.8274     2.9401     2.2696     3.8753     0.0323     2.7998     0.7225     9.5196     6.6631     0.7056
   66.3844  -176.9927  1829.0888     0.7300    -0.3908    -0.5607    -0.6766    -0.2967    -0.6740     0.0970     0.8714    -0.4810     2.9447     2.3509     3.9365     0.0211     2.7913     0.7091     9.5610     6.6718     0.7309
   66.5317  -177.0720  1828.9752     0.7268    -0.3942    -0.5624    -0.5200    -0.8508    -0.0756    -0.4487     0.3474    -0.8234     2.9573     2.3606     4.0103     0.0326     2.7898     0.6956     9.5967     6.6932     0.7494
   66.6781  -177.1521  1828.8616     0.7237    -0.3990    -0.5631    -0.5676    -0.8083    -0.1567    -0.3926     0.4330    -0.8114     2.9684     2.3162     4.0294     0.0246     2.7922     0.6929     9.6280     6.7208     0.7595
   66.8236  -177.2329  1828.7481     0.7208    -0.4032    -0.5638    -0.5522    -0.8257    -0.1156    -0.4189     0.3946    -0.8178     2.9694     2.2761     3.9989     0.0258     2.7843     0.6963     9.6538     6.7198     0.7767
   66.9682  -177.3144  1828.6348     0.7183    -0.4081    -0.5635    -0.3759    -0.9092     0.1792    -0.5854     0.0831    -0.8064     2.9890     2.2068     3.9666     0.0302     2.7942     0.7044     9.7259     6.7941     0.7822
   67.1120  -177.3968  1828.5218     0.7152    -0.4134    -0.5635    -0.5897    -0.7897    -0.1691    -0.3751     0.4532    -0.8086     2.9875     2.2141     3.9324     0.0327     2.8067     0.7137     9.7187     6.8193     0.7695
   67.2549  -177.4801  1828.4090     0.7128    -0.4188    -0.5626    -0.1544    -0.8762     0.4566    -0.6842    -0.2386    -0.6892     2.9719     2.2207     3.8812     0.0313     2.8255     0.7280     9.6134     6.7908     0.7445
   67.3971  -177.5643  1828.2968     0.7106    -0.4243    -0.5613    -0.5193    -0.8545    -0.0115    -0.4747     0.2996    -0.8276     2.9397     2.1860     3.8248     0.0333     2.8119     0.7352     9.4769     6.6620     0.7252
   67.5384  -177.6494  1828.1850     0.7079    -0.4297    -0.5606    -0.3571    -0.9025     0.2409    -0.6095     0.0297    -0.7923     2.9048     2.1672     3.7732     0.0281     2.7812     0.7371     9.3686     6.5140     0.7075
   67.6790  -177.7354  1828.0737     0.7062    -0.4354    -0.5584    -0.1905    -0.8763     0.4424    -0.6819    -0.2061    -0.7018     2.8700     2.1779     3.6413     0.0363     2.7682     0.7602     9.2237     6.3831     0.6704
   67.8189  -177.8224  1827.9632     0.7040    -0.4418    -0.5560    -0.3941    -0.8944     0.2117    -0.5908     0.0700    -0.8038     2.8288     2.2193     3.5330     0.0370     2.7378     0.7749     9.1016     6.2297     0.6252
   67.9581  -177.9105  1827.8533     0.7021    -0.4477    -0.5537    -0.1598    -0.8568     0.4903    -0.6939    -0.2558    -0.6731     2.8183     2.2618     3.4182     0.0312     2.7308     0.7989     9.0583     6.1841     0.6117
   68.0967  -177.9995  1827.7442     0.7008    -0.4533    -0.5508    -0.2303    -0.8746     0.4267    -0.6751    -0.1722    -0.7174     2.8230     2.3521     3.2999     0.0337     2.7443     0.8316     9.0496     6.2087     0.5889
   68.2348  -178.0895  1827.6359     0.6996    -0.4594    -0.5472    -0.1143    -0.8280     0.5490    -0.7053    -0.3215    -0.6318     2.8270     2.4560     3.1811     0.0395     2.7548     0.8660     9.0601     6.2396     0.5616
   68.3724  -178.1805  1827.5286     0.6988    -0.4651    -0.5435    -0.1348    -0.8317     0.5386    -0.7025    -0.3031    -0.6439     2.8416     2.4716     3.2442     0.0304     2.7705     0.8540     9.0995     6.3025     0.5557
   68.5096  -178.2724  1827.4222     0.6981    -0.4707    -0.5396    -0.0828    -0.8016     0.5921    -0.7112    -0.3687    -0.5985     2.8464     2.4348     3.3054     0.0389     2.7631     0.8359     9.1499     6.3205     0.5711
   68.6465  -178.3653  1827.3168     0.6978    -0.4763    -0.5350     0.0142    -0.7375     0.6752    -0.7161    -0.4787    -0.5079     2.8153     2.3519     3.2917     0.0352     2.7226     0.8271     9.0768     6.1783     0.5985
   68.7831  -178.4591  1827.2125     0.6973    -0.4821    -0.5304    -0.1333    -0.8144     0.5648    -0.7042    -0.3232    -0.6321     2.7629     2.2713     3.3000     0.0406     2.6784     0.8117     8.8819     5.9473     0.6207
   68.9194  -178.5539  1827.1093     0.6976    -0.4875    -0.5251     0.2077    -0.5639     0.7993    -0.6858    -0.6666    -0.2922     2.7321     2.1868     3.3997     0.0390     2.6379     0.7759     8.7873     5.7951     0.6393
   69.0557  -178.6495  1827.0074     0.6989    -0.4923    -0.5189     0.1195    -0.6349     0.7633    -0.7052    -0.5955    -0.3849     2.6990     2.1008     3.5221     0.0430     2.5808     0.7327     8.7258     5.6298     0.6853
