Legend
======
Order:       curve order
Px,Py,Pz:    coordinates of point P on the centerline
Tx,Ty,Tz:    coordinates of the direction of the Tangent vector to point P
Nx,Ny,Nz:    coordinates of the direction of the Normal vector to point P
BNx,BNy,BNz: coordinates of the direction of the Binormal vector to point P
Dfit:        diameter of the best fit circle in point P
Dmin:        diameter of the inscribing circle in point P
Dmax:        diameter of the subscribing circle in point P
C:           curvature in point P
Dh:          hydraulic diameter in point P
Xh:          hydraulic ratio in point P
Scf:         distance of circumference in point P
Area:        sectional area in point P
E:           ellipticity in point P


Order: Cubic

[Main Branch Set] Branch Segment 1:


        Px         Py         Pz         Tx         Ty         Tz         Nx         Ny         Nz        BNx        BNy        BNz
   36.1500  -194.6301  1694.6373     0.4040    -0.7447    -0.5312    -0.6110    -0.6518     0.4492    -0.6808     0.1430    -0.7184
   36.4399  -195.1927  1694.2526     0.3811    -0.7733    -0.5068    -0.3991    -0.6320     0.6643    -0.8340    -0.0509    -0.5494
   36.7167  -195.7706  1693.8888     0.3728    -0.7936    -0.4808    -0.0153    -0.5234     0.8520    -0.9278    -0.3103    -0.2073
   36.9928  -196.3598  1693.5429     0.3786    -0.8037    -0.4591     0.5422    -0.2095     0.8137    -0.7501    -0.5570     0.3564
   37.2784  -196.9557  1693.2086     0.3937    -0.8043    -0.4451     0.8663     0.1626     0.4724    -0.3076    -0.5715     0.7607
   37.5789  -197.5545  1692.8787     0.4107    -0.7986    -0.4400     0.8927     0.4504     0.0159     0.1854    -0.3993     0.8979
   37.8935  -198.1535  1692.5463     0.4225    -0.7907    -0.4430     0.6095     0.6096    -0.5069     0.6708    -0.0558     0.7395
   38.2160  -198.7523  1692.2068     0.4240    -0.7855    -0.4508    -0.4238     0.2678    -0.8653     0.8004     0.5579    -0.2193
   38.5365  -199.3519  1691.8589     0.4133    -0.7857    -0.4603    -0.8576    -0.1659    -0.4868     0.3061     0.5959    -0.7424
   38.8445  -199.9542  1691.5039     0.3913    -0.7920    -0.4686    -0.9193    -0.3131    -0.2385     0.0422     0.5241    -0.8506
   39.1314  -200.5610  1691.1449     0.3616    -0.8028    -0.4741    -0.9290    -0.3530    -0.1109    -0.0783     0.4805    -0.8735
   39.3928  -201.1729  1690.7851     0.3294    -0.8149    -0.4768    -0.9353    -0.3509    -0.0465    -0.1294     0.4613    -0.8778
   39.6290  -201.7890  1690.4262     0.3005    -0.8248    -0.4790    -0.9527    -0.2839    -0.1089    -0.0461     0.4891    -0.8710
   39.8447  -202.4063  1690.0671     0.2792    -0.8290    -0.4845    -0.9017    -0.0529    -0.4291     0.3301     0.5567    -0.7623
   40.0468  -203.0208  1689.7036     0.2672    -0.8259    -0.4966    -0.3736     0.3862    -0.8434     0.8883     0.4108    -0.2053
   40.2426  -203.6280  1689.3294     0.2633    -0.8147    -0.5166    -0.0223     0.5302    -0.8476     0.9644     0.2347     0.1215
   40.4375  -204.2244  1688.9375     0.2640    -0.7966    -0.5439     0.0504     0.5745    -0.8169     0.9632     0.1883     0.1918
   40.6340  -204.8080  1688.5222     0.2647    -0.7747    -0.5743    -0.0099     0.5933    -0.8049     0.9643     0.2188     0.1494
   40.8315  -205.3795  1688.0816     0.2626    -0.7534    -0.6028    -0.1144     0.5960    -0.7948     0.9581     0.2777     0.0703
   41.0279  -205.9414  1687.6179     0.2575    -0.7372    -0.6246    -0.2868     0.5590    -0.7780     0.9227     0.3795    -0.0675
   41.2213  -206.4979  1687.1384     0.2519    -0.7295    -0.6359    -0.6236     0.3801    -0.6831     0.7400     0.5686    -0.3592
   41.4122  -207.0534  1686.6536     0.2507    -0.7306    -0.6351     0.2871    -0.5705     0.7695    -0.9245    -0.3752     0.0667
   41.6052  -207.6108  1686.1754     0.2598    -0.7383    -0.6224     0.5944    -0.3858     0.7056    -0.7611    -0.5533     0.3386
   41.8090  -208.1707  1685.7144     0.2842    -0.7478    -0.6000     0.7636    -0.2019     0.6134    -0.5798    -0.6324     0.5136
   42.0356  -208.7306  1685.2772     0.3267    -0.7523    -0.5720     0.8688     0.0008     0.4952    -0.3721    -0.6588     0.6539
   42.2980  -209.2850  1684.8647     0.3855    -0.7450    -0.5444     0.9096     0.2076     0.3599    -0.1551    -0.6340     0.7576
   42.6068  -209.8262  1684.4719     0.4536    -0.7212    -0.5235     0.8885     0.4121     0.2020     0.0700    -0.5568     0.8277
   42.9676  -210.3460  1684.0887     0.5203    -0.6815    -0.5147     0.8018     0.5972     0.0199     0.2938    -0.4230     0.8572
   43.3785  -210.8377  1683.7021     0.5745    -0.6314    -0.5209     0.6375     0.7443    -0.1991     0.5134    -0.2177     0.8301
   43.8294  -211.2975  1683.2993     0.6086    -0.5797    -0.5417     0.3705     0.8114    -0.4520     0.7016     0.0744     0.7087
   44.3036  -211.7261  1682.8703     0.6191    -0.5358    -0.5742    -0.0372     0.7103    -0.7029     0.7845     0.4565     0.4198
   44.7795  -212.1289  1682.4104     0.6055    -0.5068    -0.6136    -0.4779     0.3850    -0.7896     0.6364     0.7713    -0.0091
   45.2350  -212.5153  1681.9205     0.5702    -0.4968    -0.6543    -0.7541    -0.0006    -0.6568     0.3259     0.8679    -0.3750
   45.6512  -212.8973  1681.4065     0.5166    -0.5065    -0.6903    -0.8551    -0.2637    -0.4464     0.0441     0.8209    -0.5693
   46.0149  -213.2869  1680.8775     0.4500    -0.5335    -0.7161    -0.8751    -0.4232    -0.2347    -0.1778     0.7323    -0.6573
   46.3209  -213.6945  1680.3431     0.3781    -0.5712    -0.7286    -0.8702    -0.4879    -0.0691    -0.3160     0.6601    -0.6815
   46.5716  -214.1260  1679.8103     0.3100    -0.6102    -0.7291    -0.8591    -0.5083     0.0602    -0.4073     0.6077    -0.6818
   46.7756  -214.5822  1679.2817     0.2531    -0.6419    -0.7238    -0.8828    -0.4593     0.0986    -0.3957     0.6140    -0.6829
   46.9442  -215.0583  1678.7544     0.2115    -0.6593    -0.7215    -0.9631    -0.2665    -0.0387    -0.1668     0.7031    -0.6913
   47.0890  -215.5448  1678.2212     0.1839    -0.6593    -0.7291    -0.7911     0.3409    -0.5078     0.5833     0.6702    -0.4589
   47.2184  -216.0292  1677.6724     0.1653    -0.6410    -0.7495    -0.3750     0.6621    -0.6489     0.9122     0.3883    -0.1309
   47.3366  -216.4985  1677.0984     0.1494    -0.6067    -0.7808    -0.2879     0.7287    -0.6213     0.9459     0.3176    -0.0658
   47.4431  -216.9417  1676.4927     0.1309    -0.5612    -0.8173    -0.3164     0.7576    -0.5709     0.9396     0.3333    -0.0784
   47.5346  -217.3518  1675.8541     0.1077    -0.5117    -0.8524    -0.3966     0.7641    -0.5088     0.9117     0.3929    -0.1206
   47.6072  -217.7272  1675.1875     0.0809    -0.4668    -0.8807    -0.5140     0.7375    -0.4381     0.8540     0.4881    -0.1803
   47.6591  -218.0725  1674.5031     0.0549    -0.4346    -0.8989    -0.6591     0.6605    -0.3596     0.7500     0.6122    -0.2502
   47.6932  -218.3971  1673.8148     0.0365    -0.4211    -0.9063    -0.9634     0.2263    -0.1440     0.2657     0.8783    -0.3974
   47.7181  -218.7142  1673.1371     0.0330    -0.4300    -0.9022     0.2308    -0.8751     0.4255    -0.9725    -0.2222     0.0704
   47.7473  -219.0387  1672.4827     0.0512    -0.4614    -0.8857     0.5398    -0.7334     0.4133    -0.8402    -0.4993     0.2115
   47.7979  -219.3847  1671.8604     0.0950    -0.5102    -0.8548     0.6410    -0.6256     0.4447    -0.7616    -0.5902     0.2676
   47.8869  -219.7638  1671.2739     0.1608    -0.5667    -0.8081     0.6868    -0.5238     0.5040    -0.7088    -0.6360     0.3049
   48.0277  -220.1837  1670.7228     0.2377    -0.6187    -0.7488     0.7064    -0.4190     0.5705    -0.6667    -0.6646     0.3375
   48.2274  -220.6474  1670.2036     0.3112    -0.6589    -0.6848     0.6866    -0.3423     0.6414    -0.6570    -0.6698     0.3459
   48.4843  -221.1536  1669.7124     0.3693    -0.6875    -0.6253     0.6280    -0.3113     0.7132    -0.6850    -0.6561     0.3167
   48.7875  -221.6971  1669.2463     0.4066    -0.7097    -0.5754     0.4701    -0.3775     0.7978    -0.7834    -0.5948     0.1801
   49.1185  -222.2705  1668.8047     0.4214    -0.7314    -0.5361     0.0843    -0.5570     0.8262    -0.9030    -0.3933    -0.1731
   49.4537  -222.8651  1668.3886     0.4134    -0.7570    -0.5060    -0.4487    -0.6529     0.6102    -0.7923    -0.0252    -0.6096
   49.7682  -223.4723  1667.9997     0.3820    -0.7874    -0.4839    -0.7596    -0.5657     0.3208    -0.5263     0.2450    -0.8142
   50.0399  -224.0843  1667.6368     0.3271    -0.8196    -0.4703    -0.8952    -0.4281     0.1235    -0.3026     0.3807    -0.8738
   50.2527  -224.6947  1667.2941     0.2507    -0.8471    -0.4685    -0.9654    -0.2547    -0.0559    -0.0720     0.4663    -0.8817
   50.3985  -225.2983  1666.9592     0.1606    -0.8602    -0.4840    -0.9645    -0.0326    -0.2622     0.2098     0.5090    -0.8348
   50.4781  -225.8908  1666.6130     0.0710    -0.8500    -0.5220    -0.8391     0.2321    -0.4921     0.5394     0.4729    -0.6967
   50.5003  -226.4683  1666.2317    -0.0028    -0.8130    -0.5822    -0.5823     0.4747    -0.6600     0.8130     0.3371    -0.4747
   50.4794  -227.0265  1665.7912    -0.0507    -0.7527    -0.6564    -0.2996     0.6384    -0.7090     0.9527     0.1607    -0.2579
   50.4324  -227.5604  1665.2729    -0.0708    -0.6780    -0.7317    -0.0618     0.7351    -0.6752     0.9956    -0.0026    -0.0939
   50.3761  -228.0639  1664.6687    -0.0693    -0.5998    -0.7972     0.1012     0.7907    -0.6038     0.9925    -0.1225     0.0059
   50.3240  -228.5299  1663.9864    -0.0552    -0.5276    -0.8477     0.2229     0.8210    -0.5255     0.9733    -0.2180     0.0723
   50.2851  -228.9504  1663.2515    -0.0364    -0.4666    -0.8837     0.2991     0.8387    -0.4551     0.9535    -0.2808     0.1091
   50.2627  -229.3172  1662.5067    -0.0177    -0.4182    -0.9082     0.3571     0.8458    -0.3964     0.9339    -0.3313     0.1344
   50.2554  -229.6222  1661.8067    -0.0018    -0.3818    -0.9243     0.3868     0.8521    -0.3527     0.9222    -0.3581     0.1462
   50.2582  -229.8581  1661.2117     0.0104    -0.3559    -0.9345     0.4174     0.8508    -0.3193     0.9087    -0.3867     0.1574
   50.2674  -230.0598  1660.6636     0.0210    -0.3352    -0.9419     0.4528     0.8431    -0.2900     0.8914    -0.4204     0.1695

[Main Branch Set] Branch Segment 2:


        Px         Py         Pz         Tx         Ty         Tz         Nx         Ny         Nz        BNx        BNy        BNz
   18.1307  -169.0289  1701.2741     0.4490     0.8533    -0.2650     0.8810    -0.3733     0.2907     0.1491    -0.3640    -0.9194
   18.5379  -168.3704  1701.0858     0.5737     0.7949    -0.1977     0.7365    -0.3949     0.5491     0.3584    -0.4606    -0.8120
   18.8738  -167.9526  1700.9988     0.6626     0.7397    -0.1175     0.6115    -0.4437     0.6551     0.4325    -0.5059    -0.7463
   19.2742  -167.5302  1700.9487     0.6826     0.7269    -0.0753    -0.7142     0.6416    -0.2796    -0.1549     0.2446     0.9572
   19.7234  -167.0078  1700.8890     0.6224     0.7775    -0.0902    -0.7660     0.6288     0.1336     0.1605    -0.0141     0.9869
   20.1658  -166.4138  1700.8231     0.5598     0.8237    -0.0900    -0.8284     0.5540    -0.0823    -0.0180     0.1206     0.9925
   20.5497  -165.7763  1700.7528     0.4632     0.8808    -0.0978    -0.8862     0.4595    -0.0592    -0.0072     0.1141     0.9934
   20.8344  -165.1201  1700.6777     0.3109     0.9436    -0.1137    -0.9478     0.2988    -0.1119    -0.0716     0.1425     0.9872
   20.9454  -164.6687  1700.6203     0.1552     0.9790    -0.1319    -0.9837     0.1410    -0.1112    -0.0903     0.1470     0.9850

[Main Branch Set] Branch Segment 3:


        Px         Py         Pz         Tx         Ty         Tz         Nx         Ny         Nz        BNx        BNy        BNz
   20.9454  -164.6687  1700.6203     0.2487     0.9610    -0.1211    -0.9646     0.2344    -0.1210    -0.0879     0.1469     0.9852
   21.0269  -163.8236  1700.4976    -0.0481     0.9851    -0.1650    -0.9804    -0.0782    -0.1808    -0.1910     0.1531     0.9696
   20.9400  -163.2023  1700.3802    -0.2160     0.9549    -0.2036    -0.9246    -0.2671    -0.2716    -0.3138     0.1296     0.9406
   20.7606  -162.6010  1700.2348    -0.3298     0.9109    -0.2481    -0.7919    -0.4100    -0.4526    -0.5140     0.0472     0.8565
   20.5232  -162.0154  1700.0557    -0.3829     0.8745    -0.2978    -0.3680    -0.4401    -0.8191    -0.8473    -0.2040     0.4903
   20.2651  -161.4391  1699.8392    -0.3821     0.8550    -0.3507     0.4265    -0.1735    -0.8877    -0.8198    -0.4887    -0.2983
   20.0203  -160.8649  1699.5854    -0.3383     0.8510    -0.4017     0.7893     0.0242    -0.6135    -0.5124    -0.5246    -0.6799
   19.8149  -160.2870  1699.2982    -0.2643     0.8561    -0.4442     0.9179     0.0820    -0.3882    -0.2959    -0.5103    -0.8075
   19.6648  -159.7015  1698.9853    -0.1757     0.8638    -0.4722     0.9742     0.0836    -0.2096    -0.1415    -0.4968    -0.8562
   19.5748  -159.1070  1698.6571    -0.0885     0.8713    -0.4828     0.9957     0.0898    -0.0204     0.0256    -0.4825    -0.8755
   19.5404  -158.5041  1698.3257    -0.0144     0.8790    -0.4767     0.9713     0.1256     0.2022     0.2376    -0.4601    -0.8555
   19.5506  -157.8945  1698.0030     0.0406     0.8887    -0.4567     0.8428     0.2150     0.4934     0.5367    -0.4049    -0.7403
   19.5917  -157.2805  1697.6997     0.0761     0.9015    -0.4259     0.5696     0.3113     0.7607     0.8184    -0.3005    -0.4899
   19.6506  -156.6639  1697.4234     0.0952     0.9169    -0.3875     0.2608     0.3527     0.8986     0.9607    -0.1867    -0.2056
   19.7175  -156.0453  1697.1784     0.1036     0.9330    -0.3447     0.1015     0.3348     0.9368     0.9894    -0.1321    -0.0600
   19.7874  -155.4244  1696.9650     0.1079     0.9471    -0.3021     0.0901     0.2933     0.9518     0.9901    -0.1300    -0.0537
   19.8599  -154.8004  1696.7798     0.1142     0.9576    -0.2646     0.2430     0.2314     0.9420     0.9633    -0.1719    -0.2062
   19.9382  -154.1720  1696.6165     0.1263     0.9633    -0.2367     0.5703     0.1247     0.8119     0.8116    -0.2376    -0.5337
   20.0269  -153.5389  1696.4669     0.1448     0.9644    -0.2212     0.9237    -0.0516     0.3797     0.3548    -0.2593    -0.8983
   20.1302  -152.9018  1696.3219     0.1680     0.9610    -0.2196     0.9518    -0.2161    -0.2177    -0.2567    -0.1724    -0.9510
   20.2503  -152.2632  1696.1722     0.1920     0.9537    -0.2315     0.7542    -0.2943    -0.5870    -0.6280    -0.0619    -0.7758
   20.3861  -151.6270  1696.0098     0.2120     0.9435    -0.2546     0.4814    -0.3275    -0.8130    -0.8505     0.0498    -0.5236
   20.5330  -150.9981  1695.8279     0.2245     0.9303    -0.2900     0.1829    -0.3326    -0.9252    -0.9572     0.1547    -0.2448
   20.6591  -150.4853  1695.6561     0.2286     0.9158    -0.3303     0.0235    -0.3443    -0.9385    -0.9732     0.2068    -0.1002

[Main Branch Set] Branch Segment 4:


        Px         Py         Pz         Tx         Ty         Tz         Nx         Ny         Nz        BNx        BNy        BNz
   20.6591  -150.4853  1695.6561     0.2282     0.9205    -0.3173    -0.0321    -0.3186    -0.9473    -0.9731     0.2264    -0.0432
   20.8331  -149.7820  1695.3871     0.2199     0.8990    -0.3787    -0.2159    -0.3337    -0.9176    -0.9513     0.2836     0.1207
   20.9716  -149.2020  1695.1232     0.2033     0.8794    -0.4305    -0.3544    -0.3438    -0.8696    -0.9127     0.3294     0.2417
   21.0953  -148.6423  1694.8295     0.1799     0.8580    -0.4812    -0.4269    -0.3726    -0.8240    -0.8862     0.3536     0.2992
   21.2022  -148.1010  1694.5071     0.1548     0.8362    -0.5262    -0.4714    -0.4056    -0.7832    -0.8682     0.3693     0.3313
   21.2930  -147.5743  1694.1580     0.1292     0.8130    -0.5677    -0.4786    -0.4503    -0.7538    -0.8685     0.3691     0.3310
   21.3371  -147.2815  1693.9472     0.1133     0.7978    -0.5922    -0.4824    -0.4769    -0.7347    -0.8686     0.3690     0.3308

[Main Branch Set] Branch Segment 5:


        Px         Py         Pz         Tx         Ty         Tz         Nx         Ny         Nz        BNx        BNy        BNz
   21.3371  -147.2815  1693.9472     0.1225     0.8071    -0.5776    -0.4574    -0.4706    -0.7545    -0.8808     0.3566     0.3115
   21.4402  -146.5431  1693.3936     0.1017     0.7852    -0.6108    -0.4689    -0.5036    -0.7256    -0.8774     0.3602     0.3170
   21.5047  -146.0280  1692.9868     0.0950     0.7780    -0.6210    -0.4986    -0.5028    -0.7061    -0.8616     0.3767     0.3402
