50.068700	-229.776500	1659.867200
49.716400	-229.988900	1659.909300
49.942200	-229.278500	1659.910100
49.893200	-230.184200	1659.920100
50.719200	-229.684600	1659.923900
50.321500	-230.341800	1659.931500
50.714800	-230.115100	1659.937100
50.458600	-229.260300	1659.938500
50.100900	-229.029200	1659.980200
49.606000	-229.845000	1660.005000
50.739900	-230.486300	1660.035900
49.639400	-229.503600	1660.058500
49.633000	-230.160300	1660.084700
49.778500	-229.128400	1660.103500
51.030700	-229.483900	1660.126700
50.468700	-228.930700	1660.144700
49.987900	-230.541300	1660.147000
51.147500	-229.956200	1660.168400
50.486000	-230.717000	1660.183100
51.050100	-230.348400	1660.202500
50.080000	-228.903200	1660.214300
50.903500	-229.132400	1660.234500
50.864100	-230.640500	1660.329600
50.195100	-230.825700	1660.334300
49.436700	-229.868200	1660.336100
49.789600	-229.012700	1660.368300
51.224500	-229.408900	1660.406800
51.328600	-229.758300	1660.409800
51.287300	-230.202100	1660.410000
49.515500	-229.332600	1660.414200
51.364600	-230.023700	1660.419400
49.608600	-230.403900	1660.428400
50.383400	-230.883600	1660.438900
49.904000	-230.734300	1660.454600
50.439400	-228.806100	1660.455400
50.616000	-230.820000	1660.461700
50.809800	-228.918100	1660.463900
50.064500	-228.849000	1660.553300
50.106200	-230.862700	1660.564600
51.353300	-230.036100	1660.613400
51.141800	-230.384400	1660.614600
51.134800	-229.247100	1660.650200
51.325800	-229.654700	1660.678800
50.715800	-228.825900	1660.696900
49.693400	-229.000600	1660.704700
49.270500	-229.632800	1660.712600
41.835800	-135.960700	1660.746700
49.387800	-229.272100	1660.760200
41.291400	-135.561700	1660.768900
41.983100	-135.361900	1660.768900
50.279400	-230.836600	1660.769000
50.766100	-230.695000	1660.769100
50.948600	-229.005200	1660.778500
49.297200	-230.160500	1660.793400
41.516000	-135.071300	1660.801400
41.063300	-135.164100	1660.803400
41.297300	-136.069200	1660.804500
42.330300	-135.695100	1660.835700
50.414700	-228.790100	1660.839800
50.021200	-228.808300	1660.844400
49.665200	-230.670400	1660.847900
41.920000	-135.052400	1660.866000
41.168200	-134.933000	1660.873000
51.243500	-229.552100	1660.874100
41.518400	-136.330700	1660.881700
51.226500	-229.947500	1660.920400
41.855700	-136.384100	1660.931700
50.783600	-228.931700	1660.953300
42.433900	-135.394000	1660.958200
40.878600	-134.997700	1661.008400
49.184400	-229.355600	1661.015700
42.316900	-136.169600	1661.018500
49.451700	-229.017200	1661.022000
51.013600	-230.392400	1661.024800
41.432200	-134.842200	1661.035500
