Legend
======
Order:       curve order
Px,Py,Pz:    coordinates of point P on the centerline
Tx,Ty,Tz:    coordinates of the direction of the Tangent vector to point P
Nx,Ny,Nz:    coordinates of the direction of the Normal vector to point P
BNx,BNy,BNz: coordinates of the direction of the Binormal vector to point P
Dfit:        diameter of the best fit circle in point P
Dmin:        diameter of the inscribing circle in point P
Dmax:        diameter of the subscribing circle in point P
C:           curvature in point P
Dh:          hydraulic diameter in point P
Xh:          hydraulic ratio in point P
Scf:         distance of circumference in point P
Area:        sectional area in point P
E:           ellipticity in point P


Order: Cubic

[Main Branch Set] Branch Segment 1:


        Px         Py         Pz         Tx         Ty         Tz         Nx         Ny         Nz        BNx        BNy        BNz
   45.0883  -168.4789  1837.6587     0.2531     0.5365    -0.8050     0.4749    -0.7939    -0.3798    -0.8429    -0.2862    -0.4557
   45.1398  -168.3744  1837.4980     0.2661     0.5165    -0.8139     0.5455    -0.7768    -0.3146    -0.7947    -0.3603    -0.4885
   45.1939  -168.2741  1837.3358     0.2795     0.4948    -0.8228     0.4505    -0.8244    -0.3427    -0.8479    -0.2749    -0.4533
   45.2506  -168.1785  1837.1720     0.2938     0.4710    -0.8318     0.5238    -0.8072    -0.2720    -0.7996    -0.3558    -0.4839
   45.3103  -168.0877  1837.0066     0.3095     0.4465    -0.8395     0.5227    -0.8174    -0.2421    -0.7943    -0.3639    -0.4864
   45.3731  -168.0019  1836.8399     0.3259     0.4210    -0.8465     0.5280    -0.8238    -0.2064    -0.7843    -0.3796    -0.4907
   45.4392  -167.9213  1836.6718     0.3422     0.3937    -0.8532     0.4771    -0.8550    -0.2032    -0.8095    -0.3375    -0.4804
   45.5086  -167.8461  1836.5024     0.3597     0.3664    -0.8581     0.5866    -0.8040    -0.0974    -0.7256    -0.4684    -0.5042
   45.5817  -167.7762  1836.3320     0.3775     0.3387    -0.8619     0.4824    -0.8664    -0.1292    -0.7904    -0.3670    -0.4904
   45.6583  -167.7118  1836.1607     0.3953     0.3108    -0.8644     0.5888    -0.8080    -0.0213    -0.7050    -0.5005    -0.5024
   45.7387  -167.6528  1835.9888     0.4132     0.2824    -0.8657     0.4753    -0.8778    -0.0595    -0.7767    -0.3869    -0.4970
   45.8227  -167.5994  1835.8163     0.4308     0.2545    -0.8658     0.5876    -0.8073     0.0551    -0.6850    -0.5325    -0.4973
   45.9105  -167.5513  1835.6437     0.4490     0.2273    -0.8641     0.5254    -0.8494     0.0496    -0.7227    -0.4763    -0.5008
   46.0021  -167.5086  1835.4710     0.4665     0.1998    -0.8617     0.5451    -0.8321     0.1021    -0.6966    -0.5174    -0.4971
   46.0973  -167.4712  1835.2987     0.4837     0.1735    -0.8579     0.5425    -0.8286     0.1383    -0.6868    -0.5323    -0.4949
   46.1961  -167.4390  1835.1270     0.5008     0.1474    -0.8529     0.5403    -0.8231     0.1749    -0.6763    -0.5484    -0.4919
   46.2985  -167.4119  1834.9561     0.5178     0.1224    -0.8467     0.5583    -0.7982     0.2260    -0.6482    -0.5898    -0.4816
   46.4044  -167.3897  1834.7864     0.5345     0.0983    -0.8394     0.5491    -0.7954     0.2565    -0.6425    -0.5981    -0.4791
   46.5137  -167.3723  1834.6181     0.5505     0.0746    -0.8315     0.5297    -0.8010     0.2789    -0.6453    -0.5940    -0.4805
   46.6262  -167.3596  1834.4515     0.5667     0.0518    -0.8223     0.5665    -0.7492     0.3432    -0.5983    -0.6603    -0.4538
   46.7419  -167.3514  1834.2870     0.5827     0.0298    -0.8121     0.5373    -0.7638     0.3575    -0.6097    -0.6447    -0.4611
   46.8606  -167.3476  1834.1248     0.5982     0.0081    -0.8013     0.5405    -0.7424     0.3960    -0.5916    -0.6700    -0.4485
   46.9823  -167.3481  1833.9651     0.6140    -0.0129    -0.7892     0.5511    -0.7088     0.4404    -0.5650    -0.7053    -0.4281
   47.1069  -167.3527  1833.8082     0.6291    -0.0327    -0.7767     0.5290    -0.7140     0.4586    -0.5696    -0.6994    -0.4319
   47.2341  -167.3612  1833.6543     0.6443    -0.0527    -0.7630     0.5332    -0.6843     0.4975    -0.5483    -0.7273    -0.4128
   47.3641  -167.3737  1833.5037     0.6597    -0.0723    -0.7481     0.5281    -0.6637     0.5298    -0.5348    -0.7445    -0.3997
   47.4966  -167.3899  1833.3566     0.6745    -0.0910    -0.7327     0.5129    -0.6561     0.5536    -0.5311    -0.7492    -0.3958
   47.6317  -167.4098  1833.2131     0.6895    -0.1097    -0.7160     0.5148    -0.6211     0.5909    -0.5095    -0.7760    -0.3718
   47.7692  -167.4332  1833.0735     0.7039    -0.1274    -0.6988     0.4935    -0.6199     0.6101    -0.5109    -0.7743    -0.3735
   47.9091  -167.4600  1832.9378     0.7185    -0.1451    -0.6802     0.4959    -0.5789     0.6473    -0.4877    -0.8024    -0.3440
   48.0515  -167.4902  1832.8063     0.7329    -0.1627    -0.6606     0.4633    -0.5916     0.6598    -0.4981    -0.7896    -0.3583
   48.1962  -167.5237  1832.6790     0.7464    -0.1797    -0.6407     0.4532    -0.5678     0.6872    -0.4873    -0.8033    -0.3424
   48.3432  -167.5604  1832.5560     0.7601    -0.1963    -0.6194     0.4517    -0.5257     0.7209    -0.4671    -0.8277    -0.3109
   48.4927  -167.6002  1832.4374     0.7734    -0.2118    -0.5975     0.4350    -0.5083     0.7432    -0.4611    -0.8347    -0.3010
   48.6444  -167.6429  1832.3233     0.7859    -0.2275    -0.5749     0.3940    -0.5323     0.7493    -0.4765    -0.8154    -0.3287
   48.7986  -167.6887  1832.2137     0.7984    -0.2424    -0.5512     0.4208    -0.4302     0.7987    -0.4307    -0.8696    -0.2415
   48.9552  -167.7372  1832.1087     0.8100    -0.2562    -0.5275     0.3560    -0.4999     0.7895    -0.4660    -0.8273    -0.3137
   49.1141  -167.7885  1832.0082     0.8206    -0.2697    -0.5038     0.3705    -0.4200     0.8284    -0.4351    -0.8665    -0.2448
   49.2754  -167.8424  1831.9122     0.8311    -0.2824    -0.4791     0.3350    -0.4335     0.8366    -0.4439    -0.8558    -0.2656
   49.4390  -167.8989  1831.8209     0.8407    -0.2948    -0.4542     0.3203    -0.4056     0.8561    -0.4366    -0.8652    -0.2466
   49.6050  -167.9579  1831.7341     0.8496    -0.3059    -0.4297     0.3042    -0.3813     0.8729    -0.4309    -0.8724    -0.2309
   49.7733  -168.0192  1831.6518     0.8579    -0.3158    -0.4053     0.3000    -0.3326     0.8941    -0.4171    -0.8886    -0.1907
   49.9438  -168.0826  1831.5740     0.8654    -0.3253    -0.3813     0.2531    -0.3729     0.8927    -0.4325    -0.8690    -0.2404
   50.1165  -168.1482  1831.5006     0.8721    -0.3345    -0.3571     0.2526    -0.3172     0.9141    -0.4190    -0.8874    -0.1922
   50.2913  -168.2158  1831.4317     0.8785    -0.3423    -0.3334     0.2388    -0.2898     0.9268    -0.4139    -0.8938    -0.1729
   50.4681  -168.2852  1831.3671     0.8839    -0.3496    -0.3107     0.2075    -0.3022     0.9304    -0.4191    -0.8869    -0.1945
   50.6467  -168.3563  1831.3068     0.8891    -0.3559    -0.2879     0.2188    -0.2221     0.9502    -0.4021    -0.9078    -0.1195
   50.8270  -168.4289  1831.2508     0.8933    -0.3622    -0.2662     0.1426    -0.3332     0.9320    -0.4263    -0.8705    -0.2459
   51.0088  -168.5031  1831.1989     0.8972    -0.3678    -0.2445     0.1984    -0.1591     0.9671    -0.3946    -0.9162    -0.0698
   51.1920  -168.5785  1831.1513     0.9007    -0.3727    -0.2233     0.1142    -0.2928     0.9493    -0.4192    -0.8806    -0.2211
   51.3763  -168.6552  1831.1077     0.9033    -0.3777    -0.2034     0.1391    -0.1905     0.9718    -0.4058    -0.9061    -0.1196
   51.5616  -168.7330  1831.0681     0.9058    -0.3820    -0.1834     0.0976    -0.2332     0.9675    -0.4124    -0.8942    -0.1740
   51.7475  -168.8118  1831.0325     0.9076    -0.3866    -0.1638     0.0846    -0.2138     0.9732    -0.4112    -0.8971    -0.1613
   51.9338  -168.8915  1831.0009     0.9092    -0.3905    -0.1446     0.0740    -0.1903     0.9789    -0.4098    -0.9007    -0.1441
   52.1204  -168.9720  1830.9731     0.9101    -0.3945    -0.1266     0.0318    -0.2382     0.9707    -0.4131    -0.8875    -0.2042
   52.3070  -169.0533  1830.9490     0.9106    -0.3989    -0.1081     0.0180    -0.2231     0.9746    -0.4129    -0.8894    -0.1960
   52.4932  -169.1353  1830.9288     0.9107    -0.4032    -0.0899    -0.0117    -0.2427     0.9700    -0.4129    -0.8823    -0.2257
   52.6790  -169.2180  1830.9122     0.9104    -0.4073    -0.0727    -0.0218    -0.2227     0.9746    -0.4132    -0.8857    -0.2116
   52.8641  -169.3013  1830.8992     0.9095    -0.4120    -0.0550    -0.0711    -0.2846     0.9560    -0.4095    -0.8656    -0.2881
   53.0482  -169.3853  1830.8898     0.9080    -0.4173    -0.0381    -0.1058    -0.3163     0.9428    -0.4055    -0.8519    -0.3313
   53.2311  -169.4700  1830.8838     0.9060    -0.4227    -0.0211    -0.1126    -0.2887     0.9508    -0.4080    -0.8590    -0.3091
   53.4128  -169.5554  1830.8813     0.9039    -0.4278    -0.0042    -0.1257    -0.2748     0.9533    -0.4089    -0.8611    -0.3021
   53.5931  -169.6414  1830.8821     0.9010    -0.4337     0.0124    -0.1969    -0.3832     0.9025    -0.3867    -0.8155    -0.4306
   53.7718  -169.7283  1830.8862     0.8972    -0.4406     0.0285    -0.2182    -0.3863     0.8962    -0.3839    -0.8103    -0.4427
   53.9488  -169.8160  1830.8934     0.8936    -0.4466     0.0447    -0.1930    -0.2926     0.9366    -0.4051    -0.8456    -0.3476
   54.1242  -169.9045  1830.9038     0.8891    -0.4537     0.0605    -0.3095    -0.4985     0.8098    -0.3372    -0.7387    -0.5836
   54.2978  -169.9941  1830.9171     0.8842    -0.4609     0.0755    -0.2493    -0.3292     0.9108    -0.3949    -0.8241    -0.4060
   54.4697  -170.0846  1830.9333     0.8790    -0.4681     0.0907    -0.3377    -0.4770     0.8115    -0.3366    -0.7439    -0.5773
   54.6399  -170.1763  1830.9523     0.8734    -0.4755     0.1047    -0.3215    -0.4017     0.8575    -0.3657    -0.7826    -0.5038
   54.8086  -170.2691  1830.9739     0.8677    -0.4827     0.1186    -0.3646    -0.4560     0.8119    -0.3379    -0.7477    -0.5716
   54.9756  -170.3631  1830.9981     0.8616    -0.4903     0.1314    -0.3968    -0.4892     0.7767    -0.3166    -0.7213    -0.6160
   55.1413  -170.4584  1831.0246     0.8555    -0.4974     0.1437    -0.3888    -0.4339     0.8127    -0.3419    -0.7512    -0.5647
   55.3057  -170.5550  1831.0535     0.8496    -0.5041     0.1552    -0.4313    -0.4946     0.7546    -0.3036    -0.7080    -0.6376
   55.4691  -170.6529  1831.0844     0.8437    -0.5107     0.1653    -0.4422    -0.4867     0.7534    -0.3043    -0.7088    -0.6364
   55.6315  -170.7522  1831.1173     0.8378    -0.5172     0.1748    -0.4714    -0.5237     0.7096    -0.2755    -0.6769    -0.6825
   55.7931  -170.8528  1831.1519     0.8328    -0.5225     0.1828    -0.4526    -0.4528     0.7682    -0.3186    -0.7225    -0.6136
   55.9543  -170.9547  1831.1881     0.8280    -0.5276     0.1900    -0.5056    -0.5558     0.6599    -0.2425    -0.6424    -0.7270
   56.1151  -171.0579  1831.2257     0.8238    -0.5320     0.1960    -0.4722    -0.4526     0.7564    -0.3137    -0.7157    -0.6240
   56.2758  -171.1622  1831.2645     0.8205    -0.5352     0.2008    -0.5107    -0.5287     0.6780    -0.2567    -0.6588    -0.7071
   56.4366  -171.2676  1831.3043     0.8175    -0.5384     0.2045    -0.5401    -0.5934     0.5968    -0.2000    -0.5983    -0.7759
   56.5977  -171.3741  1831.3449     0.8155    -0.5405     0.2066    -0.5390    -0.5797     0.6111    -0.2105    -0.6097    -0.7641
   56.7593  -171.4814  1831.3860     0.8143    -0.5418     0.2081    -0.5337    -0.5582     0.6353    -0.2281    -0.6284    -0.7437
   56.9214  -171.5894  1831.4275     0.8139    -0.5424     0.2081     0.3868     0.2387    -0.8907     0.4335     0.8055     0.4041
   57.0844  -171.6980  1831.4690     0.8142    -0.5427     0.2064    -0.1250    -0.5110    -0.8505     0.5670     0.6666    -0.4838
   57.2482  -171.8071  1831.5103     0.8154    -0.5417     0.2041     0.5413     0.5885    -0.6006     0.2053     0.6002     0.7731
   57.4131  -171.9163  1831.5512     0.8173    -0.5401     0.2009     0.2786     0.0653    -0.9582     0.5044     0.8391     0.2039
   57.5790  -172.0257  1831.5915     0.8195    -0.5385     0.1963     0.4621     0.4182    -0.7821     0.3391     0.7316     0.5915
   57.7460  -172.1349  1831.6308     0.8229    -0.5355     0.1901     0.4288     0.3656    -0.8261     0.3729     0.7613     0.5305
   57.9142  -172.2438  1831.6689     0.8265    -0.5322     0.1835     0.4470     0.4223    -0.7885     0.3422     0.7337     0.5870
   58.0835  -172.3522  1831.7056     0.8305    -0.5287     0.1752     0.3792     0.3062    -0.8732     0.4080     0.7917     0.4548
   58.2539  -172.4600  1831.7405     0.8350    -0.5246     0.1660     0.4292     0.4322    -0.7931     0.3443     0.7335     0.5861
   58.4254  -172.5670  1831.7735     0.8396    -0.5204     0.1557     0.3424     0.2844    -0.8955     0.4217     0.8052     0.4170
   58.5978  -172.6731  1831.8042     0.8445    -0.5157     0.1442     0.3903     0.4085    -0.8251     0.3666     0.7531     0.5462
   58.7712  -172.7781  1831.8325     0.8498    -0.5104     0.1320     0.3407     0.3406    -0.8763     0.4023     0.7896     0.4633
   58.9453  -172.8819  1831.8581     0.8544    -0.5059     0.1183     0.2744     0.2461    -0.9296     0.4412     0.8267     0.3492
   59.1200  -172.9846  1831.8807     0.8593    -0.5010     0.1032     0.3056     0.3409    -0.8890     0.4102     0.7955     0.4460
   59.2952  -173.0859  1831.9001     0.8641    -0.4957     0.0876     0.2521     0.2755    -0.9276     0.4357     0.8236     0.3631
   59.4708  -173.1859  1831.9162     0.8684    -0.4908     0.0709     0.2317     0.2754    -0.9330     0.4384     0.8266     0.3529
   59.6465  -173.2845  1831.9287     0.8721    -0.4864     0.0530     0.1607     0.1825    -0.9700     0.4622     0.8544     0.2374
   59.8222  -173.3819  1831.9375     0.8755    -0.4819     0.0343     0.1895     0.2773    -0.9419     0.4444     0.8312     0.3341
   59.9978  -173.4779  1831.9424     0.8784    -0.4776     0.0144     0.0909     0.1375    -0.9863     0.4691     0.8677     0.1642
   60.1731  -173.5728  1831.9432     0.8803    -0.4743    -0.0065     0.0861     0.1733    -0.9811     0.4665     0.8631     0.1934
   60.3480  -173.6666  1831.9398     0.8818    -0.4709    -0.0277     0.0476     0.1472    -0.9880     0.4693     0.8698     0.1522
   60.5223  -173.7594  1831.9322     0.8820    -0.4686    -0.0496    -0.0222     0.0639    -0.9977     0.4707     0.8811     0.0460
   60.6958  -173.8514  1831.9202     0.8817    -0.4663    -0.0723    -0.0091     0.1364    -0.9906     0.4718     0.8740     0.1160
   60.8686  -173.9426  1831.9038     0.8806    -0.4642    -0.0952    -0.0832     0.0464    -0.9955     0.4665     0.8845     0.0023
   61.0404  -174.0332  1831.8829     0.8782    -0.4634    -0.1187    -0.1221     0.0228    -0.9923     0.4625     0.8858    -0.0365
   61.2113  -174.1235  1831.8575     0.8749    -0.4630    -0.1418    -0.1525     0.0146    -0.9882     0.4596     0.8862    -0.0578
   61.3811  -174.2135  1831.8277     0.8712    -0.4625    -0.1645    -0.1737     0.0231    -0.9845     0.4592     0.8863    -0.0602
   61.5499  -174.3034  1831.7935     0.8661    -0.4633    -0.1878    -0.2538    -0.0839    -0.9636     0.4307     0.8822    -0.1903
   61.7175  -174.3935  1831.7548     0.8604    -0.4643    -0.2103    -0.2324     0.0098    -0.9726     0.4536     0.8856    -0.0994
   61.8840  -174.4837  1831.7119     0.8543    -0.4652    -0.2319    -0.3057    -0.0888    -0.9480     0.4204     0.8807    -0.2181
   62.0494  -174.5743  1831.6647     0.8474    -0.4666    -0.2533    -0.3015    -0.0302    -0.9530     0.4370     0.8840    -0.1663
   62.2137  -174.6653  1831.6134     0.8400    -0.4686    -0.2736    -0.3838    -0.1567    -0.9100     0.3836     0.8694    -0.3115
   62.3769  -174.7570  1831.5581     0.8325    -0.4703    -0.2927    -0.3291     0.0051    -0.9443     0.4456     0.8825    -0.1505
   62.5392  -174.8492  1831.4990     0.8249    -0.4721    -0.3110    -0.4347    -0.1779    -0.8828     0.3615     0.8634    -0.3520
   62.7004  -174.9422  1831.4362     0.8169    -0.4744    -0.3281    -0.3979    -0.0516    -0.9160     0.4176     0.8788    -0.2309
   62.8608  -175.0359  1831.3699     0.8094    -0.4759    -0.3441    -0.4464    -0.1177    -0.8871     0.3817     0.8716    -0.3077
   63.0203  -175.1303  1831.3002     0.8018    -0.4773    -0.3596    -0.4285    -0.0395    -0.9027     0.4166     0.8779    -0.2362
   63.1790  -175.2253  1831.2273     0.7947    -0.4786    -0.3733    -0.4876    -0.1373    -0.8622     0.3614     0.8672    -0.3425
   63.3370  -175.3210  1831.1515     0.7879    -0.4797    -0.3862    -0.4461    -0.0123    -0.8949     0.4245     0.8774    -0.2237
   63.4943  -175.4172  1831.0728     0.7814    -0.4801    -0.3986    -0.4792    -0.0526    -0.8761     0.3997     0.8756    -0.2711
   63.6509  -175.5138  1830.9915     0.7757    -0.4801    -0.4097    -0.4382     0.0574    -0.8970     0.4542     0.8753    -0.1659
   63.8070  -175.6107  1830.9077     0.7703    -0.4797    -0.4202    -0.4745     0.0091    -0.8802     0.4261     0.8774    -0.2206
   63.9625  -175.7078  1830.8216     0.7654    -0.4789    -0.4299    -0.4156     0.1421    -0.8984     0.4913     0.8663    -0.0903
   64.1174  -175.8048  1830.7334     0.7613    -0.4769    -0.4394    -0.3694     0.2379    -0.8983     0.5329     0.8461     0.0050
   64.2719  -175.9016  1830.6431     0.7576    -0.4748    -0.4479    -0.4083     0.1906    -0.8927     0.5093     0.8592    -0.0495
   64.4258  -175.9980  1830.5511     0.7545    -0.4718    -0.4562    -0.2551     0.4296    -0.8662     0.6046     0.7700     0.2038
   64.5792  -176.0937  1830.4573     0.7516    -0.4682    -0.4646    -0.3604     0.2985    -0.8838     0.5525     0.8317     0.0556
   64.7320  -176.1887  1830.3619     0.7492    -0.4643    -0.4723    -0.1690     0.5554    -0.8142     0.6404     0.6898     0.3377
   64.8843  -176.2827  1830.2650     0.7473    -0.4595    -0.4801    -0.2554     0.4683    -0.8458     0.6135     0.7547     0.2326
   65.0360  -176.3756  1830.1666     0.7454    -0.4541    -0.4880    -0.1256     0.6233    -0.7719     0.6547     0.6366     0.4076
   65.1871  -176.4671  1830.0668     0.7441    -0.4478    -0.4958    -0.1396     0.6215    -0.7709     0.6534     0.6428     0.3999
   65.3375  -176.5571  1829.9657     0.7425    -0.4418    -0.5035    -0.1794     0.5930    -0.7849     0.6454     0.6731     0.3611
   65.4872  -176.6456  1829.8633     0.7412    -0.4348    -0.5114    -0.0676     0.7097    -0.7013     0.6678     0.5544     0.4966
   65.6362  -176.7323  1829.7596     0.7399    -0.4275    -0.5194    -0.1849     0.6131    -0.7680     0.6468     0.6643     0.3746
   65.7843  -176.8173  1829.6547     0.7382    -0.4205    -0.5275    -0.1363     0.6729    -0.7271     0.6607     0.6086     0.4394
   65.9316  -176.9005  1829.5485     0.7368    -0.4123    -0.5359    -0.1041     0.7139    -0.6924     0.6681     0.5659     0.4831
   66.0781  -176.9818  1829.4410     0.7349    -0.4048    -0.5441    -0.2334     0.6023    -0.7634     0.6367     0.6880     0.3481
   66.2236  -177.0614  1829.3323     0.7326    -0.3977    -0.5523    -0.1735     0.6756    -0.7166     0.6581     0.6208     0.4260
   66.3683  -177.1393  1829.2222     0.7303    -0.3901    -0.5609    -0.2355     0.6269    -0.7426     0.6413     0.6744     0.3659
   66.5120  -177.2155  1829.1108     0.7276    -0.3830    -0.5692    -0.2483     0.6264    -0.7389     0.6395     0.6789     0.3606
   66.6548  -177.2902  1828.9981     0.7247    -0.3769    -0.5769    -0.3115     0.5676    -0.7621     0.6147     0.7320     0.2939
   66.7967  -177.3636  1828.8841     0.7212    -0.3711    -0.5849    -0.3444     0.5406    -0.7676     0.6010     0.7550     0.2621
   66.9377  -177.4358  1828.7687     0.7178    -0.3661    -0.5923    -0.3858     0.4991    -0.7760     0.5796     0.7855     0.2170
   67.0779  -177.5071  1828.6521     0.7142    -0.3623    -0.5989    -0.4652     0.3936    -0.7929     0.5230     0.8449     0.1125
   67.2173  -177.5777  1828.5342     0.7101    -0.3591    -0.6056    -0.4864     0.3717    -0.7907     0.5091     0.8561     0.0893
   67.3560  -177.6478  1828.4150     0.7062    -0.3571    -0.6114    -0.6012     0.1536    -0.7842     0.3739     0.9214    -0.1062
   67.4940  -177.7177  1828.2947     0.7023    -0.3565    -0.6163    -0.6491     0.0349    -0.7599     0.2924     0.9337    -0.2068
   67.6315  -177.7877  1828.1733     0.6985    -0.3568    -0.6203    -0.7039    -0.1864    -0.6854     0.1290     0.9154    -0.3814
   67.7685  -177.8580  1828.0510     0.6949    -0.3584    -0.6235    -0.7169    -0.4128    -0.5618    -0.0561     0.8374    -0.5438
   67.9051  -177.9289  1827.9279     0.6914    -0.3615    -0.6255    -0.6019    -0.7671    -0.2219    -0.3996     0.5299    -0.7480
   68.0415  -178.0008  1827.8041     0.6882    -0.3657    -0.6266    -0.5881    -0.7869    -0.1867    -0.4248     0.4970    -0.7566
   68.1777  -178.0738  1827.6798     0.6854    -0.3709    -0.6266    -0.3718    -0.9182     0.1368    -0.6261     0.1392    -0.7672
   68.3138  -178.1482  1827.5553     0.6833    -0.3773    -0.6251    -0.2390    -0.9246     0.2968    -0.6899    -0.0534    -0.7219
   68.4500  -178.2242  1827.4308     0.6817    -0.3847    -0.6224    -0.1732    -0.9113     0.3735    -0.7109    -0.1468    -0.6878
   68.5864  -178.3021  1827.3065     0.6803    -0.3932    -0.6186    -0.1260    -0.8941     0.4298    -0.7221    -0.2145    -0.6578
   68.7230  -178.3820  1827.1827     0.6797    -0.4022    -0.6134     0.0008    -0.8359     0.5489    -0.7335    -0.3735    -0.5678
   68.8599  -178.4640  1827.0598     0.6797    -0.4123    -0.6066     0.0034    -0.8253     0.5647    -0.7335    -0.3858    -0.5596
   68.9973  -178.5484  1826.9380     0.6803    -0.4228    -0.5986     0.0971    -0.7576     0.6455    -0.7264    -0.4973    -0.4744
   69.1352  -178.6351  1826.8177     0.6816    -0.4339    -0.5892     0.0793    -0.7567     0.6490    -0.7274    -0.4891    -0.4814
   69.2736  -178.7243  1826.6993     0.6834    -0.4456    -0.5783     0.1362    -0.7004     0.7006    -0.7173    -0.5575    -0.4180
   69.4127  -178.8160  1826.5830     0.6860    -0.4571    -0.5661     0.1684    -0.6572     0.7347    -0.7079    -0.5993    -0.3738
   69.5524  -178.9101  1826.4693     0.6888    -0.4690    -0.5527     0.1466    -0.6566     0.7398    -0.7100    -0.5906    -0.3836
   69.6928  -179.0067  1826.3584     0.6925    -0.4811    -0.5376     0.2179    -0.5709     0.7916    -0.6878    -0.6653    -0.2905
   69.8340  -179.1057  1826.2508     0.6967    -0.4929    -0.5212     0.1916    -0.5723     0.7973    -0.6913    -0.6554    -0.3043
   69.9758  -179.2069  1826.1468     0.7013    -0.5048    -0.5033     0.2240    -0.5143     0.8279    -0.6768    -0.6933    -0.2476
   70.1184  -179.3104  1826.0468     0.7062    -0.5168    -0.4839     0.1941    -0.5159     0.8344    -0.6809    -0.6832    -0.2640
   70.2616  -179.4160  1825.9510     0.7112    -0.5281    -0.4639     0.2330    -0.4456     0.8644    -0.6632    -0.7229    -0.1938
   70.4055  -179.5235  1825.8597     0.7172    -0.5389    -0.4418     0.2345    -0.4104     0.8812    -0.6563    -0.7356    -0.1680
   70.5501  -179.6328  1825.7733     0.7228    -0.5496    -0.4189     0.2021    -0.4115     0.8887    -0.6608    -0.7271    -0.1864
   70.6952  -179.7437  1825.6919     0.7288    -0.5595    -0.3948     0.2389    -0.3326     0.9123    -0.6417    -0.7592    -0.1087
   70.8410  -179.8561  1825.6158     0.7348    -0.5691    -0.3692     0.1899    -0.3499     0.9173    -0.6512    -0.7441    -0.1490
   70.9872  -179.9698  1825.5452     0.7405    -0.5779    -0.3431     0.2186    -0.2756     0.9361    -0.6355    -0.7682    -0.0777
   71.1339  -180.0846  1825.4802     0.7464    -0.5859    -0.3155     0.1833    -0.2747     0.9439    -0.6397    -0.7624    -0.0977
   71.2811  -180.2005  1825.4210     0.7518    -0.5935    -0.2873     0.1799    -0.2345     0.9553    -0.6344    -0.7699    -0.0695
   71.4286  -180.3172  1825.3676     0.7569    -0.6002    -0.2585     0.1616    -0.2114     0.9639    -0.6332    -0.7714    -0.0630
